neighborhood,month_start,make,model,stolen_count
Argay,2018-05-01,Toyota,Toyota Prius,1
Argay,2018-05-01,Subaru,"Subaru Legacy, Legacy Outback",1
Argay,2018-06-01,Ford,Ford Econoline E450,1
Argay,2018-06-01,Ford,Ford F150,1
Argay,2018-06-01,Honda,"Honda Civic, CRX, Del Sol",1
Argay,2018-06-01,Honda,"Honda Accord, Accord Crosstour",1
Argay,2018-06-01,Ford,Ford Truck,1
Argay,2018-06-01,Cadillac,Cadillac Escalade,1
Argay,2018-06-01,Ford,Ford Ranger,1
Argay,2018-06-01,Mazda,Mazda Protege,1
Argay,2018-06-01,Ford,Ford F250,1
Argay,2018-06-01,Hyundai,Hyundai XG Series,1
Argay,2018-06-01,Unknown,Unknown,1
Argay,2018-07-01,Honda,"Honda Accord, Accord Crosstour",2
Argay,2018-07-01,Dodge,"Dodge Caravan, Grand Caravan",1
Argay,2018-07-01,Lexus,Lexus ES350,1
Argay,2018-07-01,"RAM Truck (Model year 2013 and newer) , Chrysler Group",RAM Truck,1
Argay,2018-07-01,Lincoln,Lincoln LS,1
Argay,2018-07-01,Toyota,"Toyota Corolla, Corolla IM",1
Argay,2018-08-01,Suzuki,Suzuki Motorcycle,1
Argay,2018-08-01,Chevrolet,Chevrolet Truck,1
Argay,2018-08-01,Honda,"Honda Civic, CRX, Del Sol",1
Argay,2018-08-01,Honda,"Honda Accord, Accord Crosstour",1
Argay,2018-08-01,Ford,Ford Truck,1
Argay,2018-09-01,Honda,"Honda Accord, Accord Crosstour",2
Argay,2018-09-01,GMC,GMC Savana,1
Argay,2018-09-01,Toyota,Toyota Camry,1
Argay,2018-09-01,Subaru,"Subaru Impreza, Impreza Outback",1
Argay,2018-09-01,Honda,"Honda Civic, CRX, Del Sol",1
Argay,2018-10-01,Mercedes-Benz,Mercedes-Benz 250 Series,1
Argay,2018-10-01,GMC,GMC Truck,1
Argay,2018-10-01,Honda,"Honda Civic, CRX, Del Sol",1
Argay,2018-10-01,Ford,Ford Truck,1
Argay,2018-10-01,Toyota,Toyota Celica,1
Argay,2018-10-01,Subaru,"Subaru Legacy, Legacy Outback",1
Argay,2018-11-01,Honda,"Honda Civic, CRX, Del Sol",2
Argay,2018-11-01,Dodge,"Dodge Caravan, Grand Caravan",1
Argay,2018-11-01,Ford,Ford Econoline E450,1
Argay,2018-11-01,Dodge,Dodge Nitro,1
Argay,2018-11-01,Toyota,Toyota Truck,1
Argay,2018-11-01,Subaru,"Subaru Legacy, Legacy Outback",1
Argay,2018-11-01,Acura,Acura TL Series,1
Argay,2018-11-01,Honda,"Honda Accord, Accord Crosstour",1
Argay,2018-12-01,Honda,"Honda Civic, CRX, Del Sol",2
Argay,2018-12-01,Dodge,Dodge Charger,1
Argay,2018-12-01,Toyota,Unknown Toyota Model,1
Argay,2018-12-01,Dodge,"Dodge Caravan, Grand Caravan",1
Argay,2018-12-01,Subaru,"Subaru Legacy, Legacy Outback",1
Argay,2018-12-01,Honda,"Honda Accord, Accord Crosstour",1
Argay,2018-12-01,Toyota,"Toyota Corolla, Corolla IM",1
Argay,2018-12-01,Chevrolet,Chevrolet Impala,1
Argay,2018-12-01,Toyota,Toyota SR5,1
Ashcreek,2018-01-01,Chevrolet,Chevrolet C/K 3500,1
Ashcreek,2018-02-01,Lexus,Lexus RX350,1
Ashcreek,2018-05-01,Toyota,Toyota Tacoma,1
Ashcreek,2018-06-01,Honda,Unknown Honda Model,1
Ashcreek,2018-06-01,Yamaha,Yamaha Motorcycle,1
Ashcreek,2018-06-01,Interstate Cargo/Interstate Group LLC/Interstate West Corp,Interstate Cargo/Interstate Group LLC/Interstate West Corp Trailer,1
Ashcreek,2018-08-01,Mazda,Mazda Miata,1
Ashcreek,2018-10-01,Honda,"Honda Accord, Accord Crosstour",1
Ashcreek,2018-10-01,Subaru,"Subaru Impreza, Impreza Outback",1
Beaumont-Wilshire,2018-03-01,Honda,"Honda Civic, CRX, Del Sol",1
Beaumont-Wilshire,2018-04-01,Honda,"Honda Civic, CRX, Del Sol",1
Beaumont-Wilshire,2018-04-01,Honda,"Honda Accord, Accord Crosstour",1
Beaumont-Wilshire,2018-04-01,Subaru,"Subaru Impreza, Impreza Outback",1
Beaumont-Wilshire,2018-04-01,Acura,Acura Integra,1
Beaumont-Wilshire,2018-05-01,Cottage-Ette Mfg,Unknown Cottage-Ette Mfg Model,1
Beaumont-Wilshire,2018-05-01,KTM,KTM Motorcycle,1
Beaumont-Wilshire,2018-05-01,Ford,Ford Econoline E350,1
Beaumont-Wilshire,2018-06-01,Audi,Audi Q5,2
Beaumont-Wilshire,2018-06-01,Subaru,Subaru Outback,1
Beaumont-Wilshire,2018-07-01,Aprilia Motorcycles,Aprilia Motorcycles Motorcycle,1
Beaumont-Wilshire,2018-07-01,Kia Motors Corp,Kia Motors Corp Sorrento,1
Beaumont-Wilshire,2018-07-01,Volkswagen,Volkswagen Atlas and Atlas Cross Sport ,1
Beaumont-Wilshire,2018-09-01,Yamaha,Yamaha Motorcycle,1
Beaumont-Wilshire,2018-09-01,Subaru,"Subaru Impreza, Impreza Outback",1
Beaumont-Wilshire,2018-09-01,Toyota,Toyota Truck,1
Beaumont-Wilshire,2018-10-01,Ford,Ford Transit Connect,1
Beaumont-Wilshire,2018-10-01,Subaru,"Subaru Legacy, Legacy Outback",1
Beaumont-Wilshire,2018-10-01,Honda,"Honda Civic, CRX, Del Sol",1
Beaumont-Wilshire,2018-11-01,Nissan,"Nissan Pathfinder, Pathfinder Armada",2
Beaumont-Wilshire,2018-11-01,Honda,"Honda Accord, Accord Crosstour",1
Beaumont-Wilshire,2018-12-01,Subaru,"Subaru Impreza, Impreza Outback",1
Beaumont-Wilshire,2018-12-01,Toyota,"Toyota Corolla, Corolla IM",1
Beaumont-Wilshire,2018-12-01,Honda,"Honda Accord, Accord Crosstour",1
Boise,2018-01-01,Mercedes-Benz,Mercedes-Benz 350 Series,1
Boise,2018-01-01,Toyota,Unknown Toyota Model,1
Boise,2018-01-01,Honda,Honda CRV,1
Boise,2018-03-01,Jeep,Jeep Grand Cherokee,1
Boise,2018-04-01,Jeep,Jeep Grand Cherokee,1
Boise,2018-04-01,Subaru,"Subaru Impreza, Impreza Outback",1
Boise,2018-05-01,Honda,"Honda Accord, Accord Crosstour",1
Boise,2018-05-01,Subaru,"Subaru Legacy, Legacy Outback",1
Boise,2018-05-01,Toyota,"Toyota Corolla, Corolla IM",1
Boise,2018-05-01,Toyota,Toyota 4-Runner,1
Boise,2018-06-01,Kawasaki,Kawasaki Motorcycle,1
Boise,2018-06-01,Honda,"Honda Civic, CRX, Del Sol",1
Boise,2018-06-01,Jeep,Jeep Commander,1
Boise,2018-06-01,Honda,"Honda Accord, Accord Crosstour",1
Boise,2018-06-01,Honda,Honda Motorcycle,1
Boise,2018-08-01,White Motor Corp White Freightliner White Western Star Log TK,White Motor Corp White Freightliner White Western Star Log TK Truck,1
Boise,2018-08-01,Vespa,Vespa Motorcycle,1
Boise,2018-09-01,Honda,"Honda Accord, Accord Crosstour",2
Boise,2018-09-01,Harley Davidson,Harley Davidson Motorcycle,1
Boise,2018-09-01,Chevrolet,Chevrolet Impala,1
Boise,2018-10-01,Lexus,Lexus ES300,1
Boise,2018-10-01,Subaru,Subaru Loyale,1
Boise,2018-10-01,Honda,"Honda Civic, CRX, Del Sol",1
Boise,2018-11-01,Puch,Puch Motorcycle,1
Boise,2018-11-01,Jeep,Jeep Cherokee,1
Boise,2018-11-01,Chevrolet,Chevrolet Nova,1
Boise,2018-11-01,Toyota,Toyota Sienna,1
Boise,2018-11-01,Honda,Honda CRV,1
Boise,2018-12-01,BMW,BMW 335 Series,1
Boise,2018-12-01,Ford,Ford F250,1
Boise,2018-12-01,Harley Davidson,Harley Davidson Motorcycle,1
Boise,2018-12-01,Jeep,Jeep Cherokee,1
Boise,2018-12-01,Subaru,"Subaru Legacy, Legacy Outback",1
Boise,2018-12-01,Subaru,"Subaru Impreza, Impreza Outback",1
Brentwood-Darlington,2018-01-01,Honda,"Honda Accord, Accord Crosstour",2
Brentwood-Darlington,2018-01-01,Honda,"Honda Civic, CRX, Del Sol",2
Brentwood-Darlington,2018-01-01,Yamaha,Yamaha Motorcycle,1
Brentwood-Darlington,2018-01-01,GMC,Unknown GMC Model,1
Brentwood-Darlington,2018-01-01,Nissan,Nissan Truck,1
Brentwood-Darlington,2018-01-01,Nissan,Nissan 240SX,1
Brentwood-Darlington,2018-01-01,Chrysler,Chrysler 200,1
Brentwood-Darlington,2018-01-01,Mazda,Mazda Mazda 3,1
Brentwood-Darlington,2018-01-01,Ford,Ford F150,1
Brentwood-Darlington,2018-01-01,Subaru,"Subaru Legacy, Legacy Outback",1
Brentwood-Darlington,2018-02-01,Jeep,Jeep Cherokee,1
Brentwood-Darlington,2018-02-01,Honda,"Honda Civic, CRX, Del Sol",1
Brentwood-Darlington,2018-02-01,Hyundai,Hyundai Accent,1
Brentwood-Darlington,2018-02-01,Subaru,Subaru Forester,1
Brentwood-Darlington,2018-02-01,Ford,Ford Ranger,1
Brentwood-Darlington,2018-03-01,Subaru,"Subaru Legacy, Legacy Outback",4
Brentwood-Darlington,2018-03-01,Subaru,"Subaru Impreza, Impreza Outback",2
Brentwood-Darlington,2018-03-01,Honda,"Honda Civic, CRX, Del Sol",2
Brentwood-Darlington,2018-03-01,Toyota,Toyota Truck,1
Brentwood-Darlington,2018-03-01,Honda,"Honda Accord, Accord Crosstour",1
Brentwood-Darlington,2018-03-01,Hyundai,Hyundai Tiburon,1
Brentwood-Darlington,2018-03-01,Scion,Scion TC,1
Brentwood-Darlington,2018-03-01,GMC,GMC Truck,1
Brentwood-Darlington,2018-03-01,Dodge,Dodge Neon,1
Brentwood-Darlington,2018-04-01,Hyundai,Hyundai Santa Fe,1
Brentwood-Darlington,2018-04-01,Chrysler,Chrysler 200,1
Brentwood-Darlington,2018-04-01,Chevrolet,Chevrolet Silverado,1
Brentwood-Darlington,2018-05-01,Yamaha,Yamaha Motorcycle,1
Brentwood-Darlington,2018-05-01,Mercedes-Benz,Mercedes-Benz E63 AMG,1
Brentwood-Darlington,2018-05-01,Nissan,Nissan Frontier,1
Brentwood-Darlington,2018-05-01,Nissan,"Nissan Pathfinder, Pathfinder Armada",1
Brentwood-Darlington,2018-05-01,Toyota,Toyota Truck,1
Brentwood-Darlington,2018-05-01,Kia Motors Corp,Kia Motors Corp Soul,1
Brentwood-Darlington,2018-06-01,Subaru,"Subaru Legacy, Legacy Outback",2
Brentwood-Darlington,2018-06-01,Honda,"Honda Civic, CRX, Del Sol",1
Brentwood-Darlington,2018-06-01,BMW,BMW 530 Series,1
Brentwood-Darlington,2018-06-01,Ford,Ford F350,1
Brentwood-Darlington,2018-06-01,Honda,"Honda Accord, Accord Crosstour",1
Brentwood-Darlington,2018-06-01,Ford,Ford Escort,1
Brentwood-Darlington,2018-06-01,Chevrolet,Chevrolet Silverado,1
Brentwood-Darlington,2018-07-01,BMW,BMW 528 Series,1
Brentwood-Darlington,2018-07-01,Buick,"Buick Regal, Regal Limited",1
Brentwood-Darlington,2018-07-01,Chevrolet,Chevrolet Astro,1
Brentwood-Darlington,2018-07-01,Acura,Acura CL Series,1
Brentwood-Darlington,2018-07-01,Subaru,"Subaru Legacy, Legacy Outback",1
Brentwood-Darlington,2018-07-01,Honda,"Honda Civic, CRX, Del Sol",1
Brentwood-Darlington,2018-08-01,Subaru,"Subaru Legacy, Legacy Outback",3
Brentwood-Darlington,2018-08-01,Chevrolet,Chevrolet Tahoe,2
Brentwood-Darlington,2018-08-01,Honda,Honda Odyssey,1
Brentwood-Darlington,2018-08-01,Honda,"Honda Accord, Accord Crosstour",1
Brentwood-Darlington,2018-08-01,Honda,Honda CRV,1
Brentwood-Darlington,2018-08-01,Subaru,"Subaru Impreza, Impreza Outback",1
Brentwood-Darlington,2018-08-01,Honda,"Honda Civic, CRX, Del Sol",1
Brentwood-Darlington,2018-09-01,Audi,Audi A6,1
Brentwood-Darlington,2018-09-01,Suzuki,Suzuki Motorcycle,1
Brentwood-Darlington,2018-09-01,Kawasaki,Kawasaki Motorcycle,1
Brentwood-Darlington,2018-09-01,Ford,Ford Mustang,1
Brentwood-Darlington,2018-09-01,Ford,Ford F150,1
Brentwood-Darlington,2018-10-01,Volkswagen,Volkswagen Jetta,1
Brentwood-Darlington,2018-10-01,Chrysler,Chrysler Town & Country Minivan,1
Brentwood-Darlington,2018-10-01,Honda,"Honda Civic, CRX, Del Sol",1
Brentwood-Darlington,2018-10-01,Chevrolet,Chevrolet Suburban,1
Brentwood-Darlington,2018-10-01,Honda,Honda Motorcycle,1
Brentwood-Darlington,2018-11-01,Ford,"Ford Taurus, Taurus X",1
Brentwood-Darlington,2018-11-01,Honda,"Honda Accord, Accord Crosstour",1
Brentwood-Darlington,2018-12-01,Dodge,Dodge Avenger,1
Brentwood-Darlington,2018-12-01,Ford,Ford Focus,1
Brentwood-Darlington,2018-12-01,Nissan,Nissan Truck,1
Brentwood-Darlington,2018-12-01,Honda,"Honda Civic, CRX, Del Sol",1
Brentwood-Darlington,2018-12-01,Subaru,"Subaru Crosstrek, XV Crosstrek",1
Bridgeton,2018-03-01,Honda,Honda Passport,1
Bridgeton,2018-04-01,Honda,"Honda Civic, CRX, Del Sol",1
Bridgeton,2018-05-01,Honda,Honda Motorcycle,1
Bridgeton,2018-06-01,Jeep,Jeep Cherokee,1
Bridgeton,2018-06-01,Honda,"Honda Civic, CRX, Del Sol",1
Bridgeton,2018-07-01,Toyota,Toyota Yaris or Yaris IM,1
Bridgeton,2018-07-01,Ford,Ford Econoline E350,1
Bridgeton,2018-08-01,Dodge,Dodge Durango,1
Bridgeton,2018-08-01,Honda,"Honda Civic, CRX, Del Sol",1
Bridgeton,2018-09-01,Honda,"Honda Accord, Accord Crosstour",2
Bridgeton,2018-09-01,Unlisted motorcycle make,Unlisted motorcycle make Motorcycle,1
Bridgeton,2018-09-01,Mitsubishi,Mitsubishi Mirage,1
Bridgeton,2018-10-01,Suzuki,Suzuki Motorcycle,1
Bridgeton,2018-10-01,GMC,GMC Safari,1
Bridgeton,2018-10-01,Honda,"Honda Civic, CRX, Del Sol",1
Bridgeton,2018-10-01,Ford,Ford F250,1
Bridgeton,2018-10-01,Toyota,Toyota Truck,1
Bridgeton,2018-11-01,Isuzu,Isuzu Rodeo,1
Bridgeton,2018-11-01,BMW,BMW 335 Series,1
Bridgeton,2018-11-01,Honda,"Honda Accord, Accord Crosstour",1
Bridgeton,2018-12-01,Acura,Acura Integra,1
Bridgeton,2018-12-01,Subaru,"Subaru Legacy, Legacy Outback",1
Bridlemile,2018-01-01,Toyota,Toyota Tacoma,1
Bridlemile,2018-06-01,Honda,"Honda Civic, CRX, Del Sol",1
Bridlemile,2018-08-01,Subaru,"Subaru Impreza, Impreza Outback",1
Bridlemile,2018-09-01,Dodge,Dodge Dakota,1
Bridlemile,2018-09-01,Honda,"Honda Civic, CRX, Del Sol",1
Bridlemile,2018-09-01,Subaru,"Subaru Legacy, Legacy Outback",1
Bridlemile,2018-09-01,Toyota,Toyota Tacoma,1
Bridlemile,2018-10-01,Ford,Ford F150,1
Bridlemile,2018-12-01,Honda,"Honda Civic, CRX, Del Sol",1
Brooklyn,2018-01-01,Honda,"Honda Civic, CRX, Del Sol",1
Brooklyn,2018-01-01,Subaru,Subaru Forester,1
Brooklyn,2018-02-01,Genuine Scooters LLC mfgd by Motive Power Industry Co LTD,Genuine Scooters LLC mfgd by Motive Power Industry Co LTD Motorcycle,1
Brooklyn,2018-02-01,Infiniti,Infiniti G20,1
Brooklyn,2018-02-01,Forest River Inc,Forest River Inc Trailer,1
Brooklyn,2018-02-01,Suzuki,Suzuki Motorcycle,1
Brooklyn,2018-02-01,Subaru,"Subaru Impreza, Impreza Outback",1
Brooklyn,2018-02-01,Nissan,"Nissan Pathfinder, Pathfinder Armada",1
Brooklyn,2018-03-01,Subaru,"Subaru Legacy, Legacy Outback",1
Brooklyn,2018-03-01,Acura,Acura TL Series,1
Brooklyn,2018-03-01,Toyota,Toyota Truck,1
Brooklyn,2018-03-01,Nissan,Nissan Frontier,1
Brooklyn,2018-04-01,Subaru,"Subaru Legacy, Legacy Outback",2
Brooklyn,2018-04-01,GMC,GMC R1500,1
Brooklyn,2018-04-01,Volkswagen,Volkswagen Passat,1
Brooklyn,2018-04-01,Honda,"Honda Civic, CRX, Del Sol",1
Brooklyn,2018-05-01,Honda,"Honda Civic, CRX, Del Sol",2
Brooklyn,2018-06-01,Volkswagen,Volkswagen Jetta,1
Brooklyn,2018-06-01,Subaru,Subaru Forester,1
Brooklyn,2018-06-01,Honda,Honda Odyssey,1
Brooklyn,2018-06-01,Honda,"Honda Accord, Accord Crosstour",1
Brooklyn,2018-06-01,Toyota,Toyota Tacoma,1
Brooklyn,2018-07-01,Dodge,Dodge Durango,1
Brooklyn,2018-07-01,Saturn,Saturn SL,1
Brooklyn,2018-07-01,Honda,"Honda Accord, Accord Crosstour",1
Brooklyn,2018-08-01,Subaru,Subaru Forester,1
Brooklyn,2018-08-01,Honda,"Honda Accord, Accord Crosstour",1
Brooklyn,2018-09-01,Honda,"Honda Accord, Accord Crosstour",1
Brooklyn,2018-10-01,Honda,"Honda Civic, CRX, Del Sol",1
Brooklyn,2018-11-01,Chevrolet,Chevrolet Malibu,1
Brooklyn,2018-11-01,Toyota,"Toyota Corolla, Corolla IM",1
Brooklyn,2018-11-01,Subaru,Subaru Forester,1
Brooklyn,2018-12-01,Volvo,Volvo S70,1
Brooklyn,2018-12-01,Subaru,"Subaru Legacy, Legacy Outback",1
Buckman East,2018-01-01,Honda,"Honda Accord, Accord Crosstour",3
Buckman East,2018-01-01,Subaru,"Subaru Impreza, Impreza Outback",3
Buckman East,2018-01-01,Nissan,Nissan Maxima,1
Buckman East,2018-01-01,Honda,"Honda Civic, CRX, Del Sol",1
Buckman East,2018-01-01,Nissan,Nissan Truck,1
Buckman East,2018-02-01,Subaru,"Subaru Legacy, Legacy Outback",1
Buckman East,2018-02-01,Acura,Acura Integra,1
Buckman East,2018-02-01,Honda,Honda Motorcycle,1
Buckman East,2018-03-01,Honda,"Honda Civic, CRX, Del Sol",4
Buckman East,2018-03-01,Honda,Honda CRV,2
Buckman East,2018-03-01,Saturn,Saturn SL,1
Buckman East,2018-03-01,Tomos (Incl model Silver Bullet),Tomos,1
Buckman East,2018-03-01,Chevrolet,Chevrolet Aveo,1
Buckman East,2018-03-01,Subaru,"Subaru Legacy, Legacy Outback",1
Buckman East,2018-03-01,Dodge,Dodge Neon,1
Buckman East,2018-03-01,Honda,Honda Motorcycle,1
Buckman East,2018-03-01,Honda,"Honda Accord, Accord Crosstour",1
Buckman East,2018-04-01,Subaru,"Subaru Legacy, Legacy Outback",5
Buckman East,2018-04-01,Honda,"Honda Civic, CRX, Del Sol",2
Buckman East,2018-04-01,Toyota,Unknown,2
Buckman East,2018-04-01,Mazda,Mazda 323,1
Buckman East,2018-04-01,Toyota,Toyota 4-Runner,1
Buckman East,2018-04-01,Nissan,Nissan Altima,1
Buckman East,2018-04-01,Suzuki,Suzuki Motorcycle,1
Buckman East,2018-04-01,Ford,"Ford Taurus, Taurus X",1
Buckman East,2018-04-01,Honda,"Honda Accord, Accord Crosstour",1
Buckman East,2018-04-01,Honda,Honda HRV,1
Buckman East,2018-04-01,Acura,Acura RL,1
Buckman East,2018-05-01,Ford,Ford Truck,2
Buckman East,2018-05-01,Honda,Honda Motorcycle,2
Buckman East,2018-05-01,Subaru,"Subaru Legacy, Legacy Outback",1
Buckman East,2018-05-01,Honda,"Honda Civic, CRX, Del Sol",1
Buckman East,2018-05-01,Aprilia Motorcycles,Aprilia Motorcycles Motorcycle,1
Buckman East,2018-05-01,Honda,"Honda Accord, Accord Crosstour",1
Buckman East,2018-05-01,Volvo,Volvo 240 Series,1
Buckman East,2018-05-01,Nissan,"Nissan Pathfinder, Pathfinder Armada",1
Buckman East,2018-05-01,Toyota,Toyota Tacoma,1
Buckman East,2018-06-01,Honda,"Honda Accord, Accord Crosstour",2
Buckman East,2018-06-01,Honda,"Honda Civic, CRX, Del Sol",2
Buckman East,2018-06-01,Audi,Audi A5,1
Buckman East,2018-07-01,Honda,Honda CRV,2
Buckman East,2018-07-01,Honda,"Honda Civic, CRX, Del Sol",2
Buckman East,2018-07-01,Mini Division of BMW,Mini Division of BMW Clubman,1
Buckman East,2018-07-01,Honda,"Honda Accord, Accord Crosstour",1
