neighborhood,month_start,make,model,stolen_count
Arbor Lodge,2022-01-01,Suzuki,Suzuki Motorcycle,1
Arbor Lodge,2022-01-01,Toyota,"Toyota Corolla, Corolla IM",1
Arbor Lodge,2022-01-01,Honda,"Honda Civic, CRX, Del Sol",1
Arbor Lodge,2022-01-01,Kia Motors Corp,Kia Motors Corp Sedona,1
Arbor Lodge,2022-01-01,Ford,Ford Escort,1
Arbor Lodge,2022-01-01,Ford,Ford F450,1
Arbor Lodge,2022-01-01,Toyota,Unknown,1
Arbor Lodge,2022-01-01,Hummer,Unknown,1
Arbor Lodge,2022-01-01,Unknown,Unknown,1
Arbor Lodge,2022-02-01,Subaru,Unknown,3
Arbor Lodge,2022-02-01,Chevrolet,Chevrolet Suburban,2
Arbor Lodge,2022-02-01,Fiat,"Fiat 500, 500C, 500X, 500L Trekking",1
Arbor Lodge,2022-02-01,Ford,Ford F250,1
Arbor Lodge,2022-02-01,Honda,"Honda Accord, Accord Crosstour",1
Arbor Lodge,2022-02-01,Honda,Honda Prelude,1
Arbor Lodge,2022-02-01,Nissan,Nissan Frontier,1
Arbor Lodge,2022-02-01,Ford,Ford Econoline E150,1
Arbor Lodge,2022-02-01,Dodge,Dodge Dakota,1
Arbor Lodge,2022-02-01,Ford,Ford Expedition,1
Arbor Lodge,2022-02-01,Ford,Ford Econoline E250,1
Arbor Lodge,2022-02-01,Unknown,Unknown,1
Arbor Lodge,2022-03-01,Honda,Honda CRV,2
Arbor Lodge,2022-03-01,Subaru,Subaru Forester,2
Arbor Lodge,2022-03-01,Unknown,Unknown,2
Arbor Lodge,2022-03-01,Nissan,Nissan Titan,1
Arbor Lodge,2022-03-01,Kia Motors Corp,Kia Motors Corp Spectra,1
Arbor Lodge,2022-03-01,Honda,"Honda Accord, Accord Crosstour",1
Arbor Lodge,2022-03-01,Honda,"Honda Civic, CRX, Del Sol",1
Arbor Lodge,2022-03-01,Chevrolet,Chevrolet Silverado,1
Arbor Lodge,2022-03-01,Dodge,Dodge Ram 2500,1
Arbor Lodge,2022-03-01,Subaru,"Subaru Legacy, Legacy Outback",1
Arbor Lodge,2022-03-01,Ford,Ford Econoline E250,1
Arbor Lodge,2022-04-01,Subaru,Subaru Forester,6
Arbor Lodge,2022-04-01,Subaru,"Subaru Legacy, Legacy Outback",2
Arbor Lodge,2022-04-01,Subaru,"Subaru Impreza, Impreza Outback",2
Arbor Lodge,2022-04-01,Toyota,Unknown,2
Arbor Lodge,2022-04-01,Buell Motor Co,Buell Motor Co Motorcycle,1
Arbor Lodge,2022-04-01,Jaguar,Jaguar I Pace,1
Arbor Lodge,2022-04-01,Honda,"Honda Accord, Accord Crosstour",1
Arbor Lodge,2022-04-01,Nissan,Nissan Sentra,1
Arbor Lodge,2022-04-01,Ford,Ford Ranger,1
Arbor Lodge,2022-04-01,Chevrolet,Chevrolet C/K 1500,1
Arbor Lodge,2022-04-01,Ford,Ford Escort,1
Arbor Lodge,2022-04-01,Unknown,Unknown,1
Arbor Lodge,2022-05-01,Honda,Honda CRV,2
Arbor Lodge,2022-05-01,Toyota,Unknown,2
Arbor Lodge,2022-05-01,Subaru,Subaru Outback,1
Arbor Lodge,2022-05-01,Mazda,Mazda Miata,1
Arbor Lodge,2022-05-01,Pontiac,Pontiac Grand AM,1
Arbor Lodge,2022-05-01,Subaru,Subaru Forester,1
Arbor Lodge,2022-05-01,Chevrolet,Chevrolet C/K 2500,1
Arbor Lodge,2022-05-01,Nissan,Nissan Truck,1
Arbor Lodge,2022-05-01,Ford,Ford Ranger,1
Arbor Lodge,2022-05-01,Chevrolet,"Chevrolet Camaro, Berlinetta",1
Arbor Lodge,2022-05-01,Honda,"Honda Accord, Accord Crosstour",1
Arbor Lodge,2022-06-01,Jeep,Jeep Cherokee,2
Arbor Lodge,2022-06-01,Honda,Honda CRV,2
Arbor Lodge,2022-06-01,Lincoln,Lincoln Mark VIII,1
Arbor Lodge,2022-06-01,Subaru,Subaru Forester,1
Arbor Lodge,2022-06-01,Subaru,"Subaru Legacy, Legacy Outback",1
Arbor Lodge,2022-06-01,Chevrolet,Chevrolet Suburban,1
Arbor Lodge,2022-06-01,Honda,Honda Motorcycle,1
Arbor Lodge,2022-06-01,Ford,Ford Ranger,1
Arbor Lodge,2022-06-01,Dodge,Dodge Dakota,1
Arbor Lodge,2022-06-01,Nissan,Nissan Truck,1
Arbor Lodge,2022-06-01,Nissan,Unknown,1
Arbor Lodge,2022-07-01,Honda,Honda CRV,4
Arbor Lodge,2022-07-01,Ford,Ford Econoline E350,1
Arbor Lodge,2022-07-01,Mitsubishi,"Mitsubishi Eclipse, Eclipse Spyder GS-T, Eclipse Cross",1
Arbor Lodge,2022-07-01,Ford,Ford F150,1
Arbor Lodge,2022-07-01,Ford,Ford F350,1
Arbor Lodge,2022-07-01,Jeep,Jeep Wrangler,1
Arbor Lodge,2022-07-01,Toyota,Toyota Truck,1
Arbor Lodge,2022-07-01,Toyota,Toyota RAV4,1
Arbor Lodge,2022-07-01,Honda,"Honda Civic, CRX, Del Sol",1
Arbor Lodge,2022-08-01,Hyundai,Hyundai Elantra,2
Arbor Lodge,2022-08-01,Toyota,Toyota Truck,1
Arbor Lodge,2022-08-01,Toyota,Toyota Camry,1
Arbor Lodge,2022-08-01,Dodge,Dodge Ram 1500,1
Arbor Lodge,2022-08-01,Kia Motors Corp,"Kia Motors Corp Forte, Forte Koup",1
Arbor Lodge,2022-08-01,Ford,Ford F350,1
Arbor Lodge,2022-08-01,Nissan,Nissan Quest,1
Arbor Lodge,2022-08-01,Kia Motors Corp,Kia Motors Corp Soul,1
Arbor Lodge,2022-08-01,Subaru,Subaru Forester,1
Arbor Lodge,2022-08-01,Honda,Honda Odyssey,1
Arbor Lodge,2022-09-01,Ford,Ford F250,1
Arbor Lodge,2022-09-01,Suzuki,Suzuki Motorcycle,1
Arbor Lodge,2022-09-01,Subaru,"Subaru Legacy, Legacy Outback",1
Arbor Lodge,2022-09-01,Ford,Ford F350,1
Arbor Lodge,2022-09-01,Toyota,"Toyota Corolla, Corolla IM",1
Arbor Lodge,2022-10-01,Honda,"Honda Civic, CRX, Del Sol",2
Arbor Lodge,2022-10-01,Chevrolet,Chevrolet Silverado,1
Arbor Lodge,2022-10-01,Kia Motors Corp,Kia Motors Corp Soul,1
Arbor Lodge,2022-10-01,Subaru,"Subaru Legacy, Legacy Outback",1
Arbor Lodge,2022-10-01,Mazda,Mazda B2300,1
Arbor Lodge,2022-10-01,Ford,Ford Crown Victoria,1
Arbor Lodge,2022-10-01,Ford,Ford F150,1
Arbor Lodge,2022-10-01,Subaru,"Subaru Impreza, Impreza Outback",1
Arbor Lodge,2022-10-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Arbor Lodge,2022-10-01,Nissan,Unknown Nissan Model,1
Arbor Lodge,2022-11-01,Subaru,"Subaru Impreza, Impreza Outback",2
Arbor Lodge,2022-11-01,Honda,Honda CRV,2
Arbor Lodge,2022-11-01,Subaru,Unknown,2
Arbor Lodge,2022-11-01,Nissan,Nissan Truck,1
Arbor Lodge,2022-11-01,Hyundai,Hyundai Sonata,1
Arbor Lodge,2022-11-01,Kia Motors Corp,Kia Motors Corp Soul,1
Arbor Lodge,2022-11-01,Kia Motors Corp,Kia Motors Corp Optima,1
Arbor Lodge,2022-11-01,Pontiac,Pontiac Grand AM,1
Arbor Lodge,2022-11-01,Acura,Acura Integra,1
Arbor Lodge,2022-11-01,Ford,Ford F150,1
Arbor Lodge,2022-11-01,Honda,"Honda Civic, CRX, Del Sol",1
Arbor Lodge,2022-12-01,Volkswagen,Unknown,2
Arbor Lodge,2022-12-01,Kia Motors Corp,Kia Motors Corp Rio,1
Arbor Lodge,2022-12-01,Ford,Ford Escape,1
Arbor Lodge,2022-12-01,Honda,"Honda Civic, CRX, Del Sol",1
Arbor Lodge,2022-12-01,Honda,"Honda Accord, Accord Crosstour",1
Arbor Lodge,2022-12-01,Ford,Ford Ranger,1
Arbor Lodge,2022-12-01,Honda,Honda Motorcycle,1
Arbor Lodge,2022-12-01,Subaru,"Subaru Impreza, Impreza Outback",1
Arbor Lodge,2022-12-01,Subaru,"Subaru Legacy, Legacy Outback",1
Arbor Lodge,2022-12-01,Subaru,Subaru Forester,1
Arbor Lodge,2022-12-01,Hyundai,Hyundai Tucson,1
Arbor Lodge,2022-12-01,Unknown,Unknown,1
Ardenwald,2022-01-01,Unknown Make,Unknown Unknown Make Model,1
Ardenwald,2022-01-01,Scion,Scion XB,1
Ardenwald,2022-02-01,Ford,Ford Econoline E150,1
Ardenwald,2022-03-01,Toyota,"Toyota Corolla, Corolla IM",2
Ardenwald,2022-06-01,Chevrolet,Chevrolet S10,1
Ardenwald,2022-11-01,Subaru,Subaru Forester,1
Ardenwald,2022-12-01,Ford,Ford Ranger,1
Ardenwald,2022-12-01,Ford,Ford F150,1
Argay,2022-01-01,Subaru,Subaru Forester,2
Argay,2022-01-01,Ford,Ford F350,2
Argay,2022-01-01,Unknown,Unknown,2
Argay,2022-01-01,Toyota,Unknown,2
Argay,2022-01-01,Hyundai,Hyundai Elantra,1
Argay,2022-01-01,Freightliner Corp,Freightliner Corp Truck,1
Argay,2022-01-01,Honda,Honda CRV,1
Argay,2022-01-01,Honda,Honda Motorcycle,1
Argay,2022-01-01,Ford,Ford Econoline E150,1
Argay,2022-01-01,Ford,Ford F450,1
Argay,2022-01-01,Ford,Ford F250,1
Argay,2022-01-01,Ford,Ford Escape,1
Argay,2022-02-01,Honda,Honda CRV,2
Argay,2022-02-01,Ford,Ford Econoline E150,1
Argay,2022-02-01,Subaru,Subaru Forester,1
Argay,2022-02-01,Toyota,"Toyota Corolla, Corolla IM",1
Argay,2022-02-01,Ford,Ford F350,1
Argay,2022-02-01,Ford,Ford Focus,1
Argay,2022-02-01,Honda,"Honda Civic, CRX, Del Sol",1
Argay,2022-03-01,Honda,Honda CRV,3
Argay,2022-03-01,GMC,GMC Yukon,2
Argay,2022-03-01,GMC,Unknown,2
Argay,2022-03-01,Toyota,Unknown,2
Argay,2022-03-01,Ford,Ford F150,1
Argay,2022-03-01,Chevrolet,Chevrolet Silverado,1
Argay,2022-03-01,Dodge,Dodge Charger,1
Argay,2022-03-01,Chevrolet,Chevrolet S10,1
Argay,2022-03-01,Ford,Ford F350,1
Argay,2022-03-01,Chevrolet,Chevrolet C/K 1500,1
Argay,2022-03-01,Ford,Ford F450,1
Argay,2022-03-01,Chevrolet,Chevrolet Astro,1
Argay,2022-03-01,Unknown,Unknown,1
Argay,2022-03-01,Honda,Unknown,1
Argay,2022-04-01,Ford,Ford F250,3
Argay,2022-04-01,Ford,Ford F350,3
Argay,2022-04-01,Toyota,Toyota Camry,3
Argay,2022-04-01,Chevrolet,Chevrolet Impala,2
Argay,2022-04-01,Subaru,"Subaru Legacy, Legacy Outback",1
Argay,2022-04-01,Honda,"Honda Civic, CRX, Del Sol",1
Argay,2022-04-01,Subaru,Subaru Forester,1
Argay,2022-04-01,Toyota,Unknown Toyota Model,1
Argay,2022-04-01,Ford,Ford Ranger,1
Argay,2022-05-01,Unknown,Unknown,4
Argay,2022-05-01,Toyota,Unknown,3
Argay,2022-05-01,Ford,Ford Econoline E350,2
Argay,2022-05-01,Honda,Unknown,2
Argay,2022-05-01,Acura,Acura CL Series,1
Argay,2022-05-01,Ford,Ford Mustang,1
Argay,2022-05-01,Chevrolet,Chevrolet Avalanche,1
Argay,2022-05-01,Dodge,Dodge Dakota,1
Argay,2022-05-01,Ford,Ford F250,1
Argay,2022-05-01,Ford,Ford F350,1
Argay,2022-05-01,Chevrolet,Chevrolet Express,1
Argay,2022-05-01,Chevrolet,Chevrolet C/K 1500,1
Argay,2022-05-01,Chevrolet,Chevrolet Silverado,1
Argay,2022-05-01,Ford,Unknown,1
Argay,2022-06-01,Toyota,Unknown,2
Argay,2022-06-01,Acura,Acura Integra,1
Argay,2022-06-01,Subaru,Subaru Forester,1
Argay,2022-06-01,Ford,Ford F250,1
Argay,2022-06-01,Kia Motors Corp,Kia Motors Corp Sedona,1
Argay,2022-06-01,Infiniti,Infiniti G35,1
Argay,2022-06-01,Ford,Ford Econoline E450,1
Argay,2022-06-01,Dodge,Dodge Dakota,1
Argay,2022-06-01,Chevrolet,Chevrolet Express,1
Argay,2022-06-01,Honda,Honda CRV,1
Argay,2022-06-01,Chevrolet,Chevrolet Silverado,1
Argay,2022-06-01,Unknown,Unknown,1
Argay,2022-07-01,Unknown,Unknown,2
Argay,2022-07-01,Ford,Ford Bronco Models,1
Argay,2022-07-01,Ford,Ford Freestar,1
Argay,2022-07-01,Ford,Ford F250,1
Argay,2022-07-01,Datsun,Datsun 720,1
Argay,2022-07-01,Dodge,"Dodge Caravan, Grand Caravan",1
Argay,2022-07-01,Chevrolet,Chevrolet Express,1
Argay,2022-07-01,Ford,Ford Econoline E350,1
Argay,2022-07-01,Ford,Ford Econoline E250,1
Argay,2022-07-01,Ford,Ford Econoline E150,1
Argay,2022-07-01,Chevrolet,Chevrolet Silverado,1
Argay,2022-07-01,GMC,Unknown,1
Argay,2022-08-01,International Harvester,Unknown,2
Argay,2022-08-01,Ford,Ford Crown Victoria,1
Argay,2022-08-01,Honda,"Honda Accord, Accord Crosstour",1
Argay,2022-08-01,Freightliner Corp,Freightliner Corp Truck,1
Argay,2022-08-01,Acura,Acura Integra,1
Argay,2022-08-01,Ford,Ford Ranger,1
Argay,2022-08-01,Ford,Ford F250,1
Argay,2022-08-01,Ford,Ford Explorer,1
Argay,2022-08-01,Honda,"Honda Civic, CRX, Del Sol",1
Argay,2022-08-01,Ford,Ford Mustang,1
Argay,2022-08-01,Ford,Ford F350,1
Argay,2022-08-01,Unknown,Unknown,1
Argay,2022-09-01,Honda,"Honda Accord, Accord Crosstour",3
Argay,2022-09-01,Chevrolet,Chevrolet Silverado,1
Argay,2022-09-01,Ford,Ford Econoline E250,1
Argay,2022-09-01,Toyota,Toyota 4-Runner,1
Argay,2022-09-01,International Harvester,International Harvester Truck,1
Argay,2022-09-01,Chevrolet,Chevrolet S10,1
Argay,2022-09-01,Ford,Ford Econoline E450,1
Argay,2022-09-01,Ford,Ford Explorer,1
Argay,2022-09-01,Ford,Ford F350,1
Argay,2022-09-01,Ford,Ford Transit,1
Argay,2022-10-01,Subaru,"Subaru Legacy, Legacy Outback",2
Argay,2022-10-01,International Harvester,International Harvester 4000 Series,1
Argay,2022-10-01,Honda,Honda Passport,1
Argay,2022-10-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Argay,2022-10-01,GMC,GMC Savana,1
Argay,2022-10-01,Chevrolet,Chevrolet Silverado,1
Argay,2022-10-01,Hyundai,Hyundai Veloster,1
Argay,2022-10-01,International Harvester,Unknown International Harvester Model,1
Argay,2022-11-01,Kia Motors Corp,Unknown,3
Argay,2022-11-01,Kia Motors Corp,Kia Motors Corp Soul,2
Argay,2022-11-01,Ford,Ford F350,2
Argay,2022-11-01,Unknown,Unknown,2
Argay,2022-11-01,Dodge,"Dodge Caravan, Grand Caravan",1
Argay,2022-11-01,Dodge,Dodge Dakota,1
Argay,2022-11-01,Acura,Acura CL Series,1
Argay,2022-11-01,Chevrolet,Chevrolet Cobalt,1
Argay,2022-11-01,Buick,"Buick Century, Century Limited",1
Argay,2022-11-01,Buick,"Buick Regal, Regal Limited",1
Argay,2022-11-01,Ford,Ford F250,1
Argay,2022-11-01,Ford,Ford Econoline E250,1
Argay,2022-12-01,Honda,Honda CRV,2
Argay,2022-12-01,Unknown,Unknown,2
Argay,2022-12-01,Dodge,"Dodge Caravan, Grand Caravan",1
Argay,2022-12-01,Ford,Ford Econoline E350,1
Argay,2022-12-01,Ford,Ford Econoline E450,1
Argay,2022-12-01,Ford,Ford Mustang,1
Argay,2022-12-01,Dodge,Dodge Ram 2500,1
Argay,2022-12-01,Kia Motors Corp,Kia Motors Corp Sorrento,1
Argay,2022-12-01,Chevrolet,Chevrolet Silverado,1
Argay,2022-12-01,Honda,Honda Motorcycle,1
Argay,2022-12-01,Ford,Ford F150,1
Argay,2022-12-01,Kia Motors Corp,Unknown,1
Argay,2022-12-01,Dodge,Unknown,1
Arlington Heights,2022-05-01,Nissan,Nissan Truck,1
Arlington Heights,2022-07-01,Genuine Scooters LLC mfgd by Motive Power Industry Co LTD,Genuine Scooters LLC mfgd by Motive Power Industry Co LTD Motorcycle,1
Arnold Creek,2022-12-01,Toyota,Toyota RAV4,1
Ashcreek,2022-01-01,Nissan,Nissan Altima,1
Ashcreek,2022-02-01,Subaru,"Subaru Impreza, Impreza Outback",1
Ashcreek,2022-02-01,Ford,Ford F350,1
Ashcreek,2022-02-01,Honda,"Honda Civic, CRX, Del Sol",1
Ashcreek,2022-02-01,Honda,"Honda Accord, Accord Crosstour",1
Ashcreek,2022-03-01,Toyota,"Toyota Corolla, Corolla IM",1
Ashcreek,2022-03-01,Ford,Ford Econoline E150,1
Ashcreek,2022-04-01,Ford,Ford F350,2
Ashcreek,2022-04-01,Honda,Honda Element,1
Ashcreek,2022-05-01,Nissan,Nissan Sentra,1
Ashcreek,2022-06-01,Toyota,Toyota Prius,1
Ashcreek,2022-07-01,Ford,Ford Club Wagon E150,1
Ashcreek,2022-07-01,Ford,Ford Econoline E250,1
Ashcreek,2022-08-01,Nissan,Nissan Altima,1
Ashcreek,2022-08-01,Hyundai,Hyundai Sonata,1
Ashcreek,2022-09-01,Ford,Ford F250,1
Ashcreek,2022-11-01,Subaru,"Subaru Impreza, Impreza Outback",1
Ashcreek,2022-11-01,Honda,"Honda Civic, CRX, Del Sol",1
Ashcreek,2022-12-01,Toyota,Toyota RAV4,1
Ashcreek,2022-12-01,Mercedes-Benz,Mercedes-Benz ML320,1
Beaumont-Wilshire,2022-01-01,Plymouth,Plymouth Voyager,1
Beaumont-Wilshire,2022-01-01,Chevrolet,Chevrolet Astro,1
Beaumont-Wilshire,2022-01-01,Subaru,"Subaru Impreza, Impreza Outback",1
Beaumont-Wilshire,2022-02-01,Ford,Ford F350,1
Beaumont-Wilshire,2022-02-01,Ford,Ford F250,1
Beaumont-Wilshire,2022-02-01,Toyota,Toyota 4-Runner,1
Beaumont-Wilshire,2022-02-01,Subaru,Subaru Forester,1
Beaumont-Wilshire,2022-03-01,Subaru,Subaru Forester,2
Beaumont-Wilshire,2022-03-01,Toyota,Toyota Tundra,1
Beaumont-Wilshire,2022-03-01,Chevrolet,Chevrolet Express,1
Beaumont-Wilshire,2022-03-01,Subaru,"Subaru Legacy, Legacy Outback",1
Beaumont-Wilshire,2022-03-01,Ford,Ford Crown Victoria,1
Beaumont-Wilshire,2022-04-01,Ford,Ford F250,1
Beaumont-Wilshire,2022-04-01,Chevrolet,Chevrolet Express,1
Beaumont-Wilshire,2022-05-01,Ford,Ford F250,1
Beaumont-Wilshire,2022-05-01,Ford,Ford Econoline E450,1
Beaumont-Wilshire,2022-05-01,Subaru,Subaru Forester,1
Beaumont-Wilshire,2022-05-01,Toyota,Toyota Camry,1
Beaumont-Wilshire,2022-05-01,Ford,Ford Ranger,1
Beaumont-Wilshire,2022-07-01,Subaru,"Subaru Legacy, Legacy Outback",2
Beaumont-Wilshire,2022-07-01,Ford,Ford Ranger,1
Beaumont-Wilshire,2022-07-01,Ford,Ford F250,1
Beaumont-Wilshire,2022-07-01,Subaru,Subaru Forester,1
Beaumont-Wilshire,2022-08-01,Jeep,Jeep Cherokee,1
Beaumont-Wilshire,2022-08-01,Kia Motors Corp,Kia Motors Corp Optima,1
Beaumont-Wilshire,2022-09-01,Hyundai,Hyundai Sonata,2
Beaumont-Wilshire,2022-09-01,Kia Motors Corp,Kia Motors Corp Soul,2
Beaumont-Wilshire,2022-09-01,Subaru,Subaru Forester,2
Beaumont-Wilshire,2022-09-01,Kia Motors Corp,Kia Motors Corp Optima,1
Beaumont-Wilshire,2022-09-01,Subaru,"Subaru Legacy, Legacy Outback",1
Beaumont-Wilshire,2022-09-01,Subaru,"Subaru Impreza, Impreza Outback",1
Beaumont-Wilshire,2022-09-01,Audi,Audi A4,1
Beaumont-Wilshire,2022-09-01,Ford,Ford Crown Victoria,1
Beaumont-Wilshire,2022-09-01,Toyota,Toyota Tacoma,1
Beaumont-Wilshire,2022-10-01,Lexus,Lexus ES300,1
Beaumont-Wilshire,2022-10-01,Genuine Scooters LLC mfgd by Motive Power Industry Co LTD,Genuine Scooters LLC mfgd by Motive Power Industry Co LTD Motorcycle,1
Beaumont-Wilshire,2022-10-01,Subaru,Subaru Forester,1
Beaumont-Wilshire,2022-10-01,Honda,Honda Odyssey,1
Beaumont-Wilshire,2022-10-01,Subaru,"Subaru Legacy, Legacy Outback",1
Beaumont-Wilshire,2022-11-01,Subaru,"Subaru Crosstrek, XV Crosstrek",1
Beaumont-Wilshire,2022-11-01,Ford,Ford Ranger,1
Beaumont-Wilshire,2022-11-01,Toyota,Toyota Highlander,1
Beaumont-Wilshire,2022-11-01,Kia Motors Corp,Kia Motors Corp Optima,1
Beaumont-Wilshire,2022-11-01,Hyundai,Hyundai Tucson,1
Beaumont-Wilshire,2022-11-01,Ford,Ford F250,1
Beaumont-Wilshire,2022-12-01,Honda,"Honda Accord, Accord Crosstour",1
Beaumont-Wilshire,2022-12-01,Volkswagen,Volkswagen Tiguan,1
Beaumont-Wilshire,2022-12-01,Subaru,"Subaru Impreza, Impreza Outback",1
Beaumont-Wilshire,2022-12-01,Subaru,Subaru Forester,1
Boise,2022-01-01,Toyota,Unknown,2
Boise,2022-01-01,GMC,GMC Yukon,1
Boise,2022-01-01,Honda,Honda CRV,1
Boise,2022-01-01,Ford,Ford F250,1
Boise,2022-01-01,Ford,Ford F350,1
Boise,2022-01-01,Honda,"Honda Civic, CRX, Del Sol",1
Boise,2022-01-01,Honda,"Honda Accord, Accord Crosstour",1
Boise,2022-01-01,Subaru,"Subaru Impreza, Impreza Outback",1
Boise,2022-01-01,Subaru,Subaru Forester,1
Boise,2022-01-01,Jeep,Jeep Cherokee,1
Boise,2022-01-01,Ford,Ford Econoline E150,1
Boise,2022-01-01,Dodge,Unknown,1
Boise,2022-02-01,Subaru,Subaru Forester,2
Boise,2022-02-01,Ford,Ford F150,1
Boise,2022-02-01,Ford,Ford Econoline E350,1
Boise,2022-02-01,Toyota,Toyota 4-Runner,1
Boise,2022-02-01,Ford,Ford F250,1
Boise,2022-03-01,Ford,Ford Ranger,2
Boise,2022-03-01,Volvo,Volvo 940,1
Boise,2022-03-01,Volkswagen,Volkswagen Vanagon,1
Boise,2022-03-01,GMC,GMC Savana,1
Boise,2022-03-01,Toyota,"Toyota Corolla, Corolla IM",1
Boise,2022-03-01,Chevrolet,Chevrolet S10,1
Boise,2022-03-01,Subaru,Subaru Outback,1
Boise,2022-03-01,Subaru,"Subaru Legacy, Legacy Outback",1
Boise,2022-03-01,Subaru,Subaru Forester,1
Boise,2022-03-01,Ford,Ford Econoline E250,1
Boise,2022-04-01,Subaru,Subaru Forester,6
Boise,2022-04-01,Subaru,"Subaru Impreza, Impreza Outback",3
Boise,2022-04-01,Subaru,"Subaru Legacy, Legacy Outback",2
Boise,2022-04-01,KTM,KTM Motorcycle,1
Boise,2022-04-01,Jeep,Jeep Gladiator,1
Boise,2022-04-01,Kia Motors Corp,Kia Motors Corp Sorrento,1
Boise,2022-04-01,Subaru,Subaru Outback,1
Boise,2022-04-01,Chevrolet,Chevrolet S10,1
Boise,2022-04-01,Kia Motors Corp,Kia Motors Corp Rio,1
Boise,2022-04-01,Nissan,Nissan Frontier,1
Boise,2022-04-01,Unknown,Unknown,1
Boise,2022-05-01,Subaru,"Subaru Legacy, Legacy Outback",2
Boise,2022-05-01,Subaru,Subaru Forester,1
Boise,2022-05-01,Subaru,"Subaru WRX, WRX STI",1
Boise,2022-05-01,Toyota,Toyota Tundra,1
Boise,2022-05-01,Chevrolet,Chevrolet S10,1
Boise,2022-05-01,Honda,"Honda Civic, CRX, Del Sol",1
Boise,2022-05-01,Toyota,"Toyota Corolla, Corolla IM",1
Boise,2022-05-01,Ford,Ford F350,1
Boise,2022-05-01,Honda,Honda CRV,1
Boise,2022-05-01,Toyota,Toyota Tacoma,1
Boise,2022-06-01,Subaru,"Subaru Legacy, Legacy Outback",2
Boise,2022-06-01,Toyota,Unknown,2
Boise,2022-06-01,Ford,Ford F150,1
Boise,2022-06-01,Jeep,Jeep Cherokee,1
Boise,2022-06-01,Acura,Acura Integra,1
Boise,2022-06-01,Ford,Ford Econoline E150,1
Boise,2022-06-01,Hyundai,Hyundai Sonata,1
Boise,2022-06-01,Jeep,Jeep Gladiator,1
Boise,2022-06-01,Kia Motors Corp,Kia Motors Corp Spectra,1
Boise,2022-06-01,Ford,Ford Econoline E250,1
Boise,2022-06-01,Honda,"Honda Accord, Accord Crosstour",1
Boise,2022-06-01,Unknown,Unknown,1
Boise,2022-07-01,Subaru,"Subaru Legacy, Legacy Outback",3
Boise,2022-07-01,Unknown,Unknown,3
Boise,2022-07-01,Kia Motors Corp,Kia Motors Corp Optima,2
Boise,2022-07-01,Hyundai,Hyundai Tucson,2
Boise,2022-07-01,Hyundai,Hyundai Elantra,2
Boise,2022-07-01,Toyota,Toyota Camry,2
Boise,2022-07-01,Ducati,Ducati Motorcycle,1
Boise,2022-07-01,Genuine Scooters LLC mfgd by Motive Power Industry Co LTD,Genuine Scooters LLC mfgd by Motive Power Industry Co LTD Motorcycle,1
Boise,2022-07-01,Acura,Acura TL Series,1
Boise,2022-07-01,Chevrolet,Chevrolet C/K 1500,1
Boise,2022-07-01,Ford,Ford Ranger,1
Boise,2022-07-01,Subaru,Unknown,1
Boise,2022-08-01,Kia Motors Corp,Kia Motors Corp Optima,7
Boise,2022-08-01,Subaru,"Subaru Legacy, Legacy Outback",3
Boise,2022-08-01,Kia Motors Corp,"Kia Motors Corp Forte, Forte Koup",2
