neighborhood,month_start,make,model,stolen_count
Ashcreek,2026-04-01,Subaru,"Subaru Impreza, Impreza Outback",1
Beaumont-Wilshire,2026-04-01,Subaru,Subaru Forester,1
Beaumont-Wilshire,2026-04-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Boise,2026-01-01,Kia Motors Corp,Kia Motors Corp Optima,1
Boise,2026-01-01,Honda,Honda CRV,1
Boise,2026-01-01,Hyundai,Hyundai Elantra,1
Boise,2026-02-01,Honda,Honda Element,1
Boise,2026-02-01,Mercedes-Benz,Mercedes-Benz CLK350,1
Boise,2026-02-01,Toyota,Toyota RAV4,1
Boise,2026-02-01,Honda,"Honda Accord, Accord Crosstour",1
Boise,2026-03-01,Hyundai,Hyundai Tucson,1
Boise,2026-03-01,Nissan,"Nissan Rogue, Rogue Select, Rogue Sport",1
Boise,2026-03-01,Jeep,Jeep Cherokee,1
Boise,2026-04-01,Hyundai,Hyundai Elantra,1
Brentwood-Darlington,2026-01-01,Kawasaki,Kawasaki Motorcycle,2
Brentwood-Darlington,2026-01-01,Cadillac,Cadillac STS,1
Brentwood-Darlington,2026-01-01,Honda,Honda Motorcycle,1
Brentwood-Darlington,2026-01-01,Ford,Ford F150,1
Brentwood-Darlington,2026-01-01,Chevrolet,Chevrolet Sonic,1
Brentwood-Darlington,2026-01-01,Chevrolet,Chevrolet C/K 2500,1
Brentwood-Darlington,2026-01-01,Toyota,Toyota Solara,1
Brentwood-Darlington,2026-03-01,Subaru,Subaru Forester,1
Brentwood-Darlington,2026-03-01,Hyundai,Hyundai Elantra,1
Brentwood-Darlington,2026-03-01,Honda,Honda CRV,1
Brentwood-Darlington,2026-03-01,Ford,Ford F250,1
Bridgeton,2026-01-01,Hyundai,Hyundai Tucson,1
Bridgeton,2026-01-01,Chevrolet,Chevrolet Uplander,1
Bridgeton,2026-01-01,Subaru,"Subaru Legacy, Legacy Outback",1
Bridgeton,2026-02-01,Dodge,Dodge Ram 1500,1
Bridgeton,2026-02-01,Ford,Ford Econoline E350,1
Bridgeton,2026-03-01,Harley Davidson,Harley Davidson Motorcycle,1
Bridgeton,2026-03-01,Toyota,"Toyota Corolla, Corolla IM",1
Bridgeton,2026-03-01,Chevrolet,Chevrolet GMT,1
Bridgeton,2026-04-01,Yamaha,Yamaha Motorcycle,1
Bridlemile,2026-03-01,Honda,Honda Pilot,1
Bridlemile,2026-03-01,Honda,"Honda Accord, Accord Crosstour",1
Bridlemile,2026-03-01,Subaru,Subaru Outback,1
Brooklyn,2026-01-01,Hyundai,Hyundai Elantra,1
Brooklyn,2026-01-01,Honda,Honda CRV,1
Brooklyn,2026-01-01,Honda,Honda Motorcycle,1
Brooklyn,2026-01-01,Chevrolet,Chevrolet Nova,1
Brooklyn,2026-01-01,BMW,BMW 228 Series,1
Brooklyn,2026-01-01,Toyota,Toyota RAV4,1
Brooklyn,2026-01-01,Kia Motors Corp,Kia Motors Corp Soul,1
Brooklyn,2026-02-01,Honda,Honda CRV,1
Brooklyn,2026-02-01,Nissan,Nissan Truck,1
Brooklyn,2026-03-01,Kia Motors Corp,Kia Motors Corp Sportage,2
Brooklyn,2026-03-01,Acura,Acura Integra,1
Brooklyn,2026-03-01,Subaru,"Subaru Legacy, Legacy Outback",1
Brooklyn,2026-03-01,Honda,"Honda Civic, CRX, Del Sol",1
Brooklyn,2026-03-01,Nissan,Nissan Truck,1
Brooklyn,2026-03-01,Subaru,Subaru Forester,1
Brooklyn,2026-03-01,Nissan,Nissan D21,1
Brooklyn,2026-04-01,Subaru,"Subaru Impreza, Impreza Outback",1
Brooklyn,2026-04-01,Subaru,"Subaru Legacy, Legacy Outback",1
Brooklyn,2026-04-01,Lexus,Lexus GX470,1
Brooklyn,2026-04-01,Toyota,Toyota RAV4,1
Brooklyn,2026-04-01,Hyundai,Hyundai Sonata,1
Buckman East,2026-01-01,Subaru,Subaru Forester,1
Buckman East,2026-01-01,Toyota,Toyota 4-Runner,1
Buckman East,2026-02-01,Dodge,Dodge Challenger,1
Buckman East,2026-02-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Buckman East,2026-02-01,Hyundai,Hyundai Elantra,1
Buckman East,2026-02-01,Toyota,"Toyota Corolla, Corolla IM",1
Buckman East,2026-02-01,Toyota,Toyota Prius,1
Buckman East,2026-02-01,Honda,"Honda Accord, Accord Crosstour",1
Buckman East,2026-03-01,Hyundai,Hyundai Elantra,7
Buckman East,2026-03-01,Hyundai,Hyundai Sonata,1
Buckman East,2026-03-01,Honda,Honda CRV,1
Buckman East,2026-03-01,Honda,"Honda Civic, CRX, Del Sol",1
Buckman East,2026-03-01,Chevrolet,Chevrolet C/K 1500,1
Buckman East,2026-03-01,Dodge,Dodge Charger,1
Buckman East,2026-03-01,Chevrolet,Chevrolet S10,1
Buckman East,2026-03-01,Hyundai,Hyundai Tucson,1
Buckman East,2026-03-01,Jeep,Jeep Cherokee,1
Buckman East,2026-03-01,Mini Division of BMW,Mini Division of BMW Cooper/Cooper-S,1
Buckman East,2026-03-01,Unknown,Unknown,1
Buckman East,2026-04-01,Subaru,"Subaru Legacy, Legacy Outback",1
Buckman East,2026-04-01,Volvo,Volvo 240 Series,1
Buckman East,2026-04-01,Subaru,Subaru Forester,1
Buckman East,2026-04-01,Jiangsu Baodiao Locomotive Co Ltd (MC's),Jiangsu Baodiao Locomotive Co Ltd,1
Buckman East,2026-04-01,Hyundai,Hyundai Elantra,1
Buckman East,2026-04-01,Nissan,Nissan Altima,1
Buckman West,2026-01-01,Nissan,Nissan XTerra,1
Buckman West,2026-01-01,Ford,Ford F250,1
Buckman West,2026-01-01,Toyota,Toyota Prius,1
Buckman West,2026-02-01,GMC,GMC Savana,2
Buckman West,2026-02-01,Toyota,Toyota Corolla Cross,1
Buckman West,2026-02-01,Subaru,Subaru Forester,1
Buckman West,2026-03-01,Kia Motors Corp,Kia Motors Corp Rio,1
Buckman West,2026-03-01,"RAM Truck (Model year 2013 and newer) , Chrysler Group",RAM Truck,1
Buckman West,2026-04-01,Toyota,Toyota Camry,1
Buckman West,2026-04-01,Honda,"Honda Civic, CRX, Del Sol",1
Buckman West,2026-04-01,Toyota,Toyota Tacoma,1
Buckman West,2026-04-01,Honda,Honda CRV,1
Buckman West,2026-04-01,Subaru,"Subaru Impreza, Impreza Outback",1
Buckman West,2026-04-01,Ford,Ford Ranger,1
Buckman West,2026-04-01,Subaru,"Subaru Legacy, Legacy Outback",1
Cathedral Park,2026-01-01,Subaru,"Subaru Legacy, Legacy Outback",1
Cathedral Park,2026-02-01,Dodge,Dodge Ram 1500,1
Cathedral Park,2026-03-01,Ford,Ford F250,1
Cathedral Park,2026-03-01,Chevrolet,Chevrolet Suburban,1
Cathedral Park,2026-04-01,Chevrolet,"Chevrolet Camaro, Berlinetta",1
Cathedral Park,2026-04-01,Kia Motors Corp,Kia Motors Corp Sedona,1
Centennial,2026-01-01,Honda,"Honda Civic, CRX, Del Sol",1
Centennial,2026-01-01,Chevrolet,Chevrolet Silverado,1
Centennial,2026-01-01,Toyota,Toyota Prius,1
Centennial,2026-01-01,Nissan,Nissan Truck,1
Centennial,2026-01-01,Toyota,Toyota Tacoma,1
Centennial,2026-02-01,Nissan,Nissan Armada,1
Centennial,2026-02-01,Honda,"Honda Civic, CRX, Del Sol",1
Centennial,2026-03-01,Chevrolet,Chevrolet Silverado,2
Centennial,2026-03-01,Toyota,"Toyota Corolla, Corolla IM",2
Centennial,2026-03-01,Jeep,Jeep Grand Cherokee,1
Centennial,2026-03-01,Chevrolet,Chevrolet Impala,1
Centennial,2026-03-01,Chevrolet,Chevrolet Venture,1
Centennial,2026-03-01,Toyota,Toyota Camry,1
Centennial,2026-03-01,Subaru,"Subaru Legacy, Legacy Outback",1
Centennial,2026-03-01,Chevrolet,Chevrolet Trax,1
Centennial,2026-04-01,Chrysler,Chrysler 200,1
Centennial,2026-04-01,Toyota,"Toyota Corolla, Corolla IM",1
Centennial,2026-04-01,Honda,"Honda Accord, Accord Crosstour",1
Concordia,2026-01-01,Hyundai,Hyundai Elantra,2
Concordia,2026-01-01,Hyundai,Hyundai Kona,1
Concordia,2026-01-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Concordia,2026-01-01,Honda,Honda Odyssey,1
Concordia,2026-01-01,Suzuki,Suzuki Esteem,1
Concordia,2026-01-01,Dodge,Dodge Ram 1500,1
Concordia,2026-01-01,Chevrolet,Chevrolet Silverado,1
Concordia,2026-01-01,Infiniti,Infiniti QX60,1
Concordia,2026-01-01,Hyundai,Hyundai Sonata,1
Concordia,2026-02-01,Ford,Ford Expedition,1
Concordia,2026-02-01,Hyundai,Hyundai Accent,1
Concordia,2026-02-01,Kia Motors Corp,Kia Motors Corp Niro,1
Concordia,2026-02-01,Volkswagen,"Volkswagen Beetle, Super Beetle, Bug",1
Concordia,2026-02-01,Honda,"Honda Accord, Accord Crosstour",1
Concordia,2026-02-01,Hyundai,Hyundai Elantra,1
Concordia,2026-04-01,Unknown,Unknown,3
Concordia,2026-04-01,Hyundai,Hyundai Elantra,2
Concordia,2026-04-01,Subaru,Subaru Truck,1
Concordia,2026-04-01,Hyundai,Hyundai Accent,1
Concordia,2026-04-01,Unknown,Land Energy Inc Motorcycle,1
Concordia,2026-04-01,Honda,Honda CRV,1
Concordia,2026-04-01,Subaru,Subaru Forester,1
Concordia,2026-04-01,Ford,Ford Ranger,1
Concordia,2026-04-01,Hyundai,Hyundai Tucson,1
Concordia,2026-04-01,Subaru,Subaru Outback,1
Concordia,2026-04-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Creston-Kenilworth,2026-01-01,Subaru,"Subaru Legacy, Legacy Outback",1
Creston-Kenilworth,2026-01-01,Ford,Ford Econoline E250,1
Creston-Kenilworth,2026-01-01,Yamaha,Yamaha Motorcycle,1
Creston-Kenilworth,2026-01-01,Kia Motors Corp,"Kia Motors Corp Forte, Forte Koup",1
Creston-Kenilworth,2026-01-01,Chevrolet,Chevrolet Silverado,1
Creston-Kenilworth,2026-02-01,Subaru,"Subaru Impreza, Impreza Outback",1
Creston-Kenilworth,2026-02-01,Subaru,"Subaru Legacy, Legacy Outback",1
Creston-Kenilworth,2026-02-01,Mercedes-Benz,Mercedes-Benz ML320,1
Creston-Kenilworth,2026-03-01,Hyundai,Hyundai Elantra,2
Creston-Kenilworth,2026-03-01,Honda,Honda Motorcycle,1
Creston-Kenilworth,2026-03-01,Kia Motors Corp,Kia Motors Corp Soul,1
Creston-Kenilworth,2026-03-01,Chrysler,Chrysler LeBaron,1
Creston-Kenilworth,2026-03-01,Hyundai,Hyundai Sonata,1
Creston-Kenilworth,2026-03-01,Kia Motors Corp,Kia Motors Corp Optima,1
Creston-Kenilworth,2026-03-01,Hyundai,Hyundai Tucson,1
Creston-Kenilworth,2026-03-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Creston-Kenilworth,2026-03-01,Toyota,Toyota Prius,1
Creston-Kenilworth,2026-04-01,Honda,Honda CRV,1
Creston-Kenilworth,2026-04-01,Nissan,Unknown Nissan Model,1
Creston-Kenilworth,2026-04-01,Chinook,Chinook Truck,1
Creston-Kenilworth,2026-04-01,Subaru,"Subaru Legacy, Legacy Outback",1
Creston-Kenilworth,2026-04-01,Volkswagen,Volkswagen Jetta,1
Creston-Kenilworth,2026-04-01,Subaru,Subaru Outback,1
Creston-Kenilworth,2026-04-01,Chevrolet,Chevrolet Malibu,1
Creston-Kenilworth,2026-04-01,Nissan,Nissan Murano,1
Crestwood,2026-04-01,Toyota,Toyota RAV4,1
Cully,2026-01-01,Ford,Ford F150,1
Cully,2026-01-01,Kia Motors Corp,Kia Motors Corp Optima,1
Cully,2026-01-01,Genuine Scooters LLC mfgd by Motive Power Industry Co LTD,Genuine Scooters LLC mfgd by Motive Power Industry Co LTD Motorcycle,1
Cully,2026-01-01,Honda,Honda CRV,1
Cully,2026-01-01,"RAM Truck (Model year 2013 and newer) , Chrysler Group",RAM Truck,1
Cully,2026-01-01,Toyota,Toyota Tacoma,1
Cully,2026-01-01,Kia Motors Corp,Kia Motors Corp Soul,1
Cully,2026-01-01,Toyota,Toyota Tercel,1
Cully,2026-02-01,Ford,Ford Explorer,1
Cully,2026-02-01,Hyundai,Hyundai Elantra,1
Cully,2026-02-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Cully,2026-02-01,Kia Motors Corp,Kia Motors Corp Rio,1
Cully,2026-02-01,Chevrolet,Chevrolet Suburban,1
Cully,2026-03-01,Kia Motors Corp,Kia Motors Corp Sportage,2
Cully,2026-03-01,Toyota,"Toyota Corolla, Corolla IM",2
Cully,2026-03-01,Subaru,"Subaru Impreza, Impreza Outback",1
Cully,2026-03-01,Dodge,Dodge Charger,1
Cully,2026-03-01,Kia Motors Corp,"Kia Motors Corp Forte, Forte Koup",1
Cully,2026-03-01,Mitsubishi,Mitsubishi Endeavor,1
Cully,2026-04-01,Kia Motors Corp,Kia Motors Corp Sportage,3
Cully,2026-04-01,Hyundai,Hyundai Accent,2
Cully,2026-04-01,Mercedes-Benz,Mercedes-Benz SL500,1
Cully,2026-04-01,Dodge,Dodge Intrepid,1
Cully,2026-04-01,Honda,Honda CRV,1
Downtown,2026-01-01,Ford,Ford Explorer,1
Downtown,2026-01-01,Honda,Honda FIT,1
Downtown,2026-01-01,Honda,Honda CRV,1
Downtown,2026-01-01,Ford,Ford F150,1
Downtown,2026-01-01,Chevrolet,Chevrolet Colorado,1
Downtown,2026-01-01,Honda,"Honda Accord, Accord Crosstour",1
Downtown,2026-02-01,Honda,"Honda Civic, CRX, Del Sol",2
Downtown,2026-02-01,Kia Motors Corp,Kia Motors Corp Sorrento,1
Downtown,2026-02-01,Ford,Ford Escape,1
Downtown,2026-02-01,Honda,Honda CRV,1
Downtown,2026-02-01,Ford,Ford Ecosport,1
Downtown,2026-02-01,Toyota,Toyota RAV4,1
Downtown,2026-02-01,Hyundai,Hyundai Sonata,1
Downtown,2026-02-01,Dodge,Dodge Dart,1
Downtown,2026-02-01,Nissan,Nissan Sentra,1
Downtown,2026-02-01,Chevrolet,Chevrolet Malibu,1
Downtown,2026-03-01,Toyota,Toyota Camry,1
Downtown,2026-03-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Downtown,2026-03-01,Kia Motors Corp,Kia Motors Corp Soul,1
Downtown,2026-03-01,Nissan,Nissan Altima,1
Downtown,2026-04-01,Mazda,Mazda CX3,1
Downtown,2026-04-01,Scion,Scion iA,1
Downtown,2026-04-01,Subaru,Subaru Ascent,1
Downtown,2026-04-01,Audi,Audi Q7,1
Downtown,2026-04-01,Toyota,"Toyota Corolla, Corolla IM",1
East Columbia,2026-01-01,Subaru,"Subaru WRX, WRX STI",1
East Columbia,2026-01-01,Subaru,"Subaru Legacy, Legacy Outback",1
East Columbia,2026-01-01,Hyundai,Hyundai Sonata,1
East Columbia,2026-02-01,Ford,Ford Econoline E350,1
East Columbia,2026-03-01,Hyundai,Hyundai Santa Fe,1
East Columbia,2026-03-01,Honda,"Honda Civic, CRX, Del Sol",1
Eastmoreland,2026-04-01,Ford,Ford F350,1
Eastmoreland,2026-04-01,Subaru,"Subaru Impreza, Impreza Outback",1
Eliot,2026-01-01,Ford,Ford Windstar,1
Eliot,2026-01-01,Chevrolet,Chevrolet Colorado,1
Eliot,2026-02-01,Hyundai,Hyundai Sonata,2
Eliot,2026-02-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Eliot,2026-02-01,Ford,Ford Mustang,1
Eliot,2026-02-01,Honda,Honda CRV,1
Eliot,2026-02-01,Kia Motors Corp,"Kia Motors Corp Forte, Forte Koup",1
Eliot,2026-02-01,Toyota,Toyota Truck,1
Eliot,2026-02-01,Toyota,Toyota Prius,1
Eliot,2026-02-01,Jeep,Jeep Grand Cherokee,1
Eliot,2026-02-01,Toyota,Toyota Highlander,1
Eliot,2026-02-01,Infiniti,Infiniti QX80,1
Eliot,2026-03-01,Mitsubishi,Mitsubishi Outlander,1
Eliot,2026-03-01,Jeep,Jeep Cherokee,1
Eliot,2026-03-01,Hyundai,Hyundai Accent,1
Eliot,2026-03-01,Toyota,Toyota Highlander,1
Eliot,2026-03-01,Acura,Acura CL Series,1
Eliot,2026-03-01,Ford,Ford Ranger,1
Eliot,2026-03-01,Chevrolet,Chevrolet Equinox,1
Eliot,2026-04-01,Pontiac,Pontiac G6,1
Eliot,2026-04-01,Subaru,Subaru Forester,1
Eliot,2026-04-01,Ford,Ford Transit Connect,1
Eliot,2026-04-01,Toyota,Toyota Camry,1
Eliot,2026-04-01,Volvo,Volvo V70,1
Foster-Powell,2026-01-01,Mercedes-Benz,Mercedes-Benz 350 Series,1
Foster-Powell,2026-01-01,Volvo,Volvo 240 Series,1
Foster-Powell,2026-01-01,Toyota,Toyota 4-Runner,1
Foster-Powell,2026-02-01,Dodge,Dodge Nitro,1
Foster-Powell,2026-02-01,Hyundai,Hyundai Sonata,1
Foster-Powell,2026-02-01,Audi,Audi A3,1
Foster-Powell,2026-03-01,Chevrolet,Chevrolet Silverado,1
Foster-Powell,2026-04-01,Subaru,"Subaru Legacy, Legacy Outback",1
Foster-Powell,2026-04-01,Hyundai,Hyundai Elantra,1
Foster-Powell,2026-04-01,Toyota,Toyota Camry,1
Foster-Powell,2026-04-01,Nissan,Nissan Leaf,1
Glenfair,2026-01-01,Honda,Honda CRV,1
Glenfair,2026-02-01,Chevrolet,Chevrolet C/K 1500,1
Glenfair,2026-03-01,Dodge,Dodge Journey,1
Glenfair,2026-03-01,GMC,GMC Sierra,1
Glenfair,2026-03-01,Honda,"Honda Civic, CRX, Del Sol",1
Glenfair,2026-03-01,Hyundai,Hyundai Elantra,1
Glenfair,2026-03-01,Jeep,Jeep Cherokee,1
Glenfair,2026-03-01,Nissan,Nissan Altima,1
Glenfair,2026-04-01,Ford,Ford Econoline E250,1
Glenfair,2026-04-01,Acura,Acura MDX,1
Goose Hollow,2026-01-01,Hyundai,Hyundai Kona,1
Goose Hollow,2026-01-01,Kia Motors Corp,Kia Motors Corp Optima,1
Goose Hollow,2026-01-01,Honda,"Honda Accord, Accord Crosstour",1
Goose Hollow,2026-01-01,Chevrolet,Chevrolet Spark,1
Goose Hollow,2026-01-01,Dodge,Dodge Charger,1
Goose Hollow,2026-02-01,Hyundai,Hyundai Elantra,1
Goose Hollow,2026-02-01,Honda,"Honda Accord, Accord Crosstour",1
Goose Hollow,2026-02-01,Honda,"Honda Civic, CRX, Del Sol",1
Goose Hollow,2026-02-01,Lexus,Lexus ES350,1
Goose Hollow,2026-02-01,Acura,Acura TLX,1
Goose Hollow,2026-03-01,Toyota,Toyota 4-Runner,1
Goose Hollow,2026-03-01,Honda,Honda CRV,1
Goose Hollow,2026-03-01,Kia Motors Corp,Kia Motors Corp Optima,1
Goose Hollow,2026-03-01,Nissan,"Nissan Rogue, Rogue Select, Rogue Sport",1
Grant Park,2026-01-01,Kia Motors Corp,Kia Motors Corp Rio,1
Grant Park,2026-01-01,Subaru,"Subaru Legacy, Legacy Outback",1
Grant Park,2026-01-01,Dodge,Dodge Durango,1
Grant Park,2026-02-01,Subaru,Subaru Forester,1
Grant Park,2026-03-01,Hyundai,Hyundai Sonata,1
Grant Park,2026-03-01,Subaru,Subaru Outback,1
Hayden Island,2026-02-01,Kia Motors Corp,Kia Motors Corp Sorrento,1
Hayden Island,2026-03-01,Toyota,"Toyota Corolla, Corolla IM",1
Hayden Island,2026-04-01,Ford,Ford F250,1
Hayhurst,2026-01-01,Buick,Buick Park Avenue,1
Hayhurst,2026-03-01,Jeep,Jeep Cherokee,1
Hazelwood,2026-01-01,Hyundai,Hyundai Sonata,2
Hazelwood,2026-01-01,Kia Motors Corp,Unknown,2
Hazelwood,2026-01-01,Nissan,Unknown,2
Hazelwood,2026-01-01,Toyota,Unknown,2
Hazelwood,2026-01-01,Dodge,Dodge Ram 2500,1
Hazelwood,2026-01-01,Ford,Ford F350,1
Hazelwood,2026-01-01,Hyundai,Hyundai Elantra,1
Hazelwood,2026-01-01,Kia Motors Corp,"Kia Motors Corp Forte, Forte Koup",1
Hazelwood,2026-01-01,Jeep,Jeep Wagoneer,1
Hazelwood,2026-01-01,Jeep,Jeep Liberty,1
Hazelwood,2026-01-01,Hyundai,Hyundai Kona,1
Hazelwood,2026-01-01,Acura,Acura Integra,1
Hazelwood,2026-01-01,Chevrolet,Chevrolet Silverado,1
Hazelwood,2026-02-01,Dodge,Dodge Ram 1500,1
Hazelwood,2026-02-01,Cadillac,Cadillac Escalade,1
Hazelwood,2026-02-01,Ford,Ford F250,1
Hazelwood,2026-02-01,Toyota,Toyota 4-Runner,1
Hazelwood,2026-02-01,Nissan,Nissan Maxima,1
Hazelwood,2026-02-01,Mazda,Mazda CX9,1
Hazelwood,2026-02-01,Chrysler,Chrysler Newport,1
Hazelwood,2026-03-01,Honda,"Honda Civic, CRX, Del Sol",1
Hazelwood,2026-03-01,Toyota,Toyota RAV4,1
Hazelwood,2026-03-01,Toyota,"Toyota Corolla, Corolla IM",1
Hazelwood,2026-03-01,Hyundai,Hyundai Accent,1
Hazelwood,2026-03-01,Mazda,Mazda CX5,1
Hazelwood,2026-03-01,Honda,"Honda Accord, Accord Crosstour",1
Hazelwood,2026-03-01,Kia Motors Corp,"Kia Motors Corp Forte, Forte Koup",1
Hazelwood,2026-04-01,Unknown,Unknown,5
Hazelwood,2026-04-01,Honda,Unknown,4
Hazelwood,2026-04-01,Chevrolet,"Chevrolet Camaro, Berlinetta",2
Hazelwood,2026-04-01,Toyota,Toyota Camry,2
Hazelwood,2026-04-01,Nissan,Nissan Sentra,2
Hazelwood,2026-04-01,Chrysler,Chrysler Town & Country Minivan,1
Hazelwood,2026-04-01,Dodge,Dodge Ram 1500,1
Hazelwood,2026-04-01,Dodge,Dodge Durango,1
Hazelwood,2026-04-01,Ford,Ford Mustang,1
Hazelwood,2026-04-01,Chevrolet,Chevrolet Avalanche,1
Hazelwood,2026-04-01,Chrysler,Chrysler 300 300C 300M SRT8,1
Hazelwood,2026-04-01,Chevrolet,Chevrolet Corvette,1
Hazelwood,2026-04-01,Toyota,Unknown,1
Hillsdale,2026-04-01,Yamaha,Yamaha Motorcycle,1
Hollywood,2026-01-01,BMW,BMW Motorcycle,1
Hollywood,2026-01-01,Toyota,Toyota Camry,1
Hollywood,2026-01-01,Honda,"Honda Accord, Accord Crosstour",1
Hollywood,2026-01-01,Dodge,Dodge Ram 2500,1
Hollywood,2026-02-01,Volvo,Volvo C70,1
Hollywood,2026-02-01,Ford,Ford F150,1
Hollywood,2026-03-01,Kia Motors Corp,Kia Motors Corp Soul,1
Hollywood,2026-03-01,Kia Motors Corp,Kia Motors Corp Optima,1
Hollywood,2026-04-01,Audi,Audi A6,1
Hollywood,2026-04-01,Subaru,Subaru Forester,1
Hollywood,2026-04-01,Toyota,Toyota RAV4,1
Hollywood,2026-04-01,Kia Motors Corp,Kia Motors Corp Soul,1
Homestead,2026-02-01,Honda,"Honda Accord, Accord Crosstour",1
Homestead,2026-02-01,Lexus,Lexus ES300,1
Homestead,2026-03-01,Honda,Honda Motorcycle,1
Homestead,2026-04-01,Honda,Honda CRV,1
Hosford-Abernethy,2026-01-01,Subaru,Subaru Forester,2
Hosford-Abernethy,2026-01-01,MG,MG MGB,1
Hosford-Abernethy,2026-01-01,Honda,"Honda Civic, CRX, Del Sol",1
Hosford-Abernethy,2026-01-01,Subaru,Subaru Outback,1
Hosford-Abernethy,2026-01-01,Mazda,Mazda Mazda 3,1
Hosford-Abernethy,2026-01-01,Toyota,Toyota Truck,1
Hosford-Abernethy,2026-02-01,Honda,"Honda Civic, CRX, Del Sol",1
Hosford-Abernethy,2026-02-01,Hyundai,Hyundai Elantra,1
Hosford-Abernethy,2026-02-01,Ford,Ford Escape,1
Hosford-Abernethy,2026-02-01,Toyota,"Toyota Corolla, Corolla IM",1
Hosford-Abernethy,2026-02-01,Toyota,Toyota Tacoma,1
Hosford-Abernethy,2026-02-01,Subaru,Subaru Forester,1
Hosford-Abernethy,2026-03-01,Chevrolet,Chevrolet Spark,1
Hosford-Abernethy,2026-03-01,Subaru,Subaru Outback,1
Hosford-Abernethy,2026-03-01,Toyota,Toyota SR5,1
Hosford-Abernethy,2026-04-01,Honda,"Honda Civic, CRX, Del Sol",1
Hosford-Abernethy,2026-04-01,Zhejiang Lingyun Motorcycle Co Ltd,Zhejiang Lingyun Motorcycle Co Ltd Motorcycle,1
Hosford-Abernethy,2026-04-01,Ford,Ford Escape,1
Humboldt,2026-01-01,Hyundai,Hyundai Elantra,2
Humboldt,2026-01-01,Hyundai,Hyundai Accent,1
Humboldt,2026-01-01,Hyundai,Hyundai Sonata,1
Humboldt,2026-01-01,Kia Motors Corp,Kia Motors Corp Sorrento,1
Humboldt,2026-02-01,Hyundai,Hyundai Tucson,1
Humboldt,2026-02-01,Kia Motors Corp,Kia Motors Corp Sportage,1
Humboldt,2026-02-01,Kia Motors Corp,"Kia Motors Corp Forte, Forte Koup",1
Humboldt,2026-02-01,Nissan,Nissan Versa,1
Humboldt,2026-03-01,Chevrolet,Chevrolet Cobalt,1
Humboldt,2026-04-01,Hyundai,Hyundai Sonata,1
Humboldt,2026-04-01,Subaru,"Subaru Impreza, Impreza Outback",1
Irvington,2026-01-01,Subaru,Subaru Forester,1
Irvington,2026-01-01,Suzuki,"Suzuki XL7, XL7 Grand Vitara",1
Irvington,2026-01-01,Toyota,Toyota Land Cruiser,1
