neighborhood,month_start,make,model,stolen_count
Brentwood-Darlington,2015-10-01,Ford,Ford Expedition,1
Brentwood-Darlington,2015-10-01,Ford,Ford F150,1
Brentwood-Darlington,2015-11-01,Saturn,Saturn SL,1
Brentwood-Darlington,2015-11-01,Honda,"Honda Accord, Accord Crosstour",1
Brentwood-Darlington,2015-12-01,Honda,"Honda Accord, Accord Crosstour",4
Brentwood-Darlington,2015-12-01,Toyota,Unknown Toyota Model,2
Brentwood-Darlington,2015-12-01,Honda,Unknown Honda Model,1
Brentwood-Darlington,2015-12-01,Honda,Honda CRV,1
Brentwood-Darlington,2015-12-01,Chrysler,Chrysler Town & Country Minivan,1
Brentwood-Darlington,2015-12-01,Volvo,Volvo V70,1
Bridgeton,2015-05-01,Ford,Ford Econoline E250,1
Bridgeton,2015-06-01,Honda,"Honda Accord, Accord Crosstour",1
Bridgeton,2015-07-01,Honda,Unknown Honda Model,1
Bridgeton,2015-10-01,Toyota,Toyota Paseo,1
Bridgeton,2015-11-01,Nissan,Nissan XTerra,1
Bridgeton,2015-11-01,Honda,"Honda Civic, CRX, Del Sol",1
Bridgeton,2015-12-01,Toyota,Toyota Tacoma,1
Bridgeton,2015-12-01,Nissan,Nissan Sentra,1
Bridlemile,2015-06-01,Honda,Honda Motorcycle,1
Bridlemile,2015-10-01,Honda,"Honda Accord, Accord Crosstour",1
Bridlemile,2015-11-01,Toyota,"Toyota Corolla, Corolla IM",1
Bridlemile,2015-11-01,Chevrolet,Chevrolet Equinox,1
Brooklyn,2015-05-01,Honda,"Honda Civic, CRX, Del Sol",3
Brooklyn,2015-05-01,Nissan,Nissan Maxima,1
Brooklyn,2015-05-01,Toyota,Toyota Truck,1
Brooklyn,2015-05-01,Nissan,Nissan Truck,1
Brooklyn,2015-05-01,Kia Motors Corp,Kia Motors Corp Spectra,1
Brooklyn,2015-06-01,Honda,"Honda Civic, CRX, Del Sol",2
Brooklyn,2015-06-01,Subaru,Subaru Outback,1
Brooklyn,2015-07-01,Toyota,Toyota Camry,1
Brooklyn,2015-07-01,Nissan,Nissan Truck,1
Brooklyn,2015-08-01,Nissan,Nissan Truck,1
Brooklyn,2015-09-01,Subaru,"Subaru Legacy, Legacy Outback",3
Brooklyn,2015-09-01,Subaru,"Subaru Impreza, Impreza Outback",2
Brooklyn,2015-09-01,Honda,"Honda Civic, CRX, Del Sol",1
Brooklyn,2015-10-01,Saturn,Saturn SL,1
Brooklyn,2015-11-01,Subaru,"Subaru Legacy, Legacy Outback",2
Brooklyn,2015-11-01,Toyota,Toyota Camry,1
Brooklyn,2015-12-01,Honda,"Honda Accord, Accord Crosstour",1
Brooklyn,2015-12-01,Ford,Ford Explorer,1
Brooklyn,2015-12-01,Subaru,"Subaru Impreza, Impreza Outback",1
Buckman East,2015-05-01,Subaru,"Subaru Legacy, Legacy Outback",2
Buckman East,2015-05-01,Honda,Honda Motorcycle,2
Buckman East,2015-05-01,Husaberg Motor AB,Unknown Husaberg Motor AB Model,1
Buckman East,2015-05-01,Ducati,Ducati Motorcycle,1
Buckman East,2015-05-01,Honda,"Honda Civic, CRX, Del Sol",1
Buckman East,2015-06-01,Honda,"Honda Accord, Accord Crosstour",2
Buckman East,2015-06-01,Nissan,Nissan Truck,1
Buckman East,2015-06-01,Nissan,Nissan Maxima,1
Buckman East,2015-06-01,Unknown Make,Unknown Unknown Make Model,1
Buckman East,2015-06-01,Chevrolet,Unknown Chevrolet Model,1
Buckman East,2015-07-01,Honda,"Honda Civic, CRX, Del Sol",2
Buckman East,2015-07-01,Toyota,Toyota Camry,1
Buckman East,2015-07-01,Acura,Acura Integra,1
Buckman East,2015-07-01,Harley Davidson,Harley Davidson Motorcycle,1
Buckman East,2015-07-01,Ford,Ford Escort,1
Buckman East,2015-07-01,Honda,"Honda Accord, Accord Crosstour",1
Buckman East,2015-08-01,Honda,"Honda Civic, CRX, Del Sol",1
Buckman East,2015-08-01,Honda,"Honda Accord, Accord Crosstour",1
Buckman East,2015-08-01,Volkswagen,Volkswagen Jetta,1
Buckman East,2015-09-01,Subaru,"Subaru Impreza, Impreza Outback",1
Buckman East,2015-09-01,Suzuki,Suzuki Motorcycle,1
Buckman East,2015-09-01,Honda,"Honda Civic, CRX, Del Sol",1
Buckman East,2015-09-01,Honda,Honda CRV,1
Buckman East,2015-09-01,Subaru,"Subaru Legacy, Legacy Outback",1
Buckman East,2015-09-01,Kawasaki,Kawasaki Motorcycle,1
Buckman East,2015-09-01,Ford,Ford Bronco Models,1
Buckman East,2015-10-01,Subaru,"Subaru Legacy, Legacy Outback",1
Buckman East,2015-10-01,Volkswagen,Volkswagen Jetta,1
Buckman East,2015-11-01,Nissan,Nissan Truck,2
Buckman East,2015-11-01,Jeep,Jeep Cherokee,1
Buckman East,2015-11-01,Honda,"Honda Accord, Accord Crosstour",1
Buckman East,2015-11-01,Subaru,"Subaru Impreza, Impreza Outback",1
Buckman East,2015-12-01,Subaru,"Subaru Legacy, Legacy Outback",3
Buckman East,2015-12-01,Honda,"Honda Civic, CRX, Del Sol",3
Buckman East,2015-12-01,Nissan,Nissan Truck,2
Buckman East,2015-12-01,Subaru,"Subaru Impreza, Impreza Outback",1
Buckman East,2015-12-01,Honda,"Honda Accord, Accord Crosstour",1
Buckman East,2015-12-01,Acura,Acura Integra,1
Buckman East,2015-12-01,Toyota,"Toyota Corolla, Corolla IM",1
Buckman West,2015-05-01,Volvo,Volvo 740 Series,1
Buckman West,2015-05-01,Honda,Honda CRV,1
Buckman West,2015-05-01,Dodge,Dodge Dakota,1
Buckman West,2015-06-01,Volkswagen,Volkswagen Cabriolet,1
Buckman West,2015-06-01,Honda,"Honda Accord, Accord Crosstour",1
Buckman West,2015-07-01,Toyota,"Toyota Corolla, Corolla IM",3
Buckman West,2015-08-01,Toyota,Toyota 4-Runner,1
Buckman West,2015-08-01,Honda,Honda CRV,1
Buckman West,2015-08-01,Honda,"Honda Accord, Accord Crosstour",1
Buckman West,2015-09-01,Subaru,"Subaru Legacy, Legacy Outback",2
Buckman West,2015-09-01,Nissan,Nissan Truck,1
Buckman West,2015-09-01,Ford,Ford Fusion,1
Buckman West,2015-10-01,Toyota,Toyota Camry,1
Buckman West,2015-10-01,Subaru,"Subaru Impreza, Impreza Outback",1
Buckman West,2015-10-01,Nissan,Nissan Truck,1
Buckman West,2015-11-01,Toyota,Toyota Truck,1
Buckman West,2015-12-01,Subaru,"Subaru Legacy, Legacy Outback",4
Buckman West,2015-12-01,Honda,"Honda Civic, CRX, Del Sol",1
Buckman West,2015-12-01,GMC,GMC Safari,1
Buckman West,2015-12-01,Toyota,Toyota Camry,1
Buckman West,2015-12-01,Toyota,Toyota Prius,1
Buckman West,2015-12-01,Dodge,Dodge Ram 1500,1
Buckman West,2015-12-01,Nissan,Nissan Sentra,1
Buckman West,2015-12-01,Acura,Acura Integra,1
Cathedral Park,2015-05-01,Honda,Honda Motorcycle,1
Cathedral Park,2015-07-01,Honda,Honda CRV,1
Cathedral Park,2015-07-01,Kia Motors Corp,Kia Motors Corp Soul,1
Cathedral Park,2015-07-01,Buick,"Buick Le Sabre, Le Sabre Limited",1
Cathedral Park,2015-09-01,Nissan,Nissan Maxima,1
Cathedral Park,2015-09-01,Chevrolet,Chevrolet Silverado,1
Cathedral Park,2015-10-01,Land Rover,Land Rover LR3,1
Cathedral Park,2015-10-01,Honda,"Honda Civic, CRX, Del Sol",1
Cathedral Park,2015-10-01,Dodge,Dodge Ram 1500,1
Cathedral Park,2015-11-01,Acura,Acura Integra,1
Cathedral Park,2015-11-01,Honda,"Honda Civic, CRX, Del Sol",1
Cathedral Park,2015-11-01,Honda,"Honda Accord, Accord Crosstour",1
Cathedral Park,2015-11-01,Volkswagen,Volkswagen Eurovan,1
Cathedral Park,2015-11-01,Nissan,Nissan 720,1
Cathedral Park,2015-12-01,Toyota,Toyota Truck,1
Cathedral Park,2015-12-01,Honda,"Honda Civic, CRX, Del Sol",1
Cathedral Park,2015-12-01,Kia Motors Corp,Kia Motors Corp Rio,1
Centennial,2015-05-01,Honda,"Honda Accord, Accord Crosstour",4
Centennial,2015-05-01,Honda,"Honda Civic, CRX, Del Sol",3
Centennial,2015-05-01,Hyundai,Hyundai Sonata,2
Centennial,2015-05-01,Subaru,"Subaru Legacy, Legacy Outback",2
Centennial,2015-05-01,Chevrolet,Chevrolet Express,1
Centennial,2015-05-01,Ford,Ford F150,1
Centennial,2015-05-01,Ford,Ford Escort,1
Centennial,2015-05-01,Audi,Audi A4,1
Centennial,2015-05-01,Cadillac,Cadillac CTS,1
Centennial,2015-05-01,Jeep,Jeep Grand Cherokee,1
Centennial,2015-05-01,Unknown,Unknown,1
Centennial,2015-06-01,Mercury,Unknown Mercury Model,1
Centennial,2015-06-01,Chevrolet,Chevrolet Tahoe,1
Centennial,2015-06-01,Chevrolet,Chevrolet Blazer,1
Centennial,2015-06-01,Unknown Make,Unknown Unknown Make Model,1
Centennial,2015-06-01,Ford,Ford Crown Victoria,1
Centennial,2015-06-01,Volvo,Volvo 740 Series,1
Centennial,2015-06-01,Dodge,"Dodge Caravan, Grand Caravan",1
Centennial,2015-06-01,Honda,"Honda Civic, CRX, Del Sol",1
Centennial,2015-06-01,Mercedes-Benz,Mercedes-Benz 500 Series,1
Centennial,2015-06-01,Honda,"Honda Accord, Accord Crosstour",1
Centennial,2015-07-01,Honda,"Honda Accord, Accord Crosstour",2
Centennial,2015-07-01,Nissan,Nissan XTerra,1
Centennial,2015-07-01,Nissan,Nissan Truck,1
Centennial,2015-07-01,Toyota,"Toyota Corolla, Corolla IM",1
Centennial,2015-07-01,Dodge,Dodge Neon,1
Centennial,2015-07-01,GEO,GEO Prizm,1
Centennial,2015-07-01,Ford,Ford Econoline E350,1
Centennial,2015-07-01,Mitsubishi,Mitsubishi Montero/Montero Sport,1
Centennial,2015-07-01,Chrysler,Chrysler Town & Country Minivan,1
Centennial,2015-08-01,Honda,"Honda Civic, CRX, Del Sol",2
Centennial,2015-08-01,Hyundai,Hyundai Accent,1
Centennial,2015-08-01,Honda,"Honda Accord, Accord Crosstour",1
Centennial,2015-08-01,Nissan,"Nissan Pathfinder, Pathfinder Armada",1
Centennial,2015-08-01,All-Terrain Vehicle,All-Terrain Vehicle Wheels only,1
Centennial,2015-08-01,Oldsmobile,"Oldsmobile Cutlass, Cutlass Ciera, Supreme",1
Centennial,2015-08-01,Acura,Acura Integra,1
Centennial,2015-08-01,Scion,Scion XD,1
Centennial,2015-09-01,Honda,"Honda Accord, Accord Crosstour",2
Centennial,2015-09-01,Freightliner Corp,Freightliner Corp Truck,2
Centennial,2015-09-01,Wabash National Corp,Wabash National Corp Trailer,2
Centennial,2015-09-01,Ford,Ford Ranger,1
Centennial,2015-09-01,Unknown,Dorsey Trailers Inc Trailer,1
Centennial,2015-09-01,Honda,"Honda Civic, CRX, Del Sol",1
Centennial,2015-09-01,Honda,Honda Pilot,1
Centennial,2015-09-01,Nissan,Nissan 720,1
Centennial,2015-09-01,Dodge,Dodge Avenger,1
Centennial,2015-09-01,Toyota,Toyota Tacoma,1
Centennial,2015-09-01,Freightliner Corp,Unknown,1
Centennial,2015-09-01,Toyota,Unknown,1
Centennial,2015-10-01,Honda,"Honda Accord, Accord Crosstour",6
Centennial,2015-10-01,Honda,"Honda Civic, CRX, Del Sol",2
Centennial,2015-10-01,Toyota,Toyota Corona,1
Centennial,2015-10-01,Suzuki,Suzuki Motorcycle,1
Centennial,2015-10-01,Ford,Ford F150,1
Centennial,2015-10-01,Ford,Ford Special,1
Centennial,2015-10-01,Jeep,Jeep Cherokee,1
Centennial,2015-10-01,Chevrolet,Chevrolet Blazer,1
Centennial,2015-10-01,Toyota,Toyota 4-Runner,1
Centennial,2015-10-01,Honda,Honda CRV,1
Centennial,2015-10-01,Toyota,Unknown,1
Centennial,2015-11-01,Honda,"Honda Accord, Accord Crosstour",7
Centennial,2015-11-01,Acura,Acura Integra,4
Centennial,2015-11-01,Unknown,Unknown,4
Centennial,2015-11-01,Honda,Honda CRV,3
Centennial,2015-11-01,Honda,"Honda Civic, CRX, Del Sol",3
Centennial,2015-11-01,Ford,Ford Ranger,1
Centennial,2015-11-01,Chevrolet,Chevrolet Suburban,1
Centennial,2015-11-01,Chevrolet,Chevrolet Cobalt,1
Centennial,2015-11-01,Chevrolet,Chevrolet Express,1
Centennial,2015-11-01,Ford,Ford F250,1
Centennial,2015-11-01,Dodge,Dodge Ram 3500,1
Centennial,2015-12-01,Honda,"Honda Accord, Accord Crosstour",5
Centennial,2015-12-01,Honda,Honda CRV,2
Centennial,2015-12-01,Honda,"Honda Civic, CRX, Del Sol",2
Centennial,2015-12-01,Chevrolet,Chevrolet Cavalier,1
Centennial,2015-12-01,Toyota,Toyota Tacoma,1
Centennial,2015-12-01,Acura,Acura Integra,1
Centennial,2015-12-01,Chevrolet,Chevrolet Blazer,1
Centennial,2015-12-01,Ford,Ford Escort,1
Centennial,2015-12-01,Subaru,"Subaru Impreza, Impreza Outback",1
Centennial,2015-12-01,Ford,Ford Ranger,1
Concordia,2015-05-01,Honda,Honda Odyssey,1
Concordia,2015-06-01,Honda,"Honda Accord, Accord Crosstour",3
Concordia,2015-06-01,Toyota,Toyota 4-Runner,1
Concordia,2015-07-01,Toyota,Toyota T-100,1
Concordia,2015-07-01,Honda,Honda CRV,1
Concordia,2015-07-01,Ford,Ford Thunderbird,1
Concordia,2015-08-01,Kawasaki,Unknown Kawasaki Model,1
Concordia,2015-08-01,BMC Motorcycle Co,BMC Motorcycle Co Motorcycle,1
Concordia,2015-09-01,Ford,Ford F150,1
Concordia,2015-09-01,Honda,"Honda Civic, CRX, Del Sol",1
Concordia,2015-09-01,Dodge,Dodge Dakota,1
Concordia,2015-10-01,Ford,Ford Tempo,1
Concordia,2015-10-01,Isuzu,Isuzu Trooper,1
Concordia,2015-11-01,Honda,"Honda Civic, CRX, Del Sol",3
Concordia,2015-11-01,Chevrolet,Chevrolet Blazer,1
Concordia,2015-11-01,Mazda,Mazda Protege,1
Concordia,2015-11-01,Homemade Motorcycle,Homemade Motorcycle Motorcycle,1
Concordia,2015-12-01,Ford,Ford Escort,1
Concordia,2015-12-01,Cadillac,Cadillac DeVille,1
Concordia,2015-12-01,Ford,"Ford Taurus, Taurus X",1
Creston-Kenilworth,2015-05-01,Nissan,Unknown Nissan Model,2
Creston-Kenilworth,2015-05-01,Toyota,Unknown,2
Creston-Kenilworth,2015-05-01,Toyota,Toyota Camry,1
Creston-Kenilworth,2015-05-01,Nissan,Nissan Sentra,1
Creston-Kenilworth,2015-05-01,Nissan,Nissan XE,1
Creston-Kenilworth,2015-05-01,Nissan,Nissan Truck,1
Creston-Kenilworth,2015-05-01,Chevrolet,"Chevrolet Camaro, Berlinetta",1
Creston-Kenilworth,2015-05-01,Suzuki,Suzuki Motorcycle,1
Creston-Kenilworth,2015-05-01,Ford,Ford Escort,1
Creston-Kenilworth,2015-05-01,Dodge,Dodge Dakota,1
Creston-Kenilworth,2015-05-01,Honda,"Honda Accord, Accord Crosstour",1
Creston-Kenilworth,2015-06-01,Nissan,Nissan Truck,4
Creston-Kenilworth,2015-06-01,Honda,"Honda Civic, CRX, Del Sol",2
Creston-Kenilworth,2015-06-01,Nissan,Nissan Frontier,1
Creston-Kenilworth,2015-06-01,Volkswagen,Volkswagen Passat,1
Creston-Kenilworth,2015-06-01,Honda,"Honda Accord, Accord Crosstour",1
Creston-Kenilworth,2015-06-01,Mercury,Mercury Marquis,1
Creston-Kenilworth,2015-06-01,Subaru,"Subaru Legacy, Legacy Outback",1
Creston-Kenilworth,2015-06-01,Tomberlin Automotive Group (MCs and Electric vehicles),Tomberlin Automotive Group,1
Creston-Kenilworth,2015-07-01,Acura,Acura TL Series,1
Creston-Kenilworth,2015-07-01,Toyota,Toyota RAV4,1
Creston-Kenilworth,2015-07-01,Unlisted motorcycle make,Unlisted motorcycle make Motorcycle,1
Creston-Kenilworth,2015-07-01,Subaru,"Subaru Legacy, Legacy Outback",1
Creston-Kenilworth,2015-08-01,Jeep,Jeep Cherokee,2
Creston-Kenilworth,2015-08-01,Scion,Scion XD,1
Creston-Kenilworth,2015-08-01,Toyota,Toyota Camry,1
Creston-Kenilworth,2015-08-01,Honda,"Honda Civic, CRX, Del Sol",1
Creston-Kenilworth,2015-08-01,Toyota,Toyota 4-Runner,1
Creston-Kenilworth,2015-09-01,Honda,"Honda Accord, Accord Crosstour",1
Creston-Kenilworth,2015-09-01,Toyota,Toyota Camry,1
Creston-Kenilworth,2015-09-01,Ford,Ford Ranger,1
Creston-Kenilworth,2015-10-01,Honda,"Honda Civic, CRX, Del Sol",2
Creston-Kenilworth,2015-10-01,Suzuki,Suzuki Motorcycle,2
Creston-Kenilworth,2015-10-01,Subaru,"Subaru Impreza, Impreza Outback",1
Creston-Kenilworth,2015-10-01,Jeep,Jeep Compass,1
Creston-Kenilworth,2015-10-01,Honda,"Honda Accord, Accord Crosstour",1
Creston-Kenilworth,2015-10-01,Isuzu,Isuzu Truck,1
Creston-Kenilworth,2015-11-01,Honda,"Honda Accord, Accord Crosstour",3
Creston-Kenilworth,2015-11-01,Infiniti,Infiniti G37,1
Creston-Kenilworth,2015-11-01,Subaru,"Subaru Legacy, Legacy Outback",1
Creston-Kenilworth,2015-11-01,Honda,"Honda Civic, CRX, Del Sol",1
Creston-Kenilworth,2015-12-01,Honda,"Honda Civic, CRX, Del Sol",3
Creston-Kenilworth,2015-12-01,Nissan,Unknown Nissan Model,2
Creston-Kenilworth,2015-12-01,Honda,"Honda Accord, Accord Crosstour",2
Creston-Kenilworth,2015-12-01,Honda,Honda CRV,2
Creston-Kenilworth,2015-12-01,Nissan,Nissan Truck,1
Creston-Kenilworth,2015-12-01,Ford,Ford Econoline E350,1
Creston-Kenilworth,2015-12-01,Datsun,Datsun 720,1
Creston-Kenilworth,2015-12-01,GEO,GEO Prizm,1
Crestwood,2015-11-01,Cadillac,Cadillac Escalade,1
Crestwood,2015-11-01,Yamaha,Yamaha Motorcycle,1
Cully,2015-05-01,Chevrolet,Chevrolet Cobalt,1
Cully,2015-05-01,Toyota,Unknown Toyota Model,1
Cully,2015-05-01,Honda,Honda Motorcycle,1
Cully,2015-06-01,Subaru,"Subaru Legacy, Legacy Outback",2
Cully,2015-06-01,Toyota,Toyota Avalon,1
Cully,2015-06-01,Honda,"Honda Accord, Accord Crosstour",1
Cully,2015-06-01,Jeep,Jeep Grand Cherokee,1
Cully,2015-07-01,Datsun,Datsun 510,2
Cully,2015-07-01,Jeep,Jeep Grand Cherokee,2
Cully,2015-07-01,Chevrolet,Chevrolet HHR,1
Cully,2015-07-01,Chevrolet,Chevrolet Equinox,1
Cully,2015-07-01,Dodge,Dodge Ram 2500,1
Cully,2015-07-01,Ford,Ford Ranger,1
Cully,2015-07-01,Subaru,"Subaru Legacy, Legacy Outback",1
Cully,2015-07-01,Plymouth,Plymouth Voyager,1
Cully,2015-07-01,Dodge,"Dodge Caravan, Grand Caravan",1
Cully,2015-08-01,Chevrolet,Chevrolet S10,1
Cully,2015-08-01,Chevrolet,Chevrolet Blazer,1
Cully,2015-08-01,Volkswagen,Volkswagen Golf,1
Cully,2015-08-01,Dodge,Dodge Ram 1500,1
Cully,2015-08-01,GMC,GMC Truck,1
Cully,2015-08-01,Volvo,Volvo 240 Series,1
Cully,2015-08-01,Ford,Ford Thunderbird,1
Cully,2015-08-01,Mazda,Mazda B2200,1
Cully,2015-09-01,Chevrolet,Chevrolet C/K 2500,1
Cully,2015-09-01,Subaru,"Subaru Legacy, Legacy Outback",1
Cully,2015-09-01,Honda,"Honda Accord, Accord Crosstour",1
Cully,2015-09-01,Subaru,"Subaru Impreza, Impreza Outback",1
Cully,2015-10-01,Honda,"Honda Civic, CRX, Del Sol",4
Cully,2015-10-01,Chevrolet,Chevrolet Truck,2
Cully,2015-10-01,Honda,"Honda Accord, Accord Crosstour",2
Cully,2015-10-01,Toyota,Unknown,2
Cully,2015-10-01,Ford,Ford Ranger,1
Cully,2015-10-01,Subaru,"Subaru Impreza, Impreza Outback",1
Cully,2015-10-01,Chevrolet,Chevrolet Astro,1
Cully,2015-10-01,Subaru,"Subaru Legacy, Legacy Outback",1
Cully,2015-10-01,Ford,Ford 300 Series,1
