case_number,report_date,report_month_year,occur_date,occur_time,address,neighborhood,council_district,custom_crime_against,custom_crime_category,crime_against,offense_category,offense_type,offense_count,lat,lon,x_coord,y_coord,data_year
26-97430,4/5/2026,April 2026,4/5/2026,1350,NW 6TH AVE / NW HOYT ST,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.527340779,-122.676578999,7644358,685869,2026
26-97437,4/5/2026,April 2026,4/5/2026,1358,11900 BLOCK OF NE HALSEY ST,Parkrose Heights,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.533590353,-122.540522297,7679272,687237,2026
26-97444,4/5/2026,April 2026,3/22/2026,1700,5000 BLOCK OF NE 12TH AVE,King,2,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.559556553,-122.653568642,7650566,697453,2026
26-97447,4/5/2026,April 2026,4/4/2026,2345,1100 BLOCK OF SE POWELL BLVD,Brooklyn,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.501167794,-122.654515113,7649756,676178,2026
26-97472,4/5/2026,April 2026,4/5/2026,1459,2400 BLOCK OF NW VAUGHN ST,Northwest,4,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.536826108,-122.701331614,7638111,689498,2026
26-97524,4/5/2026,April 2026,4/5/2026,1607,SW 10TH AVE / SW MORRISON ST,Downtown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.520009204,-122.682101612,7642871,683235,2026
26-97529,4/5/2026,April 2026,4/5/2026,1607,6500 BLOCK OF SE MILWAUKIE AVE,Sellwood-Moreland,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.475721068,-122.648905588,7650947,666865,2026
26-97535,4/5/2026,April 2026,4/5/2026,1611,6500 BLOCK OF NE CLEVELAND AVE,Piedmont,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Intimidation,1,45.570259144,-122.665854175,7647525,701438,2026
26-97546,4/5/2026,April 2026,4/4/2026,2154,1700 BLOCK OF SE TACOMA ST,Sellwood-Moreland,4,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.464362389,-122.646550000,7651441,662709,2026
26-9755,1/11/2026,January 2026,1/10/2026,2100,SE 6TH AVE / SE YAMHILL ST,Buckman West,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.515797710,-122.659737718,7648560,681546,2026
26-97561,4/5/2026,April 2026,4/4/2026,2200,8200 BLOCK OF NE BROADWAY,Madison South,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.534956217,-122.578364130,7669591,687982,2026
26-9757,1/11/2026,January 2026,1/11/2026,615,1900 BLOCK OF NW PETTYGROVE ST,Northwest,4,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.532816636,-122.691619552,7640559,687969,2026
26-97580,4/5/2026,April 2026,4/5/2026,1659,14800 BLOCK OF SE POWELL BLVD,Centennial,1,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.497909441,-122.510238921,7686706,674037,2026
26-9759,1/11/2026,January 2026,1/11/2026,827,NW 18TH AVE / NW FLANDERS ST,Northwest,4,Property,Arson,Property,Arson,Arson,1,45.525680222,-122.689322145,7641077,685352,2026
26-97640,4/5/2026,April 2026,4/5/2026,1810,15500 BLOCK OF SE MAIN ST,Centennial,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.512454178,-122.503885905,7688466,679298,2026
26-97643,4/5/2026,April 2026,3/29/2026,1700,100 BLOCK OF SE 119TH AVE,Hazelwood,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.521536944,-122.540424779,7679186,682843,2026
26-97661,4/5/2026,April 2026,4/5/2026,1700,400 BLOCK OF SW KINGSTON AVE,Arlington Heights,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.520362516,-122.706700021,7636572,683535,2026
26-9773,1/11/2026,January 2026,1/10/2026,2200,7100 BLOCK OF SE 18TH AVE,Sellwood-Moreland,4,Property,Burglary,Property,Burglary,Burglary,1,45.472936516,-122.646690580,7651488,665835,2026
26-97731,4/5/2026,April 2026,4/5/2026,1947,2000 BLOCK OF N COLUMBIA BLVD,Kenton,2,Society,Weapon Law Violations,Society,Weapon Law Violations,Weapons Law Violations,1,45.585859317,-122.687460329,7642148,707273,2026
26-97747,4/5/2026,April 2026,4/5/2026,2007,NE HOLLADAY ST / NE 25TH AVE,Kerns,3,Property,Arson,Property,Arson,Arson,1,45.529944231,-122.640367664,7653660,686570,2026
26-97750,4/5/2026,April 2026,4/5/2026,1030,12300 BLOCK OF SE ASH ST,Hazelwood,1,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.521197055,-122.535612081,7680416,682688,2026
26-97799,4/5/2026,April 2026,4/5/2026,2116,7500 BLOCK OF N MISSISSIPPI AVE,Piedmont,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.577583207,-122.676393300,7644899,704180,2026
26-978,1/2/2026,January 2026,1/1/2026,2330,1300 BLOCK OF N SCHMEER RD,East Columbia,2,Property,Burglary,Property,Burglary,Burglary,1,45.589485360,-122.680722615,7643908,708548,2026
26-97813,4/5/2026,April 2026,4/5/2026,2129,5800 BLOCK OF N FESSENDEN ST,Portsmouth,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.591277907,-122.725657744,7632427,709515,2026
26-97833,4/5/2026,April 2026,4/5/2026,2100,3700 BLOCK OF SE 72ND AVE,Foster-Powell,3,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.495361832,-122.589192305,7666444,673622,2026
26-97843,4/5/2026,April 2026,4/5/2026,2202,6600 BLOCK OF NE GLISAN ST,North Tabor,3,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.526517957,-122.595381796,7665152,685019,2026
26-9787,1/11/2026,January 2026,1/11/2026,916,15700 BLOCK OF SE POWELL BLVD,Pleasant Valley,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.495711512,-122.501461815,7688936,673180,2026
26-97881,4/6/2026,April 2026,4/5/2026,2357,10000 BLOCK OF E BURNSIDE ST,Hazelwood,1,Society,Weapon Law Violations,Society,Weapon Law Violations,Weapons Law Violations,1,45.522790847,-122.560253931,7674117,683429,2026
26-97883,4/5/2026,April 2026,4/5/2026,2250,9000 BLOCK OF N NEWMAN AVE,Portsmouth,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.588388344,-122.715591457,7634974,708391,2026
26-9791,1/11/2026,January 2026,1/11/2026,929,1900 BLOCK OF NW GLISAN ST,Northwest,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.526398260,-122.691379593,7640557,685628,2026
26-97950,4/6/2026,April 2026,4/6/2026,27,8600 BLOCK OF N COLUMBIA BLVD,St Johns,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.603702739,-122.749703641,7626400,714214,2026
26-97952,4/6/2026,April 2026,4/6/2026,207,500 BLOCK OF SW 4TH AVE,Downtown,4,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.519541876,-122.676073191,7644411,683023,2026
26-98035,4/6/2026,April 2026,4/6/2026,314,300 BLOCK OF NW 6TH AVE,Old Town/Chinatown,4,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.525557433,-122.676576988,7644341,685219,2026
26-98062,4/6/2026,April 2026,4/6/2026,507,WB SUNSET HWY EO / ZOO EXIT,Arlington Heights,4,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.507055740,-122.711255688,7635272,678717,2026
26-9809,1/11/2026,January 2026,1/11/2026,505,2200 BLOCK OF NW 22ND AVE,Northwest,4,Property,Burglary,Property,Burglary,Burglary,1,45.538739155,-122.696849555,7639278,690164,2026
26-98105,4/6/2026,April 2026,4/4/2026,1100,NE 42ND AVE / NE LOMBARD ST,Cully,2,Property,Burglary,Property,Burglary,Burglary,1,45.570227050,-122.619125358,7659487,701109,2026
26-98108,4/6/2026,April 2026,4/6/2026,710,2300 BLOCK OF SE 152ND AVE,Centennial,1,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.505545291,-122.507067859,7687588,676800,2026
26-98119,4/6/2026,April 2026,3/30/2026,1700,5500 BLOCK OF NE 60TH AVE,Cully,2,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.563068595,-122.600758507,7664121,698377,2026
26-98121,4/6/2026,April 2026,4/6/2026,740,1100 BLOCK OF NE 52ND AVE,Rose City Park,3,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.530647598,-122.610047665,7661434,686622,2026
26-98123,4/6/2026,April 2026,4/5/2026,1326,3200 BLOCK OF NW PITTOCK DR,Hillside,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.525052448,-122.715348603,7634403,685305,2026
26-98150,4/6/2026,April 2026,4/4/2026,1530,7100 BLOCK OF N OATMAN AVE,Arbor Lodge,2,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.574931944,-122.700521051,7638697,703381,2026
26-98159,4/6/2026,April 2026,4/5/2026,2000,3400 BLOCK OF SE 64TH AVE,South Tabor,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.497813915,-122.597510321,7664335,674571,2026
26-98162,4/6/2026,April 2026,4/3/2026,1700,17600 BLOCK OF NE AIRPORT WAY,Wilkes,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.553149370,-122.482322590,7694356,693995,2026
26-9817,1/11/2026,January 2026,1/10/2026,2200,1500 BLOCK OF SE 35TH AVE,Richmond,3,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.511742240,-122.628591291,7656502,679856,2026
26-98170,4/6/2026,April 2026,4/5/2026,2200,4300 BLOCK OF SE 48TH AVE,Creston-Kenilworth,3,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.491551907,-122.612984062,7660309,672392,2026
26-98180,4/6/2026,April 2026,4/5/2026,1700,700 BLOCK OF NE MARTIN LUTHER KING JR BLVD,Lloyd,2,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.528301097,-122.661751341,7648166,686117,2026
26-98185,4/6/2026,April 2026,4/6/2026,842,11000 BLOCK OF NE MARX ST,Parkrose,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.560621992,-122.549028219,7677343,697145,2026
26-98187,4/6/2026,April 2026,4/6/2026,847,NW 6TH AVE / NW HOYT ST,Old Town/Chinatown,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.527340779,-122.676578999,7644358,685869,2026
26-98195,4/6/2026,April 2026,4/4/2026,1700,4100 BLOCK OF NE SANDY BLVD,Hollywood,2,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.535564099,-122.621079403,7658655,688488,2026
26-98196,4/6/2026,April 2026,4/4/2026,220,3600 BLOCK OF SE 174TH AVE,Centennial,1,Property,Burglary,Property,Burglary,Burglary,1,45.496281759,-122.484726822,7693231,673282,2026
26-98212,4/6/2026,April 2026,4/6/2026,630,2200 BLOCK OF NW FRONT AVE,Northwest,4,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.539137879,-122.690477612,7640914,690265,2026
26-98214,4/6/2026,April 2026,4/6/2026,913,5000 BLOCK OF SW MITCHELL ST,Hayhurst,4,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,45.486294735,-122.728956317,7630527,671275,2026
26-98218,4/6/2026,April 2026,4/4/2026,1648,6300 BLOCK OF SW CAPITOL HWY,Hillsdale,4,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.478321656,-122.695909933,7638920,668137,2026
26-98229,4/6/2026,April 2026,4/6/2026,930,NW COUCH ST / NW 13TH AVE,Pearl,4,Society,Drug Offenses,Society,Drug/Narcotic Offenses,Drug/Narcotic Violations,1,45.523637844,-122.684188761,7642372,684572,2026
26-98256,4/6/2026,April 2026,4/4/2026,2000,4800 BLOCK OF SE 65TH AVE,Mt Scott-Arleta,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.487967410,-122.595988314,7664632,670972,2026
26-98261,4/6/2026,April 2026,4/6/2026,1008,1300 BLOCK OF N MASON ST,Overlook,2,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.553430640,-122.680610159,7643582,695406,2026
26-98266,4/6/2026,April 2026,3/31/2026,302,0 BLOCK OF NE 97TH AVE,Hazelwood,1,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.523050392,-122.563678465,7673242,683546,2026
26-98268,4/6/2026,April 2026,4/5/2026,1015,3000 BLOCK OF SE STARK ST,Kerns,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.519353206,-122.634352265,7655099,682669,2026
26-98273,4/6/2026,April 2026,4/5/2026,2230,5600 BLOCK OF NE 34TH AVE,Concordia,2,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.563597895,-122.629704793,7656715,698764,2026
26-98287,4/6/2026,April 2026,4/4/2026,800,5400 BLOCK OF NE 42ND AVE,Cully,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.562533207,-122.620361252,7659097,698313,2026
26-98308,4/6/2026,April 2026,4/6/2026,1110,500 BLOCK OF NE BROADWAY,Eliot,2,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.535111233,-122.660125081,7648649,688588,2026
26-98352,4/6/2026,April 2026,3/31/2026,1109,900 BLOCK OF NW LOVEJOY ST,Pearl,4,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.530080384,-122.680845296,7643292,686897,2026
26-98370,4/6/2026,April 2026,3/31/2026,1643,700 BLOCK OF NW 14TH AVE,Pearl,4,Property,Burglary,Property,Burglary,Burglary,1,45.528253690,-122.685291476,7642135,686262,2026
26-98390,4/6/2026,April 2026,4/6/2026,1246,3500 BLOCK OF SE HAWTHORNE BLVD,Richmond,3,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.512012533,-122.627922420,7656676,679950,2026
26-98399,4/6/2026,April 2026,4/6/2026,1256,2400 BLOCK OF NW VAUGHN ST,Northwest,4,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Intimidation,1,45.536809044,-122.702365543,7637846,689499,2026
26-98400,4/6/2026,April 2026,4/5/2026,900,3700 BLOCK OF SE 132ND AVE,Powellhurst-Gilbert,1,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,45.494960802,-122.527525270,7682248,673073,2026
26-98401,4/6/2026,April 2026,4/4/2026,1600,UNKNOWN ADDRESS,,,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,,,,,2026
26-98420,4/6/2026,April 2026,4/6/2026,1312,3500 BLOCK OF SE 79TH AVE,Foster-Powell,3,Property,Burglary,Property,Burglary,Burglary,1,45.496660756,-122.582479286,7668177,674051,2026
26-98435,4/6/2026,April 2026,2/28/2026,1404,700 BLOCK OF SW BROADWAY,Downtown,4,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.519028385,-122.679858801,7643436,682862,2026
26-98440,4/6/2026,April 2026,4/6/2026,1336,1000 BLOCK OF SW SALMON ST,Downtown,4,Property,Arson,Property,Arson,Arson,1,45.518099146,-122.683714221,7642439,682550,2026
26-98447,4/6/2026,April 2026,4/4/2026,2300,5400 BLOCK OF N INTERSTATE AVE,Overlook,2,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.562273506,-122.682051465,7643300,698639,2026
26-98454,4/6/2026,April 2026,4/5/2026,105,1000 BLOCK OF SE MORRISON ST,Buckman West,3,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.517252672,-122.655164440,7649746,682045,2026
26-98466,4/13/2026,April 2026,3/24/2026,2006,10000 BLOCK OF N PORTLAND RD,St Johns,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.595644093,-122.725321056,7632557,711104,2026
26-98468,4/6/2026,April 2026,3/1/2026,1413,7100 BLOCK OF SW NEVADA TER,Hillsdale,4,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,45.472068600,-122.691464481,7639998,665827,2026
26-98483,4/6/2026,April 2026,4/4/2026,1530,1400 BLOCK OF N HAYDEN ISLAND DR,Hayden Island,2,Property,Burglary,Property,Burglary,Burglary,1,45.613772773,-122.681539687,7643938,717406,2026
26-98484,4/6/2026,April 2026,4/1/2026,1600,9600 BLOCK OF N KALMAR ST,St Johns,2,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.599824477,-122.751461023,7625911,712813,2026
26-98493,4/6/2026,April 2026,12/26/2025,900,UNKNOWN ADDRESS,,,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,,,,,2026
26-98503,4/6/2026,April 2026,4/3/2026,0,13100 BLOCK OF NE PRESCOTT DR,Argay,1,Property,Larceny: Other,Property,Larceny Offenses,Theft From Building,1,45.554453493,-122.528354371,7682580,694763,2026
26-98511,4/6/2026,April 2026,4/6/2026,1502,10100 BLOCK OF SE WASHINGTON ST,Hazelwood,1,Property,Larceny: Shoplifting,Property,Larceny Offenses,Shoplifting,1,45.518296519,-122.558896652,7674423,681782,2026
26-98520,4/6/2026,April 2026,11/19/2025,1515,2400 BLOCK OF SE 85TH AVE,Montavilla,3,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.505024254,-122.575602773,7670018,677054,2026
26-9853,1/11/2026,January 2026,12/20/2025,1305,8900 BLOCK OF NE HALSEY ST,Madison South,3,Property,Vandalism,Property,Vandalism,Vandalism,1,45.533440461,-122.570989162,7671466,687381,2026
26-98533,4/6/2026,April 2026,4/6/2026,1542,1100 BLOCK OF SW 3RD AVE,Downtown,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.515244910,-122.677106625,7644104,681464,2026
26-98566,4/6/2026,April 2026,4/6/2026,1634,300 BLOCK OF SW PARK AVE,Downtown,4,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.521951219,-122.679381653,7643587,683924,2026
26-98570,4/6/2026,April 2026,3/15/2026,1200,2900 BLOCK OF SW COMUS ST,Arnold Creek,4,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.446475105,-122.707352027,7635669,656610,2026
26-98571,4/6/2026,April 2026,4/5/2026,1800,3900 BLOCK OF SE BROOKLYN ST,Richmond,3,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,2,45.501255579,-122.621944083,7658105,675989,2026
26-98578,4/6/2026,April 2026,4/3/2026,1642,4900 BLOCK OF SE 28TH AVE,Reed,4,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.487351408,-122.637444635,7653998,671026,2026
26-98603,4/6/2026,April 2026,3/23/2026,1708,7000 BLOCK OF SE MILWAUKIE AVE,Sellwood-Moreland,4,Property,Fraud,Property,Fraud Offenses,Identity Theft,1,45.473374970,-122.648625788,7650996,666008,2026
26-98622,4/6/2026,April 2026,4/1/2026,1700,15700 BLOCK OF SE POWELL BLVD,Pleasant Valley,1,Property,Vandalism,Property,Vandalism,Vandalism,1,45.495711512,-122.501461815,7688936,673180,2026
26-98636,4/6/2026,April 2026,4/5/2026,430,NE PACIFIC ST / NE GRAND AVE,Lloyd,2,Property,Larceny: Car Prowl - Car Parts,Property,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1,45.529325683,-122.660666134,7648454,686483,2026
26-98658,4/6/2026,April 2026,4/6/2026,1730,1400 BLOCK OF SE GIDEON ST,Hosford-Abernethy,3,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.501500981,-122.651523501,7650526,676279,2026
26-98674,4/6/2026,April 2026,4/5/2026,1630,NW 18TH AVE / NW COUCH ST,Northwest,4,Property,Larceny: Car Prowl - Other,Property,Larceny Offenses,Theft From Motor Vehicle,1,45.523541648,-122.689243584,7641076,684572,2026
26-98689,4/6/2026,April 2026,4/6/2026,1642,6800 BLOCK OF SE 70TH AVE,Brentwood-Darlington,3,Property,Fraud,Property,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1,45.473189565,-122.591360385,7665679,665555,2026
26-9872,1/11/2026,January 2026,1/11/2026,817,7900 BLOCK OF SE POWELL BLVD,South Tabor,3,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.497464694,-122.581416407,7668457,674337,2026
26-98728,4/6/2026,April 2026,4/6/2026,1945,6500 BLOCK OF SE 128TH AVE,Pleasant Valley,1,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.475214845,-122.532054115,7680906,665905,2026
26-98731,4/6/2026,April 2026,4/6/2026,1949,9200 BLOCK OF SE FLAVEL ST,Lents,1,Person,Assault: Aggravated,Person,Assault Offenses,Aggravated Assault,1,45.468385275,-122.568505510,7671495,663653,2026
26-98745,4/6/2026,April 2026,4/6/2026,2011,1100 BLOCK OF NW NAITO PKWY,Pearl,4,Property,Vandalism,Property,Vandalism,Vandalism,1,45.531131931,-122.676900021,7644313,687253,2026
26-98764,4/6/2026,April 2026,4/6/2026,1600,8100 BLOCK OF SE POWELL BLVD,South Tabor,3,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.497459946,-122.579254938,7669011,674321,2026
26-98798,4/6/2026,April 2026,4/6/2026,2133,NW 9TH AVE / NW GLISAN ST,Pearl,4,Person,Assault: Simple/Intimidation,Person,Assault Offenses,Simple Assault,1,45.526561105,-122.680222188,7643417,685610,2026
26-98810,4/6/2026,April 2026,4/6/2026,1421,2300 BLOCK OF SE 157TH AVE,Centennial,1,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.506067726,-122.501655081,7688980,676956,2026
26-98817,4/6/2026,April 2026,3/29/2026,730,8400 BLOCK OF NE COLUMBIA BLVD,Sumner,1,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.564384352,-122.575743289,7670538,698691,2026
26-98838,4/6/2026,April 2026,4/6/2026,2220,900 BLOCK OF SW MORRISON ST,Downtown,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.519836918,-122.681638350,7642988,683169,2026
26-98842,4/6/2026,April 2026,4/6/2026,2224,5000 BLOCK OF NE KILLINGSWORTH ST,Cully,2,Property,Vandalism,Property,Vandalism,Vandalism,1,45.562711884,-122.610798757,7661547,698314,2026
26-98877,4/6/2026,April 2026,4/6/2026,2305,1900 BLOCK OF NE 143RD AVE,Wilkes,1,Property,Motor Vehicle Theft,Property,Motor Vehicle Theft,Motor Vehicle Theft,1,45.537070356,-122.515420313,7685734,688344,2026
26-98914,4/6/2026,April 2026,4/3/2026,1200,0 BLOCK OF NW BROADWAY,Pearl,4,Property,Larceny: Other,Property,Larceny Offenses,All Other Larceny,1,45.523397118,-122.677501186,7644083,684438,2026
