record_id,record_source,accident_date,accident_date_raw,accident_time,aircraft_type,owner_operator,registration,msn,year_of_manufacture,engine_model,fatalities,occupants,other_fatalities,aircraft_damage,category,location,phase,nature,departure_airport,destination_airport,investigating_agency,confidence_rating,url,data_year
20220224-4,record_php,2022-02-24,Thursday 24 February 2022,,Antonov An-26-100,Antonov Airlines,UR-13395,2605,1975,Ivchenko AI-24,0,0,0,"Destroyed, written off",Unlawful Interference,Kyiv-Gostomel Airport (GML) -Ukraine,Standing,-,-,-,,Little or no information is available,https://asn.flightsafety.org/database/record.php?id=20220224-4,2022
20220224-5,record_php,2022-02-24,Thursday 24 February 2022,,Antonov An-22A,Antonov Airlines,UR-09307,043481244,1974,,0,0,0,Substantial,Unlawful Interference,Kyiv-Gostomel Airport (GML) -Ukraine,Standing,-,-,-,,Little or no information is available,https://asn.flightsafety.org/database/record.php?id=20220224-5,2022
20220226-0,record_php,2022-02-26,Saturday 26 February 2022,12:30,Cessna 208B Grand Caravan,AB Aviation,5H-MZA,208B0437,1995,Pratt & Whitney Canada PT6A-114,14,14,0,"Destroyed, written off",Accident,"2,5 km NW off Mohéli-Bandar es Eslam Airport (NWA) -Comoros",Approach,Passenger - Scheduled,Moroni-Prince Said Ibrahim In Airport (HAH/FMCH),Mohéli-Bandar es Eslam Airport (NWA/FMCI),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20220226-0,2022
20220227-0,record_php,2022-02-27,Sunday 27 February 2022,,Antonov An-225,Antonov Airlines,UR-82060,19530503763,1988,,0,0,0,"Destroyed, written off",Unlawful Interference,Kyiv-Gostomel Airport (GML) -Ukraine,Standing,-,-,-,,Little or no information is available,https://asn.flightsafety.org/database/record.php?id=20220227-0,2022
20220227-1,record_php,2022-02-27,Sunday 27 February 2022,,Antonov An-124-100,Antonov Airlines,UR-82009,19530501008,1987,,0,0,0,Substantial,Unlawful Interference,Kyiv-Gostomel Airport (GML) -Ukraine,Standing,-,-,-,,Little or no information is available,https://asn.flightsafety.org/database/record.php?id=20220227-1,2022
20220228-0,record_php,2022-02-28,Monday 28 February 2022,08:37,Cessna 208B Grand Caravan EX,Spirit Avia Sentosa,PK-FSW,208B5247,2015,Pratt & Whitney Canada PT6A-140,0,8,0,Substantial,Accident,Bilogai/Sugapa Airport (ZGP) -Indonesia,Landing,Passenger,Nabire Airport (NBX/WABI),Bilogai/Sugapa Airport (ZGP/WAYB),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20220228-0,2022
20220228-1,record_php,2022-02-28,Monday 28 February 2022,18:46,Embraer ERJ 170-200 LR (ERJ-175LR),"American Eagle, opb Republic Airlines",N402YX,17000364,2013,General Electric CF34-8E5,0,75,0,"Minor, repaired",Incident,"Washington-Ronald Reagan National Airport, DC (DCA) -United States of America",Landing,Passenger - Scheduled,"Providence-Theodore Francis Greene State Airport, RI (PVD/KPVD)","Washington-Ronald Reagan National Airport, DC (DCA/KDCA)",,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/database/record.php?id=20220228-1,2022
20220228-2,record_php,2022-02-28,Monday 28 February 2022,13:53,Cessna 208B Grand Caravan,Revolution Flight,N108RF,208B0528,1996,Pratt & Whitney Canada PT6A-114A,0,2,0,"Substantial, repaired",Accident,"Campbellton, TX -United States of America",Approach,Survey,"San Marcos Regional Airport, TX (KHYI)","Pleasanton Municipal Airport, TX (KPEZ)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220228-2,2022
20220301-0,record_php,2022-03-01,Tuesday 1 March 2022,,Shaanxi Y-8Q,China Naval Air Force - Unit 92967,,,,Zhuzhou WJ6,11,11,0,"Destroyed, written off",Accident,"off Sanya, Hainan Province -China",En route,Military,,,,Little or no information is available,https://asn.flightsafety.org/database/record.php?id=20220301-0,2022
20220302-0,record_php,2022-03-02,Wednesday 2 March 2022,16:30,Embraer EMB-500 Phenom 100,Flyzar,LV-GQN,50000286,2012,,0,4,0,"Substantial, repaired",Accident,"Angra dos Reis Airport, RJ -Brazil",Landing,Private,"Florianópolis-Hercilio Luz International Airport, SC (FLN/SBFL)","Angra dos Reis Airport, RJ (SDAG)",CENIPA,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/database/record.php?id=20220302-0,2022
20220305-0,record_php,2022-03-05,Saturday 5 March 2022,,Dornier 228-101,Indian Coast Guard,CG756,7106/HAL2014,1989,,0,4,0,Substantial,Accident,Kanpur Air Force Station -India,Landing,Military,Chennai Airport (MAA/VOMM),Kanpur Air Force Station (VICX),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20220305-0,2022
20220306-0,record_php,2022-03-06,Sunday 6 March 2022,21:28,Beechcraft 200 Super King Air,HLAF AETA LLC,N8170J,BB-728,1980,,0,5,0,Substantial,Accident,"Gulfport-Biloxi International Airport, MS (GPT) -United States of America",Landing,Executive,"Borger Airport, TX (BGD/KBGD)","Bay St Louis-Stennis International Airport, MS (KHSA)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/database/record.php?id=20220306-0,2022
20220307-0,record_php,2022-03-07,Monday 7 March 2022,10:45,Cessna 525B CitationJet CJ3,Ozark Air Services,N22AU,525B0304,2009,Williams International FJ44-3A,0,2,0,Substantial,Accident,"Baltimore-Martin State Airport, MD (MTN) -United States of America",Landing,Passenger - Non-Scheduled/charter/Air Taxi,"Washington-Dulles International Airport, DC (IAD/KIAD)","Baltimore-Martin State Airport, MD (MTN/KMTN)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220307-0,2022
20220308-0,record_php,2022-03-08,Tuesday 8 March 2022,13:15,Cessna 208 Caravan I,Bamaji Air,C-GIPR,20800343,2001,Pratt & Whitney Canada PT6A-114A,0,2,0,"Destroyed, written off",Accident,"17 km NNW of Sioux Lookout Airport, ON (YXL) -Canada",En route,Cargo,"Sioux Lookout Airport, ON (YXL/CYXL)",,TSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220308-0,2022
20220309-0,record_php,2022-03-09,Wednesday 9 March 2022,08:30,Honda HA-420 HondaJet,Jet It LLC,N903JT,42000224,2021,GE Honda HF120,0,3,0,Substantial,Accident,"Pittsburgh-Allegheny County Airport, PA (AGC) -United States of America",Landing,Passenger - Non-Scheduled/charter/Air Taxi,"Teterboro Airport, NJ (TEB/KTEB)","West Mifflin-Allegheny County Airport, PA (AGC/KAGC)",,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20220309-0,2022
20220312-0,record_php,2022-03-12,Saturday 12 March 2022,15:04,Beechcraft 1900D,Bocas Air,HP-1948BT,UE-206,1996,P&W Canada PT6A-67D,0,10,0,Substantial,Accident,Panama City Albrook-Marcos A. Gelabert International Airport (PAC) -Panama,Take off,Passenger - Scheduled,Panama City Albrook-Marcos A. Gelabert International Airport (PAC/MPMG),Bocas Del Toro Airport (BOC/MPBO),OFINVAA,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220312-0,2022
20220317-0,record_php,2022-03-17,Thursday 17 March 2022,20:50,Cessna 208B Super Cargomaster,Martinaire,N9469B,208B0079,1988,Pratt & Whitney Canada PT6A-114A,0,1,0,"Substantial, repaired",Accident,"Dallas/Fort Worth International Airport, TX (DFW/KDFW) -United States of America",Taxi,Cargo,"Wichita Falls Regional Airport, TX (SPS/KSPS)","Dallas/Fort Worth International Airport, TX (DFW/KDFW)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220317-0,2022
20220317-1,record_php,2022-03-17,Thursday 17 March 2022,20:50,Cessna 208B Super Cargomaster,Martinaire,N78SA,208B0467,1995,Pratt & Whitney Canada PT6A-114A,0,1,0,"Minor, repaired",Accident,"Dallas/Fort Worth International Airport, TX (DFW/KDFW) -United States of America",Taxi,Cargo,"Tyler-Pounds Regional Airport, TX (TYR/KTYR)","Dallas/Fort Worth International Airport, TX (DFW/KDFW)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220317-1,2022
20220321-0,record_php,2022-03-21,Monday 21 March 2022,06:22,Boeing 737-89P (WL),China Eastern Airlines,B-1791,41474/5453,2015,CFMI CFM56-7B26E,132,132,0,"Destroyed, written off",Accident,"20 km SW of Wuzhou, Tengxian County -China",En route,Passenger - Scheduled,Kunming Changshui International Airport (KMG/ZPPP),Guangzhou Baiyun International Airport (CAN/ZGGG),CAAC,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/database/record.php?id=20220321-0,2022
20220330-0,record_php,2022-03-30,Wednesday 30 March 2022,12:23,Cessna 208 Caravan I,"Skydive Costa d'Argento, lsf Gladwings",D-FLIC,20800274,1998,,1,1,0,"Destroyed, written off",Accident,Säntis Mountain -Switzerland,En route,Ferry/positioning,Siegen-Siegerland Airport (SGE/EDGS),Arezzo (LIQB),STSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220330-0,2022
20220401-0,record_php,2022-04-01,Friday 1 April 2022,17:00,Embraer EMB-110P2 Bandeirante,TAG Airlines,TG-TAN,110342,1981,P&W Canada PT6A,0,,0,Substantial,Accident,Belize City-Philip S.W. Goldson International Airport (BZE) -Belize,Take off,Passenger - Scheduled,Belize City-Philip S.W. Goldson International Airport (BZE/MZBZ),Guatemala City-La Aurora Airport (GUA/MGGT),,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/database/record.php?id=20220401-0,2022
20220402-0,record_php,2022-04-02,Saturday 2 April 2022,11:19,Learjet 75,Georgia Crown Distributing Co.,N877W,45-496,2014,Honeywell TFE731-40BR-1,0,4,0,"Substantial, written off",Accident,"Morristown Municipal Airport, NJ (MMU) -United States of America",Landing,Private,"Atlanta-Fulton County Airport, GA (FTY/KFTY)","Morristown Municipal Airport, NJ (MMU/KMMU)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220402-0,2022
20220407-0,record_php,2022-04-07,Thursday 7 April 2022,10:25,Boeing 757-27A (PCF),DHL Aero Expreso,HP-2010DAE,29610/904,1999,Pratt & Whitney PW2037,0,2,0,"Destroyed, written off",Accident,San José-Juan Santamaria International Airport (SJO) -Costa Rica,Landing,Cargo,San José-Juan Santamaria International Airport (SJO/MROC),Guatemala City-La Aurora Airport (GUA/MGGT),DGAC Costa Rica,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220407-0,2022
20220408-0,record_php,2022-04-08,Friday 8 April 2022,14:34,Aero Modifications AMI DC-3-65TP,ALIANSA Colombia,HK-5016,25546/14101,1944,Pratt & Whitney Canada PT6A-65AR,0,14,0,Substantial,Accident,San Felipe Airport -Colombia,Landing,Cargo,Inírida-César Gaviria Trujillo Airport (PDA/SKPD),San Felipe Airport (SKFP),Aerocivil,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220408-0,2022
20220411-0,record_php,2022-04-11,Monday 11 April 2022,12:24,Beechcraft A100 King Air,Thunder Airlines,C-GYQK,B-153,1973,,0,10,0,Substantial,Accident,"Timmins Airport, ON (YTS) -Canada",Landing,Passenger - Scheduled,"Moosonee Airport, ON (YMO/CYMO)","Fort Albany Airport, ON (YFA/CYFA)",,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/database/record.php?id=20220411-0,2022
20220413-0,record_php,2022-04-13,Wednesday 13 April 2022,08:32,Cessna 208B Grand Caravan,Gem Air,N928JP,208B2428,2013,Pratt & Whitney Canada PT6A-114A,1,1,0,"Destroyed, written off",Accident,"0,7 km NE of Burley Municipal Airport, ID (BYI) -United States of America",Approach,Cargo,"Salt Lake City International Airport, UT (SLC/KSLC)","Burley Municipal Airport, ID (BYI/KBYI)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220413-0,2022
20220413-1,record_php,2022-04-13,Wednesday 13 April 2022,13:03,Basler BT-67 Turbo 67,Servicio Aéreo de Policia,PNC0257,9670,1943,Pratt & Whitney Canada PT6A-67R,0,14,0,Substantial,Accident,Villavicencio-La Vanguardia Airport (VVC) -Colombia,Landing,Military,Florencia-Gustavo Artunduaga Paredes Airport (FLA/SKFL),Villavicencio-La Vanguardia Airport (VVC/SKVV),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20220413-1,2022
20220413-2,record_php,2022-04-13,Wednesday 13 April 2022,,Gulfstream American G-1159 Gulfstream II B,private,N511PK,102,1971,Rolls-Royce Spey 511,0,,0,"Destroyed, written off",Other,within Venezuela -Venezuela,Standing,Illegal Flight,,,,Little or no information is available,https://asn.flightsafety.org/database/record.php?id=20220413-2,2022
20220414-0,record_php,2022-04-14,Thursday 14 April 2022,22:12,Fairchild SA227-DC Metro 23,Denver Air Connection,N820DC,DC-820B,1993,Garrett TPE331,0,,0,"Substantial, repaired",Accident,"Denver International Airport, CO (DEN/KDEN) -United States of America",Take off,Passenger - Scheduled,"Denver International Airport, CO (DEN/KDEN)","Alliance Municipal Airport, NE (AIA/KAIA)",,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20220414-0,2022
20220417-0,record_php,2022-04-17,Sunday 17 April 2022,14:38,Cessna 525B CitationJet CJ3,GP Aviation LLC,N225SC,525B0611,2020,Williams International FJ44-3A,0,3,0,"Substantial, written off",Accident,"Caldwell Wright Airport, NJ (CDW) -United States of America",Landing,Private,"St. Paul Downtown Airport, MN (STP/KSTP)","Caldwell Wright Airport, NJ (CDW/KCDW)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220417-0,2022
20220422-0,record_php,2022-04-22,Friday 22 April 2022,10:00,Antonov An-26B-100,Constanta Airlines,UR-UZB,11305,1981,Ivchenko AI-24VT,1,3,0,"Destroyed, written off",Accident,Mykhailivka -Ukraine,En route,Ferry/positioning,Zaporozhye Airport (OZH/UKDE),Uzhgorod Airport (UDJ/UKLU),NBAAI,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220422-0,2022
20220430-0,record_php,2022-04-30,Saturday 30 April 2022,18:20,Cessna 208B Grand Caravan,Centre Ecole de Parachutisme Sportif de l'Ariège,F-GXMP,208B0173,1989,Pratt & Whitney Canada PT6A-42A,0,2,0,Substantial,Accident,Pamiers/Les Pujols Airport -France,Approach,Parachuting,Pamiers/Les Pujols Airport (LFDJ),Pamiers/Les Pujols Airport (LFDJ),BEA,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220430-0,2022
20220503-0,record_php,2022-05-03,Tuesday 3 May 2022,09:50,Shorts 360-300,Air Cargo Carriers,N744LG,SH.3744,1988,Pratt & Whitney Canada PT6A-67R,0,2,0,"Substantial, repaired",Accident,San Juan-Luis Muñoz Marín International Airport (SJU) -Puerto Rico,Landing,Training,San Juan-Luis Muñoz Marín International Airport (SJU/TJSJ),San Juan-Luis Muñoz Marín International Airport (SJU/TJSJ),NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20220503-0,2022
