record_id,record_source,accident_date,accident_date_raw,accident_time,aircraft_type,owner_operator,registration,msn,year_of_manufacture,engine_model,fatalities,occupants,other_fatalities,aircraft_damage,category,location,phase,nature,departure_airport,destination_airport,investigating_agency,confidence_rating,url,data_year
472279,wikibase,2025-01-20,Monday 20 January 2025,10:45,Hawker 800XP,Superior Diesel Inc,N6NR,258701,2004,,0,6,0,Substantial,Accident,"Minneapolis-St. Paul International Airport, MN (MSP/KMSP) -United States of America",Landing,Private,"Fort Lauderdale-Executive Airport, FL (FXE/KFXE)","Minneapolis-Flying Cloud Airport, MN (FCM/KFCM)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/472279,2025
472867,wikibase,2025-01-24,Friday 24 January 2025,00:31 UTC,Boeing 787-8 Dreamliner,United Airlines,N27903,34823/52,2012,,0,256,0,None,Accident,over Dabouzra -Cote d'Ivoire,En route,Passenger - Scheduled,Lagos-Murtala Muhammed International Airport (LOS/DNMM),"Washington-Dulles International Airport, DC (IAD/KIAD)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/472867,2025
473910,wikibase,2025-01-07,Tuesday 7 January 2025,17:40,Boeing 787-9 Dreamliner,All Nippon Airways - ANA,JA892A,34513/571,2017,,0,196,0,None,Accident,"near Ojai, CA -United States of America",Approach,Passenger - Scheduled,"Tokyo International Airport/Haneda (HND/RJTT), Japan","Los Angeles International Airport (LAX/KLAX), CA, USA",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/473910,2025
473924,wikibase,2025-01-28,Tuesday 28 January 2025,22:15,Airbus A321-231,Air Busan,HL7763,3297,2007,IAE V2533-A5,0,176,0,"Destroyed, written off",Accident,Busan-Gimhae (Pusan) International Airport (PUS/RKPK) -South Korea,Standing,Passenger - Scheduled,Busan-Gimhae (Pusan) International Airport (PUS/RKPK),Hong Kong-Chek Lap Kok International Airport (HKG/VHHH),ARAIB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/473924,2025
474071,wikibase,2025-01-28,Tuesday 28 January 2025,22:45,Boeing 737-4D7,Max Air,5N-MBD,28704/2968,,CFMI CFM56-3,0,59,0,Substantial,Accident,Kano-Aminu Kano International Airport (KAN/DNKN) -Nigeria,Landing,Passenger - Scheduled,Lagos-Murtala Muhammed International Airport (LOS/DNMM),Kano-Aminu Kano International Airport (KAN/DNKN),NSIB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/474071,2025
474162,wikibase,2025-01-29,Wednesday 29 January 2025,10:30,Beechcraft 1900D,"Light Air Services, lsf Eagle Air",5X-RHB,UE-429,2001,Pratt & Whitney Canada PT6A-67D,20,21,0,"Destroyed, written off",Accident,GPOC Unity Airstrip -South Sudan,Take off,Passenger - Non-Scheduled/charter/Air Taxi,GPOC Unity Airstrip,Juba Airport (JUB/HJJJ),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/474162,2025
474232,wikibase,2025-01-29,Wednesday 29 January 2025,08:11,Cessna S550 Citation S/II,"Ministry of Interior, Justice and Peace",YV3561,S550-0109,,P&W Canada JT15D-4,3,3,0,Destroyed,Accident,"El VolcÃ¡n sector, Baruta -Venezuela",Initial climb,Unknown,Caracas/La Carlota-Gen. Francisco de Miranda Air Base (SVFM),,,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/474232,2025
474365,wikibase,2025-01-29,Wednesday 29 January 2025,20:48,Bombardier CRJ-701ER (CL-600-2C10),"American Eagle, opb PSA Airlines",N709PS,702614,2004,GE T700-GE-701D,64,64,3,"Destroyed, written off",Accident,"near Washington-Ronald Reagan National Airport, DC (DCA/KDCA) -United States of America",Approach,Passenger - Scheduled,"Wichita Dwight D. Eisenhower National Airport, KS (ICT/KICT)","Washington-Ronald Reagan National Airport, DC (DCA/KDCA)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/474365,2025
474764,wikibase,2025-01-31,Friday 31 January 2025,18:07,Learjet 55,Med Jets SA de CV dba Jet Rescue,XA-UCI,55-032,1982,,6,6,2,Destroyed,Accident,"near North Philadelphia Airport (PNE/KPNE), Philadelphia, PA -United States of America",Initial climb,Ambulance,"Philadelphia-North Philadelphia Airport, PA (PNE/KPNE)","Springfield-Branson National Airport, MO (SGF/KSGF)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/474764,2025
475037,wikibase,2025-02-01,Saturday 1 February 2025,19:02,Bombardier CRJ-200LR,"American Eagle, opb Air Wisconsin",N420AW,7640,2002,GE CF34-3B1,0,13,0,Substantial,Accident,"Chicago OâHare International Airport (ORD/KORD), Chicago, IL -United States of America",Taxi,Passenger - Scheduled,"Kalamazoo-Battle Creek International Airport, MI (AZO/AZO)","Chicago-O'Hare International Airport, IL (ORD/KORD)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/475037,2025
475254,wikibase,2025-02-06,Thursday 6 February 2025,10:28,Viking DHC-6-400 Twin Otter,Tropicair,P2-AXL,895,2013,PWC PT6A-34,0,10,0,Substantial,Accident,Kerema Airport (KMA/AYKM) -Papua New Guinea,Landing,Passenger - Non-Scheduled/charter/Air Taxi,Purari,Kerema Airport (KMA/AYKM),AIC PNG,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/475254,2025
475261,wikibase,2025-02-05,Wednesday 5 February 2025,10:15,Boeing 787-9 Dreamliner,Japan Airlines (JAL),JA868J,34845/544,2017,,0,185,0,Minor,Accident,"Seattle/Tacoma International Airport (SEA/KSEA), Seattle, WA -United States of America",Taxi,Passenger - Scheduled,Tokyo-Narita Airport (NRT/RJAA),"Seattle/Tacoma International Airport, WA (SEA/KSEA)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/475261,2025
475296,wikibase,2025-02-05,Wednesday 5 February 2025,10:15,Boeing 737-832 (WL),Delta Air Lines,N3737C,30799/712,2000,CFMI CFM56-7B,0,150,0,Substantial,Accident,"Seattle/Tacoma International Airport (SEA/KSEA), Seattle, WA -United States of America",Standing,Passenger - Scheduled,"Seattle/Tacoma International Airport, WA (SEA/KSEA)",Puerto Vallarta-Gustavo D. Ordaz Airport (PVR/MMPR),NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/475296,2025
475317,wikibase,2025-02-06,Thursday 6 February 2025,14:00,Beechcraft B300 King Air 350,Metrea Special Aerospace,N349CA,FL-349,2002,,4,4,0,Destroyed,Accident,Ampatuan  -Philippines,En route,,,,,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/475317,2025
475576,wikibase,2025-02-06,Thursday 6 February 2025,15:20,Cessna 208B Grand Caravan EX,Bering Air,N321BA,208B5613,2020,Pratt & Whitney Canada PT6A-140,10,10,0,"Destroyed, written off",Accident,"near Nome, AK -United States of America",En route,Passenger - Scheduled,"Unalakleet Airport, AK (UNK/PAUN)","Nome Airport, AK (OME/PAOM)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/475576,2025
475681,wikibase,2025-02-05,Wednesday 5 February 2025,,Antonov An-2R,Navigator,UP-A0123,1G210-52,,,0,4,0,Substantial,Accident,"1,5 km from Arkalyk -Kazakhstan",Approach,Ambulance,Kostanay-Narimanovka Airport (KSN/UAUU),Arkalyk Airport (AYK/UAUR),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/475681,2025
476185,wikibase,2025-02-01,Saturday 1 February 2025,09:30,Lockheed C-130A Hercules,TBM Inc,N466TM,182-3173,,,0,8,0,None,Accident,"near Daggett, CA -United States of America",Manoeuvring,Training,"Blythe Airport, CA (BLH/KBLH)","Blythe Airport, CA (BLH/KBLH)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/476185,2025
476311,wikibase,2025-02-10,Monday 10 February 2025,11:11 UTC,Antonov An-26B-100,"Air Urga, opf United Nations - UN",UR-ELB,14005,1983,,0,6,0,Destroyed,Accident,N'DÃ©lÃ© Airport (NDL) -Central African Republic,Landing,Cargo,Bangui Airport (BGF/FEFF),NdÃ©lÃ© Airport (NDL/FEFN),,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/476311,2025
476486,wikibase,2025-02-10,Monday 10 February 2025,14:38,Learjet 35A,Chromed in Hollywood Inc,N81VN,35-652,1989,Garrett TFE731-2,1,4,0,Substantial,Accident,"Scottsdale Airport (SDL/KSDL), Scottsdale, AZ -United States of America",Landing,Executive,"Austin-Bergstrom International Airport, TX (AUS/KAUS)","Scottsdale Airport, AZ (SCF/KSDL)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/476486,2025
476521,wikibase,2025-02-10,Monday 10 February 2025,14:38,IAI Gulfstream G200,WW Aviation Inc,N199DF,128,2005,,0,0,1,Substantial,Accident,"Scottsdale Airport (SDL/KSDL), Scottsdale, AZ -United States of America",Standing,-,-,-,NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/476521,2025
477900,wikibase,2025-02-14,Friday 14 February 2025,18:40,Cessna 208A Cargomaster,"Eagle Air Transport Inc, opb Skydive Palatka",N40EA,20800065,1985,,1,1,0,"Destroyed, written off",Accident,"near Pierson, FL -United States of America",Manoeuvring,Ferry/positioning,Sebastian-Roseland Municipal Airport (X26),"Palatka Municipal/Lt Kay Larkin Field Airport, FL (28J)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/477900,2025
478264,wikibase,2025-02-13,Thursday 13 February 2025,17:00 LT,Boeing 737-7H4 (WL),Southwest Airlines,N939WN,36646/2933,2009,CFMI CFM56-7B24/3,0,120,0,None,Accident,"near San Francisco, CA -United States of America",En route,Passenger - Scheduled,"Oakland International Airport, CA (OAK/KOAK)","San Diego International Airport, CA (SAN/KSAN)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/478264,2025
478376,wikibase,2025-02-17,Monday 17 February 2025,14:12,Bombardier CRJ-900LR,"Delta Connection, opb Endeavor Air",N932XJ,15194,2008,GE CF34-8C5,0,80,0,"Destroyed, written off",Accident,"Toronto Pearson Int'l Airport (YYZ), ON -Canada",Landing,Passenger - Scheduled,"Minneapolis-St. Paul International Airport, MN (MSP/KMSP)","Toronto-Pearson International Airport, ON (YYZ/CYYZ)",TSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/478376,2025
481014,wikibase,2025-02-03,Monday 3 February 2025,10:56 EST,Boeing 737 MAX 8,Sunwing Airlines,C-FZXI,62883/7893,2022,CFMI CFM LEAP-1B,0,,0,"Substantial, repaired",Accident,"Toronto-Pearson International Airport, ON (YYZ/CYYZ) -Canada",Pushback / towing,Passenger - Scheduled,"Toronto-Pearson International Airport, ON (YYZ/CYYZ)",RÃ­o Hato-Scarlett Martinez International Airport (RIH/MPSM),TSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/481014,2025
482421,wikibase,2025-02-13,Thursday 13 February 2025,09:36 UTC,Boeing 777-36NER,British Airways,G-STBD,38695/968,2011,General Electric GE90-115B,0,,0,None,Accident,"over Uwins Island, WA -Australia",En route,Passenger - Scheduled,"Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)",Singapore-Changi International Airport (SIN/WSSS),ATSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/482421,2025
482533,wikibase,2025-03-04,Tuesday 4 March 2025,09:54,British Aerospace 3201 Jetstream 32EP,SAETA PerÃº,OB-2178,861,1989,,0,13,0,"Destroyed, written off",Accident,GÃ¼eppi Airport (SPGP) -Peru,Landing,Passenger,Iquitos-Coronel FAP Francisco Secada Vignetta International Airport (IQT/SPQT),GÃ¼eppi Airport (SPGP),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/482533,2025
482715,wikibase,2025-03-04,Tuesday 4 March 2025,12:37,Honda HA-420 HondaJet,Ashy M LLC,N524HJ,42000077,2017,,0,1,0,"Substantial, written off",Accident,"San Antonio International Airport (SAT/KSAT), San Antonio, TX -United States of America",Landing,Ferry/positioning,"Austin Executive Airport, TX (KEDC)","San Antonio International Airport, TX (SAT/KSAT)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/482715,2025
483359,wikibase,2025-03-07,Friday 7 March 2025,,Antonov An-32,Indian Air Force - IAF,,,,,0,,0,Destroyed,Accident,Bagdogra Airport (IXB/VEBD) -India,Landing,Military,,,,,https://asn.flightsafety.org/wikibase/483359,2025
484220,wikibase,2025-03-09,Sunday 9 March 2025,c. 11:25 LT,Beechcraft B300 King Air 350,Wheels Up Partners LLC,N832UP,FL-945,2014,,0,2,0,Substantial,Accident,"Kissimmee Gateway Airport (ISM/KISM), Orlando, FL -United States of America",Taxi,Passenger - Non-Scheduled/charter/Air Taxi,"Kissimmee Gateway Airport, FL (ISM/KISM)",,,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/484220,2025
484479,wikibase,2025-03-02,Sunday 2 March 2025,,Boeing 737 MAX 8,Southwest Airlines,N8776L,67761/8356,2022,CFMI CFM LEAP-1B,0,176,0,None,Accident,"near San Diego, CA -United States of America",En route,Passenger - Scheduled,"Honolulu-Daniel K. Inouye International Airport, HI (HNL/PHNL)","San Diego International Airport, CA (SAN/KSAN)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/484479,2025
484563,wikibase,2025-03-09,Sunday 9 March 2025,19:40 UTC,Cessna 750 Citation X,"Ryan Air LLC, opb  Wheels Up Private Jets",N962TX,750-0126,2000,,0,,0,Substantial,Accident,"Las Vegas-Harry Reid International Airport, NV (LAS/KLAS) -United States of America",Taxi,Unknown,"San Diego International Airport, CA (SAN/KSAN)","Las Vegas-Harry Reid International Airport, NV (LAS/KLAS)",,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/484563,2025
484850,wikibase,2025-03-13,Thursday 13 March 2025,07:33,Cessna 525A Citation CJ2+,LBL 525 CZ LLC,N525CZ,525A0380,2007,,1,1,0,Destroyed,Accident,"near Mesquite Metro Airport (KHQZ), Mesquite, TX -United States of America",Initial climb,Ferry/positioning,"Mesquite Metro Airport, TX (KHQZ)","Dallas-Addison Airport, TX (ADS/KADS)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/484850,2025
484948,wikibase,2025-03-13,Thursday 13 March 2025,17:59,Boeing 737-823 (WL),American Airlines,N885NN,31139/3935,2012,CFMI CFM56-7B,0,178,0,"Substantial, repaired",Accident,"Denver International Airport (DEN/KDEN), Denver, CO -United States of America",Taxi,Passenger - Scheduled,"Colorado Springs Municipal Airport, CO (COS/KCOS)","Dallas/Fort Worth International Airport, TX (DFW/KDFW)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/484948,2025
486404,wikibase,2025-03-14,Friday 14 March 2025,07:38,Cessna 208B Super Cargomaster,Martinaire Aviation LLC,N9471B,208B0081,1988,,0,1,0,Substantial,Accident,"Dallas/Fort Worth International Airport (DFW/KDFW), Dallas, TX -United States of America",Taxi,Cargo,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)","Dallas-Addison Airport, TX (ADS/KADS)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/486404,2025
486502,wikibase,2025-03-17,Monday 17 March 2025,c. 18:27 LT,British Aerospace 3212 Jetstream 32,LANHSA - LÃ­nea AÃ©rea Nacional de Honduras S.A,HR-AYW,863,1989,,12,17,0,"Destroyed, written off",Accident,"off Juan Manuel GÃ¡lvez International Airport (RTB/MHRO), RoatÃ¡n -Honduras",Initial climb,Passenger,RoatÃ¡n-Juan Manuel GÃ¡lvez International Airport (RTB/MHRO),La Ceiba-Goloson International Airport (LCE/MHLC),CIAIA Honduras,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/486502,2025
486999,wikibase,2025-03-18,Tuesday 18 March 2025,,de Havilland Canada DHC-6 Twin Otter,Fuerza AÃ©rea del PerÃº,FAP309,902,,,0,3,0,Substantial,Accident,"near Soplin, Loreto  -Peru",Landing,Military,SPID,,,,https://asn.flightsafety.org/wikibase/486999,2025
487468,wikibase,2025-03-19,Wednesday 19 March 2025,14:45,Cessna 550 Citation II,Tecs Zeltzer Elliot LLC,N627HS,S550-0072,1985,P&W Canada JT15D-4,0,2,0,Substantial,Accident,"Hilton Head Airport (HHH/KHXD), Hilton Head Island, SC -United States of America",Landing,Private,"Conway Horry County Airport, SC (KHYW)","Hilton Head Airport, SC (HHH/KHXD)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/487468,2025
487482,wikibase,2025-03-19,Wednesday 19 March 2025,12:36,de Havilland Canada DHC-8-103,Bighorn Airways,N990BH,265,1991,P&W Canada PW120,0,2,0,Substantial,Accident,"Sheridan Airport (SHR/KSHR), Sheridan, WY -United States of America",Taxi,Training,"Sheridan Airport, WY (SHR/KSHR)","Sheridan Airport, WY (SHR/KSHR)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/487482,2025
487958,wikibase,2025-03-22,Saturday 22 March 2025,17:43 LT,de Havilland Canada DHC-5D Buffalo,Trident Aviation,5Y-RBA,109,1981,General Electric CT64-820-4,5,5,0,"Destroyed, written off",Accident,24 km southwest of Mogadishu -Somalia,Approach,Cargo,Dhobley (HCDB),Mogadishu Aden Adde International Airport (MGQ/HCMM),AAIB Somalia,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/487958,2025
489092,wikibase,2025-03-24,Monday 24 March 2025,08:04,Cirrus SF50 Vision Jet G2+,Galati Yacht Sales LLC,N56GY,0324,2021,Williams FJ33-5A,0,1,0,Substantial,Accident,"Kissimmee Gateway Airport (ISM/KISM), Kissemmee, FL -United States of America",Landing,Executive,"Kissimmee Gateway Airport, FL (ISM/KISM)","Gulf Shores-Edwards Airport, AL (GUF/KJKA)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/489092,2025
494139,wikibase,2025-03-26,Wednesday 26 March 2025,16:00 BST,Dassault Falcon 20E,Draken Europe,G-FRAD,304,,,0,,0,Substantial,Accident,"Tregaswith, Cornwall -United Kingdom",Approach,Military,Bournemouth International Airport (BOH/EGHH),Newquay-Cornwall Airport (NQY/EGHQ),AAIB,,https://asn.flightsafety.org/wikibase/494139,2025
494972,wikibase,2025-04-07,Monday 7 April 2025,06:06,Honda HA-420 HondaJet,Andy Leavitt Enterprises LLC,N826E,42000170,2019,,0,5,0,Substantial,Accident,"Southwest Oregon Regional Airport (OTH/KOTH), North Bend, OR -United States of America",Landing,Executive,"Saint George Regional Airport, UT (SGU/KSGU)","North Bend-Southwest Oregon Regional Airport, OR (OTH/KOTH)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/494972,2025
495252,wikibase,2025-04-07,Monday 7 April 2025,c. 17:24 LT,Hawker IU-93A (Hawker 800XP),ForÃ§a AÃ©rea Brasileira - FAB,6053,258447,,,0,,0,Substantial,Accident,"SÃ£o JosÃ© dos Campos Airport (SDK)/SBSJ), SP -Brazil",Landing,Military,"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ)","SÃ£o JosÃ© dos Campos Airport, SP (SJK/SBSJ)",,,https://asn.flightsafety.org/wikibase/495252,2025
495882,wikibase,2025-04-10,Thursday 10 April 2025,c 16:10 LT,Fairchild SA227-AC Metro III,Key Lime Air,N2728G,AC-731,1989,,0,2,0,Substantial,Accident,"North Little Rock Municipal Airport (ORK/KORK), North Little Rock, AR -United States of America",Landing,Cargo,"North Little Rock Municipal Airport, AR (KORK)","North Little Rock Municipal Airport, AR (KORK)",,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/495882,2025
496008,wikibase,2025-04-10,Thursday 10 April 2025,16:24,Gulfstream V,Talon Air,N1948Z,600,,,0,,0,Substantial,Accident,Cabo San Lucas Airport (MMSL) -Mexico,Landing,Unknown,"Teterboro Airport, NJ (TEB/KTEB)",Cabo San Lucas Airport (MMSL),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/496008,2025
496295,wikibase,2025-04-11,Friday 11 April 2025,c. 15:11 LT,Hawker 800XPi,Air Ocean Maroc,CN-TKC,258670,,Garrett TFE731,0,3,0,Destroyed,Accident,FÃ¨s-SaÃ¯ss Airport (FEZ/GMFF) -Morocco,Landing,Unknown,Marrakech-Menara Airport (RAK/GMMX),FÃ¨s-SaÃ¯ss Airport (FEZ/GMFF),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/496295,2025
498990,wikibase,2025-03-27,Thursday 27 March 2025,20:34 UTC,Boeing 787-9 Dreamliner,United Airlines,N27958,36406/342,2015,,0,189,0,None,Accident,NE of Claveria -Philippines,En route,Passenger - Scheduled,"San Francisco International Airport, CA (SFO/KSFO)",Singapore-Changi International Airport (SIN/WSSS),NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/498990,2025
499431,wikibase,2025-02-28,Friday 28 February 2025,11:33 UTC,Swearingen SA226-TC Metro II,SkyCare Air Ambulance,C-GKPX,TC-264,1978,,0,3,0,Substantial,Accident,"Thunder Bay Airport, ON (YQT) -Canada",Take off,Ambulance,"Thunder Bay Airport, ON (YQT/CYQT)","Sioux Lookout Airport, ON (YXL/CYXL)",TSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/499431,2025
499522,wikibase,2025-04-17,Thursday 17 April 2025,08:30,Cessna 208B Grand Caravan EX,Tropic Air,V3-HIG,208B5457,2018,Pratt & Whitney Canada PT6A-140,1,14,0,None,Unlawful Interference,near Corozal  -Belize,En route,Passenger,Corozal Airport (CZH/MZCZ),San Pedro Airport (SPR/MZSP),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/499522,2025
499557,wikibase,2025-04-17,Thursday 17 April 2025,11:15,Boeing 737-7BD (WL),Southwest Airlines,N7724A,36725/2815,2009,CFMI CFM56-7B,0,139,0,None,Accident,"near William P. Hobby Airport (HOU/KHOU), Houston, TX -United States of America",Standing,Passenger - Scheduled,"Houston-William P. Hobby Airport, TX (HOU/KHOU)",San JosÃ© del Cabo-Los Cabos International Airport (SJD/MMSD),NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/499557,2025
499606,wikibase,2025-04-15,Tuesday 15 April 2025,c. 16:11 LT,ATR 72-600 (72-212A),Aurigny Air Services,G-PEMB,1174,2014,P&W Canada PW127,0,,0,Substantial,Accident,"Guernsey Airport, Channel Islands (GCI/EGJB) -United Kingdom",Landing,Passenger - Scheduled,London-Gatwick Airport (LGW/EGKK),"Guernsey Airport, Channel Islands (GCI/EGJB)",,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/499606,2025
