record_id,record_source,accident_date,accident_date_raw,accident_time,aircraft_type,owner_operator,registration,msn,year_of_manufacture,engine_model,fatalities,occupants,other_fatalities,aircraft_damage,category,location,phase,nature,departure_airport,destination_airport,investigating_agency,confidence_rating,url,data_year
20080125-0,record_php,2008-01-25,Friday 25 January 2008,,Antonov An-12BP,Aéro-Service,EK11660,5343209,1965,Ivchenko AI-20M,0,,0,"Substantial, written off",Accident,Pointe Noire Airport (PNR) -Congo,Taxi,Cargo,,Pointe-Noire Airport (PNR/FCPP),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080125-0,2008
20080125-1,record_php,2008-01-25,Friday 25 January 2008,,Boeing 727-247,"Canadian Airways Congo, lsf Teebah Airlines",9L-LEF,21482/1341,1978,Pratt & Whitney JT8D-15 (HK3),0,0,0,"Substantial, written off",Other,Pointe Noire Airport (PNR) -Congo,Standing,-,-,-,,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080125-1,2008
20080126-0,record_php,2008-01-26,Saturday 26 January 2008,09:35,CASA/IPTN NC-212 Aviocar 200,Dirgantara Air Services,PK-VSE,412/92N,1993,Garrett TPE331-10R-512C,3,3,0,"Destroyed, written off",Accident,"6,3 km Se of Long Apung Airport (LPU) -Indonesia",En route,Cargo,Tarakan-Juwata Airport (TRK/WALR),Long Apung Airport (LPU/WALP),NTSC,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080126-0,2008
20080126-1,record_php,2008-01-26,Saturday 26 January 2008,,Xian MA60,Air Zimbabwe,,,2005,Pratt & Whitney Canada PW127J,0,,0,"Substantial, repaired",Accident,Bulawayo-Joshua Mqabuko Nkomo International Airport (BUQ) -Zimbabwe,Landing,Passenger - Scheduled,,Bulawayo-Joshua Mqabuko Nkomo International Airport (BUQ/FVJN),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080126-1,2008
20080128-0,record_php,2008-01-28,Monday 28 January 2008,,McDonnell Douglas DC-9-32,Northwest Airlines,N605NW,47223/300,1968,Pratt & Whitney JT8D-9A (HK3),0,,0,"Destroyed, written off",Other,"Chicago-Midway Airport, IL (MDW) -United States of America",Standing,Passenger - Scheduled,"Detroit-Metropolitan Wayne County Airport, MI (DTW/KDTW)","Chicago-Midway Airport, IL (MDW/KMDW)",,,https://asn.flightsafety.org/database/record.php?id=20080128-0,2008
20080128-1,record_php,2008-01-28,Monday 28 January 2008,23:02,de Havilland Canada DHC-8-202,AIRES Colombia,HK-3997,391,1994,Pratt & Whitney Canada PW123D,0,41,0,"Substantial, written off",Accident,Bogotá-Eldorado Airport (BOG) -Colombia,Landing,Passenger - Scheduled,Maracaibo-La Chinita International Airport (MAR/SVMC),Bogotá-Eldorado Airport (BOG/SKBO),Aerocivil,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080128-1,2008
20080128-2,record_php,2008-01-28,Monday 28 January 2008,,Boeing 737-33A,Merpati Nusantara Airlines,PK-MBP,23632/1344,1987,CFMI CFM56-3B1,0,147,0,"Substantial, repaired",Accident,Merauke-Mopah Airport (MKQ) -Indonesia,Landing,Passenger - Scheduled,Jayapura-Sentani Airport (DJJ/WAJJ),Merauke-Mopah Airport (MKQ/WAKK),NTSC,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080128-2,2008
20080130-0,record_php,2008-01-30,Wednesday 30 January 2008,08:05,de Havilland Canada DHC-6 Twin Otter,Aviastar Mandiri,,,,,0,18,1,Substantial,Accident,Sugapa Airport (ZGP) -Indonesia,Landing,Passenger - Scheduled,Enarotali Airport (EWI/WABT),Bilogai/Sugapa Airport (ZGP/WAYB),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080130-0,2008
20080201-0,record_php,2008-02-01,Friday 1 February 2008,10:35,Boeing 727-259,Lloyd Aéreo Boliviano - LAB,CP-2429,22475/1690,1980,Pratt & Whitney JT8D-17R,0,159,0,"Destroyed, written off",Accident,"4,2 km NW of Trinidad Airport (TDD) -Bolivia",Approach,Passenger - Scheduled,La Paz-El Alto Airport (LPB/SLLP),Cobija-E. Beltram Airport (CIJ/SLCO),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080201-0,2008
20080201-1,record_php,2008-02-01,Friday 1 February 2008,17:48,Cessna 525 CitationJet CJ1,Private,N102PT,525-0433,2001,Williams International FJ44-1A,2,2,0,"Destroyed, written off",Accident,"9,5 km SSW of Augusta State Airport, ME (AUG) -United States of America",En route,Private,"Augusta State Airport, ME (AUG/KAUG)","Lincoln Municipal Airport, NE (LNK/KLNK)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080201-1,2008
20080201-2,record_php,2008-02-01,Friday 1 February 2008,15:42,Rockwell Sabreliner 80,Qualint,N3RP,380-42,1977,General Electric CF700-2D2,0,2,0,"Substantial, written off",Accident,"Fort Lauderdale-Executive Airport, FL (FXE) -United States of America",Taxi,Ferry/positioning,"Fort Lauderdale-Executive Airport, FL (FXE/KFXE)","Brooksville-Hernando County Airport, FL (KBKV)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080201-2,2008
20080201-3,record_php,2008-02-01,Friday 1 February 2008,15:42,Hawker Siddeley HS-125-F400A,Romair Inc.,N400FR,25228/NA751,1970,,0,0,0,"Destroyed, written off",Accident,"Fort Lauderdale-Executive Airport, FL (FXE) -United States of America",Pushback / towing,-,-,-,,,https://asn.flightsafety.org/database/record.php?id=20080201-3,2008
20080201-4,record_php,2008-02-01,Friday 1 February 2008,15:42,Rockwell Sabreliner 40A,ABA Aviation Resources Inc.,N430MP,282-113,1973,,0,0,0,"Destroyed, written off",Other,"Fort Lauderdale-Executive Airport, FL (FXE) -United States of America",Standing,-,-,-,,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080201-4,2008
20080202-0,record_php,2008-02-02,Saturday 2 February 2008,,Boeing 747-2D7B,Atlas Air,N527MC,22471/504,1981,General Electric CF6-50E2,0,,0,"Substantial, written off",Accident,Lome Airport (LFW) -Togo,Take off,Cargo,Lome Airport (LFW/DXXX),Amsterdam-Schiphol International Airport (AMS/EHAM),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080202-0,2008
20080202-2,record_php,2008-02-02,Saturday 2 February 2008,21:15,Fokker F-27 Friendship 500,MNG Airlines,TC-MBG,10459,1971,Rolls-Royce Dart 532-7,0,3,0,"Substantial, written off",Accident,Edinburgh-Turnhouse Airport (EDI) -United Kingdom,Taxi,Cargo,Edinburgh-Turnhouse Airport (EDI/EGPH),Coventry-Baginton Airport (CVT/EGBE),AAIB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080202-2,2008
20080202-3,record_php,2008-02-02,Saturday 2 February 2008,14:20,Pilatus Britten-Norman BN-2A-26 Islander,"Air Montserrat, lsf Trans Anguilla Airways",VP-AAG,88,1969,Lycoming IO-540-E4C5,0,3,0,"Destroyed, written off",Accident,Anguilla-Wallblake Airport (AXA) -Anguilla,Take off,Ferry/positioning,Anguilla-Wallblake Airport (AXA/TQPF),Sint Maarten-Juliana Airport (SXM/TNCM),AAIB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080202-3,2008
20080205-0,record_php,2008-02-05,Tuesday 5 February 2008,13:20,Swearingen SA226-AT Merlin IV,McNeely Charter Service,N120SC,AT-067,1978,Garrett TPE331-10UA,0,1,0,"Substantial, repaired",Accident,"Ankeny Regional Airport, IA (IKV) -United States of America",Take off,Cargo,"Ankeny Regional Airport, IA (IKV/KIKV)","Miami International Airport, FL (MIA/KMIA)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080205-0,2008
20080207-0,record_php,2008-02-07,Thursday 7 February 2008,17:20,Britten-Norman BN-2A-26 Islander,"Caribair, S.A.",HI-653CA,8,1967,Lycoming O-540-E4C5,0,9,0,"Substantial, repaired",Accident,"El Prado, El Seybo -Dominican Republic",En route,Passenger - Non-Scheduled/charter/Air Taxi,Santiago de los Caballeros-Cibao International Airport (STI/MDST),Punta Cana International Airport (PUJ/MDPC),CIAA Dom. Rep.,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080207-0,2008
20080207-1,record_php,2008-02-07,Thursday 7 February 2008,,CASA C-212-M Aviocar 300,Fuerza Aérea Colombiana,FAC-1258,391,1989,Honeywell TPE331-10R-513C,0,20,0,"Substantial, repaired",Accident,Nuquí-Reyes Murillo Airport (NQU) -Colombia,Landing,Military,Medellín (unknown airport),Nuquí-Reyes Murillo Airport (NQU/SKNQ),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080207-1,2008
20080207-2,record_php,2008-02-07,Thursday 7 February 2008,21:15,Boeing 717-23S,"Qantas, opb National Jet Systems",VH-NXE,55063/5034,2000,BMW RR BR715,0,94,0,"Substantial, repaired",Accident,"Darwin Airport, NT (DRW) -Australia",Landing,Passenger - Scheduled,"Gove-Nhulunbuy Airport, NT (GOV/YPGV)","Darwin Airport, NT (DRW/YPDN)",ATSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080207-2,2008
20080208-0,record_php,2008-02-08,Friday 8 February 2008,,British Aerospace 3201 Jetstream 32EP,"Air New Zealand, lsf Air National",ZK-ECN,967,1992,Garrett TPE331-12UAR-702H,0,9,0,None,Unlawful Interference,Christchurch International Airport (CHC) -New Zealand,En route,Passenger - Scheduled,Blenheim-Woodbourne Airport (BHE/NZWB),Christchurch International Airport (CHC/NZCH),,,https://asn.flightsafety.org/database/record.php?id=20080208-0,2008
20080212-0,record_php,2008-02-12,Tuesday 12 February 2008,,McDonnell Douglas DC-9-31,Aserca Airlines,YV298T,48147/1048,1981,,0,,0,"Substantial, written off",Other,Caracas-Simon Bolivar Airport (CCS) -Venezuela,Taxi,-,-,-,,,https://asn.flightsafety.org/database/record.php?id=20080212-0,2008
20080212-1,record_php,2008-02-12,Tuesday 12 February 2008,20:55,Raytheon 390 Premier I,DEKA Research & Development Corp.,N16DK,RB-19,2001,Williams International FJ44,0,2,0,"Substantial, repaired",Accident,"Leesburg Executive Airport, VA (JYO) -United States of America",Landing,Executive,"Wichita-Beech Airport, KS (BEC/KBEC)","Leesburg Executive Airport, VA (JYO/KJYO)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080212-1,2008
20080213-0,record_php,2008-02-13,Wednesday 13 February 2008,09:20,British Aerospace 3103 Jetstream 31,SASCA Airlines,YV186T,616,1983,Garrett TPE331-10UR-513H,0,16,0,"Substantial, written off",Accident,Los Roques Airport (LRV) -Venezuela,Landing,Passenger,Porlamar-del Caribe Santiago Mariño International Airport (PMV/SVMG),Los Roques Airport (LRV/SVRS),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080213-0,2008
20080214-0,record_php,2008-02-14,Thursday 14 February 2008,04:19,Canadair CL-600-2B19 Regional Jet CRJ-100ER,Belavia,EW-101PJ,7316,1999,General Electric CF34-3A1,0,21,0,"Destroyed, written off",Accident,Yerevan-Zvartnots Airport (EVN) -Armenia,Take off,Passenger - Scheduled,Yerevan-Zvartnots Airport (EVN/UDYZ),Minsk-2 International Airport (MSQ/UMMS),,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080214-0,2008
20080214-1,record_php,2008-02-14,Thursday 14 February 2008,,Ilyushin Il-76TD,Asia Continental Airlines,UN-76020,0043450493,1984,Soloviev D-30KP-2,0,,0,"Substantial, written off",Accident,Kandahar Airport (KDH) -Afghanistan,Landing,Unknown,,Kandahar Airport (KDH/OAKN),,,https://asn.flightsafety.org/database/record.php?id=20080214-1,2008
20080217-0,record_php,2008-02-17,Sunday 17 February 2008,10:19,Embraer ERJ 170-100 SU (ERJ-170SU),"US Airways Express, opb Republic Airlines",N828MD,17000048,,GENERAL ELECTRIC CF34,0,81,0,"Minor, repaired",Accident,"Washington-Ronald Reagan National Airport, DC (DCA) -United States of America",Taxi,Passenger - Scheduled,"Washington-Ronald Reagan National Airport, DC (DCA/KDCA)","Rochester-Monroe County Airport, NY (ROC/KROC)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080217-0,2008
20080217-1,record_php,2008-02-17,Sunday 17 February 2008,10:19,Airbus A319-111,US Airways,N752US,1319,2000,CFMI CFM56-5B5/P,0,51,0,"Substantial, repaired",Accident,"Washington-Ronald Reagan National Airport, DC (DCA) -United States of America",Taxi,Passenger - Scheduled,"Washington-Ronald Reagan National Airport, DC (DCA/KDCA)","New York-La Guardia Airport, NY (LGA/KLGA)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080217-1,2008
20080218-0,record_php,2008-02-18,Monday 18 February 2008,16:46,Cessna 650 Citation III,private,N385EM,650-0145,1987,Garrett TFE731-3,3,3,0,"Destroyed, written off",Accident,Caico Seco -Venezuela,En route,Executive,Valencia-Arturo Michelena International Airport (VLN/SVVA),Puerto Ordaz/Ciudad Guayana-General Manuel Carlos Piar Airport (PZO/SVPR),JIAAC Venezuela,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080218-0,2008
20080218-1,record_php,2008-02-18,Monday 18 February 2008,,Ilyushin Il-76TD,Volga-Dnepr Airlines,RA-76366,1043418628,1996,Soloviev D-30KP-2,0,,0,"Substantial, written off",Accident,Ras Al Khaimah International Airport (RKT) -United Arab Emirates,Standing,Test,-,-,,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080218-1,2008
20080219-0,record_php,2008-02-19,Tuesday 19 February 2008,,ATR 72-212,Air Bagan,XY-AIE,458,1995,Pratt & Whitney Canada PW127,0,57,0,"Destroyed, written off",Accident,Putao Airport (PBU) -Myanmar,Take off,Passenger - Scheduled,Putao Airport (PBU/VYPT),Myitkyina Airport (MYT/VYMK),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080219-0,2008
20080221-0,record_php,2008-02-21,Thursday 21 February 2008,17:05,ATR 42-300,Santa Bárbara Airlines,YV1449,028,1986,Pratt & Whitney Canada PW120,46,46,0,"Destroyed, written off",Accident,ca 10 km NW of Mérida-A Carnevalli Airport (MRD) -Venezuela,En route,Passenger - Scheduled,Mérida-A Carnevalli Airport (MRD/SVMD),Caracas-Simón Bolívar International Airport (CCS/SVMI),JIAAC Venezuela,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080221-0,2008
20080222-0,record_php,2008-02-22,Friday 22 February 2008,07:45,Beechcraft 1900D,Peabody Coal Company,N305PC,UE-299,1997,Pratt & Whitney Canada PT6A-67D,0,20,0,"Substantial, written off",Accident,"Kayenta-Peabody Bedard Field Airport, AZ -United States of America",Landing,Passenger - Non-Scheduled/charter/Air Taxi,"Flagstaff-Pulliam Field, AZ (FLG/KFLG)","Kayenta-Peabody Bedard Field Airport, AZ",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080222-0,2008
20080224-0,record_php,2008-02-24,Sunday 24 February 2008,17:53,Dornier 328-100,South East Asian Airlines,RP-C5328,3046,1995,Pratt & Whitney Canada PW119B,0,35,0,"Substantial, repaired",Accident,Manila-Ninoy Aquino International Airport (MNL) -Philippines,Landing,Passenger - Scheduled,Caticlan-Malay Airport (MPH/RPVE),Manila-Ninoy Aquino International Airport (MNL/RPLL),,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080224-0,2008
20080301-0,record_php,2008-03-01,Saturday 1 March 2008,,IRMA/Britten-Norman BN-2B-21 Islander,unknown,G-PASV,2157,1987,,,,0,"Destroyed, written off",Accident,near Consuega -Spain,Landing,Illegal Flight,,,,Little or no information is available,https://asn.flightsafety.org/database/record.php?id=20080301-0,2008
20080304-0,record_php,2008-03-04,Tuesday 4 March 2008,15:15,Cessna 500 Citation I,Interstate Helicopters,N113SH,500-0285,1975,Pratt & Whitney Canada JT15D-1A,5,5,0,"Destroyed, written off",Accident,"6,5 km SW of Oklahoma City-Wiley Post Airport, OK (PWA) -United States of America",En route,Executive,"Oklahoma City-Wiley Post Airport, OK (PWA/KPWA)","Mankato Municipal Airport, MN (MKT/KMKT)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080304-0,2008
20080306-0,record_php,2008-03-06,Thursday 6 March 2008,06:59,Transall C-160NG,Manunggal Air,PK-VTQ,F-235,1985,Rolls-Royce Tyne 522,0,7,0,"Destroyed, written off",Accident,Wamena Airport (WMX) -Indonesia,Landing,Cargo,Jayapura-Sentani Airport (DJJ/WAJJ),Wamena Airport (WMX/WAJW),NTSC,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080306-0,2008
20080307-0,record_php,2008-03-07,Friday 7 March 2008,,Boeing 757-28S,China Southern Airlines,B-2830,32343/1015,2002,Rolls-Royce RB211-535E4,0,,0,None,Unlawful Interference,Lanzhou Airport (LHW) -China,En route,Passenger - Scheduled,Ürümqi-Diwopu Airport (URC/ZWWW),Beijing-Capital International Airport (PEK/ZBAA),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080307-0,2008
20080307-1,record_php,2008-03-07,Friday 7 March 2008,,Beechcraft B200 Super King Air,Invicta Bearings (Pty) Ltd,ZS-LFU,BB-1018,1983,Pratt & Whitney Canada PT6A-42,0,7,0,"Substantial, repaired",Accident,Cape Town International Airport (CPT) -South Africa,Landing,Private,Bloemfontein International Airport (BFN/FABL),Cape Town International Airport (CPT/FACT),CAA S.A.,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080307-1,2008
20080310-0,record_php,2008-03-10,Monday 10 March 2008,10:20,Boeing 737-408,AdamAir,PK-KKT,24353/1721,1989,CFMI CFM56-3C1,0,177,0,"Substantial, written off",Accident,Batam-Hang Nadim Airport (BTH) -Indonesia,Landing,Passenger - Scheduled,Jakarta-Soekarno-Hatta International Airport (CGK/WIII),Batam-Hang Nadim Airport (BTH/WIDD),NTSC,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080310-0,2008
20080314-0,record_php,2008-03-14,Friday 14 March 2008,,Boeing 737-8D6,Air Algérie,7T-VKA,34164/1748,2005,CFMI CFM56-7B27,0,120,0,"Substantial, repaired",Accident,Sétif-Ain Arat Airport (QSF) -Algeria,Landing,Passenger - Scheduled,Paris-Orly Airport (ORY/LFPO),Sétif-Ain Arat Airport (QSF/DAAS),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20080314-0,2008
20080315-0,record_php,2008-03-15,Saturday 15 March 2008,09:20,Beechcraft 1900D,Wings Aviation,5N-JAH,UE-322,1998,Pratt & Whitney Canada PT6A-67D,3,3,0,"Destroyed, written off",Accident,"near Bushi Village, Obanliku -Nigeria",En route,Ferry/positioning,Lagos-Murtala Muhammed International Airport (LOS/DNMM),Bebi Airstrip (DNBB),AIB Nigeria,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080315-0,2008
20080319-0,record_php,2008-03-19,Wednesday 19 March 2008,17:45,Dornier 328-110,Cirrus Airlines,D-CTOB,3107,1999,Pratt & Whitney Canada PW119B,0,27,0,"Substantial, written off",Accident,Mannheim Airport (MHG) -Germany,Landing,Passenger - Scheduled,Berlin-Tempelhof Airport (THF/EDDI),Mannheim Airport (MHG/EDFM),BFU,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080319-0,2008
20080319-1,record_php,2008-03-19,Wednesday 19 March 2008,15:07,Raytheon 390 Premier I,Ran Air,VT-RAL,RB-23,2001,Williams International FJ44-2,0,7,0,"Destroyed, written off",Accident,Udaipur-Dabok Airport (UDR) -India,Landing,Executive,Jodhpur Airport (JDH/VIJO),Udaipur-Dabok Airport (UDR/VAUD),DGCA India,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20080319-1,2008
20080320-0,record_php,2008-03-20,Thursday 20 March 2008,06:15,Canadair CL-600-2A12 Challenger 601,Gouvernement du Québec,C-FURG,3063,1986,General Electric CF34-3A2,0,8,0,"Minor, repaired",Accident,"Québec City Jean Lesage International Airport, QC (YQB) -Canada",Landing,Ambulance,"Bonaventure Airport, QC (YVB/CYVB)","Québec City Jean Lesage International Airport, QC (YQB/CYQB)",TSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/database/record.php?id=20080320-0,2008
