record_id,record_source,accident_date,accident_date_raw,accident_time,aircraft_type,owner_operator,registration,msn,year_of_manufacture,engine_model,fatalities,occupants,other_fatalities,aircraft_damage,category,location,phase,nature,departure_airport,destination_airport,investigating_agency,confidence_rating,url,data_year
158245,wikibase,2013-08-12,Monday 12 August 2013,18:34,Airbus A320-214,easyJet,G-EZTC,3871,2009,CFMI CFM56-5B4/P,0,175,0,Minor,Accident,Milan-Malpensa Airport (MXP)  -Italy,Take off,Passenger - Scheduled,Milan-Malpensa Airport (MXP),Lisbon (LIS),ANSV,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/158245,2013
159933,wikibase,2013-09-02,Monday 2 September 2013,c. 01:00,Airbus A330-203,TAM Airlines,PT-MVL,700,2005,GE CF6-80E1A3,0,183,0,"Minor, repaired",Accident,"Fortaleza-Pinto Martins Airport, CE (FOR/SBFZ) -Brazil",En route,Passenger - Scheduled,Madrid-Barajas Adolfo Suárez Airport (MAD/LEMD),"São Paulo-Guarulhos International Airport, SP (GRU/SBGR)",CENIPA,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/159933,2013
162559,wikibase,2013-01-17,Thursday 17 January 2013,17:42,Airbus A340-312,Aerolineas Argentinas,LV-BMT,048,1993,CFMI CFM56-5C3,0,254,0,Minor,Accident,"Miami International Airport, FL (MIA/KMIA) -United States of America",Taxi,Passenger - Scheduled,SAEZ,"Miami International Airport, FL (MIA/KMIA)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/162559,2013
162646,wikibase,2013-12-06,Friday 6 December 2013,16:38,Embraer ERJ-170LR (ERJ-170-100 LR),Petro Air,5A-SOC,17000162,2007,General Electric CF34-8E,0,3,0,Substantial,Accident,Tripoli-Mitiga International Airport (MJI/HLLM) -Libya,Landing,Test,"Tripolis-Mitiga International Airport (MJI/HLLM), Tripoli","Tripolis-Mitiga International Airport (MJI/HLLM), Tripoli",CAA Libya,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/162646,2013
167865,wikibase,2013-04-10,Wednesday 10 April 2013,14:25,Airbus A320-214,Monarch Airlines,G-OZBY,1320,2000,CFMI CFM56-5B4/P,0,14,0,"Minor, repaired",Accident,"Prestwick Airport, Prestwick, South Ayrshire -United Kingdom",Landing,Training,Glasgow-Prestwick Airport (PIK/EGPK),Glasgow-Prestwick Airport (PIK/EGPK),AAIB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/167865,2013
173234,wikibase,2013-12-11,Wednesday 11 December 2013,11:34 UTC,Airbus A320-212,Condor Flugdienst,D-AICE,894,1998,CFMI CFM56-5A3,0,127,0,None,Accident,Tenerife-Sur Reina Sofia Airport (TFS/GCTS)  -Spain,Approach,Passenger - Scheduled,Hamburg-Fuhlsbüttel Airport (HAM/EDDH),Tenerife-Sur Reina Sofia Airport (TFS/GCTS) [EC],CIAIAC,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/173234,2013
182210,wikibase,2013-10-03,Thursday 3 October 2013,16:10 UTC,Airbus A330-302,China Airlines,B-18358,1346,2012,GE CF6-80E1A4,0,,0,Minor,Accident,"890km ENE of Darwin, NT -Australia",En route,Passenger - Scheduled,"Sydney-Kingsford Smith International Airport, NSW (SYD/YSSY)",Taipei-Taiwan Taoyuan International Airport (TPE/RCTP),ATSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/182210,2013
189103,wikibase,2013-04-29,Monday 29 April 2013,19:45,Dassault Falcon 900EX,Dassault Falcon Service,F-HDLJ,165,,,0,4,1,Minor,Accident,Kinshasa-N'Djili Airport (FIH/FZAA) -Congo (Democratic Republic),Landing,Passenger - Non-Scheduled/charter/Air Taxi,Brazzaville-Maya Maya Airport (BZV/FCBB),Kinshasa-N'Djili Airport (FIH/FZAA),BPEA,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/189103,2013
20130102-0,record_php,2013-01-02,Wednesday 2 January 2013,10:11,Saab 340A,SOL Líneas Aéreas,LV-BMD,340A-123,1988,General Electric CT7-5A2,0,33,0,"Substantial, written off",Accident,"Mendoza-El Plumerillo Airport, MD (MDZ) -Argentina",Taxi,Passenger - Scheduled,"Mendoza-El Plumerillo Airport, MD (MDZ/SAME)","Comodoro Rivadavia Airport, CB (CRD/SAVC)",JIAAC,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20130102-0,2013
20130104-0,record_php,2013-01-04,Friday 4 January 2013,11:45,Britten-Norman BN-2A-27 Islander,Transaereo 5074,YV2615,20,1968,,6,6,0,"Destroyed, written off",Accident,between Los Roques and Caracas -Venezuela,En route,Passenger - Non-Scheduled/charter/Air Taxi,Los Roques Airport (LRV/SVRS),Caracas-Simón Bolívar International Airport (CCS/SVMI),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/database/record.php?id=20130104-0,2013
