record_id,record_source,accident_date,accident_date_raw,accident_time,aircraft_type,owner_operator,registration,msn,year_of_manufacture,engine_model,fatalities,occupants,other_fatalities,aircraft_damage,category,location,phase,nature,departure_airport,destination_airport,investigating_agency,confidence_rating,url,data_year
184754,wikibase,2016-02-23,Tuesday 23 February 2016,15:05,Boeing 737-846 (WL),Japan Airlines,JA322J,35351/3002,2009,CFMI CFM56-7B,0,165,0,Minor,Accident,Sapporo-New Chitose Airport (CTS/RJCC) -Japan,Taxi,Passenger - Scheduled,Sapporo-New Chitose Airport (CTS/RJCC),Fukuoka Airport (FUK/RJFF),JTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/184754,2016
187502,wikibase,2016-05-20,Friday 20 May 2016,c. 23:00,de Havilland Canada DHC-8-402Q Dash 8,Air Berlin,D-ABQB,4226,2008,P&W Canada PW150,0,0,1,Substantial,Accident,Karlsruhe/Baden-Baden Airport (FKB/EDSB) -Germany,Standing,Passenger - Scheduled,Berlin-Tegel Airport (TXL),Karlsruhe/Baden-Baden Airport (FKB/EDSB),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/187502,2016
188474,wikibase,2016-05-04,Wednesday 4 May 2016,06:40 UTC,Airbus A330-243,Etihad Airways,A6-EYN,832,2007,Rolls-Royce Trent 772-B60,0,274,0,Minor,Accident,near Bangka Islands -Indonesia,En route,Passenger - Scheduled,Abu Dhabi International Airport (AUH/OMAA),Jakarta Soekarno Hatta International Airport (CGK/WIII),NTSC,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/188474,2016
189263,wikibase,2016-08-13,Saturday 13 August 2016,22:09,Airbus A320-231,Atrak Air,EP-TTA,393,1992,IAE V2500-A1,0,163,0,Minor,Accident,Tehran-Mehrabad Airport (THR/OIII)  -Iran,Take off,Passenger - Scheduled,Tehran-Mehrabad Airport (THR/OIII),Mashhad-Shahid Hashemi Nejad Airport (MHD/OIMM),AAIB Iran,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/189263,2016
191876,wikibase,2016-12-04,Sunday 4 December 2016,05:00 UTC,Boeing 777-3DZER,Qatar Airways,A7-BAN,38246/925,2011,General Electric GE90-115B,0,356,0,Minor,Accident,"115nm north of Lajes, Terceira, Azores -Portugal",En route,Passenger - Scheduled,"Washington-Dulles International Airport, DC (IAD/KIAD)",Doha-Hamad International Airport (DOH/OTHH),GPIAAF,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/191876,2016
198600,wikibase,2016-07-28,Thursday 28 July 2016,01:11,Airbus A321-231,Jetblue Airways,N913JB,5909,2013,IAE V2533-A5,0,7,0,None,Accident,Bermuda -Bermuda,Unknown,Unknown,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)","Seawell, Christ Church, FN (BGI)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/198600,2016
198615,wikibase,2016-01-28,Thursday 28 January 2016,18:30,Boeing 737-7H4,Southwest Airlines,N718SW,27852/71,1998,CFMI CFM56,0,144,0,None,Accident,"Titusville, FL -United States of America",En route,Passenger - Scheduled,"Providence, RI (KPVD)","Ft. Lauderdale, FL (KFLL)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/198615,2016
198620,wikibase,2016-07-26,Tuesday 26 July 2016,17:00,Embraer ERJ-170SE (ERJ-170-100 SE),United Airlines,N655RW,17000105,2005,GE CF34-8E,0,53,0,None,Accident,"Cleveland Hopkins International Airport, OH (CLE) -United States of America",En route,Passenger - Scheduled,"Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)","Cleveland Hopkins International Airport, OH (CLE)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/198620,2016
198622,wikibase,2016-08-03,Wednesday 3 August 2016,19:45,Airbus A319-115,American Airlines,N9010R,5789,2013,CFMI CFM56-5B7/P,0,129,0,Minor,Accident,Grand Cayman Island-Owen Roberts International Airport (GCM/MWCR)  -Cayman Islands,En route,Passenger - Scheduled,,Grand Cayman-Owen Roberts International Airport (GCM),NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/198622,2016
198659,wikibase,2016-12-13,Tuesday 13 December 2016,18:47,Boeing 737-824,United Airlines,N24202,30429/581,2000,CFMI CFM56,0,174,0,None,Accident,"Denver, CO -United States of America",En route,Passenger - Scheduled,"San Francisco International Airport, CA (SFO/KSFO)","Denver International Airport, CO (DEN/KDEN)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/198659,2016
198780,wikibase,2016-06-12,Sunday 12 June 2016,16:45,Airbus A321-231,American Airlines,N104NN,5895,2013,IAE V2533-A5,0,110,0,None,Accident,"New York-John F. Kennedy International Airport, NY (JFK/KJFK) -United States of America",En route,Passenger - Scheduled,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)","Los Angeles, CA (LAX)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/198780,2016
20160102-0,record_php,2016-01-02,Saturday 2 January 2016,12:05,Cessna 208B Grand Caravan,Wright Air Service,N540ME,208B0540,1996,Pratt & Whitney Canada PT6A-114A,0,8,0,"Substantial, written off",Accident,"10 km SW of Anaktuvuk Pass Airport, AK (AKP) -United States of America",En route,Passenger - Scheduled,"Fairbanks International Airport, AK (FAI/PAFA)","Anaktuvuk Pass Airport, AK (AKP/PAKP)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20160102-0,2016
20160103-0,record_php,2016-01-03,Sunday 3 January 2016,23:00,Canadair CL-600-2C10 Regional Jet CRJ-702,"United Express, opb GoJet Airlines",N164GJ,10256,2006,General Electric CF34-8C5B1,0,69,0,"Substantial, repaired",Accident,"Chicago-O'Hare International Airport, IL (ORD) -United States of America",Standing,Passenger - Scheduled,"Chicago-O'Hare International Airport, IL (ORD/KORD)","Omaha-Eppley Airfield, NE (OMA/KOMA)",,,https://asn.flightsafety.org/database/record.php?id=20160103-0,2016
20160104-0,record_php,2016-01-04,Monday 4 January 2016,09:45,Beechcraft 200 Super King Air,Skyway Aircraft Inc.,N275X,BB-502,1979,Pratt & Whitney Canada PT6A-41,0,1,0,"Substantial, written off",Accident,"St. Petersburg-Clearwater International Airport, FL (PIE) -United States of America",Landing,Ferry/positioning,"St. Petersburg-Albert Whitted Airport, FL (SPG/KSPG)","St. Petersburg-Clearwater International Airport, FL (PIE/KPIE)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/database/record.php?id=20160104-0,2016
