record_id,record_source,accident_date,accident_date_raw,accident_time,aircraft_type,owner_operator,registration,msn,year_of_manufacture,engine_model,fatalities,occupants,other_fatalities,aircraft_damage,category,location,phase,nature,departure_airport,destination_airport,investigating_agency,confidence_rating,url,data_year
565157,wikibase,2026-01-02,Friday 2 January 2026,15:21 UTC,ATR 72-500,Buddha Air,9N-AMF,764,2007,P&W Canada PW127M,0,56,0,Substantial,Accident,"Bhadrapur Airport, Koshi (BDP/VNCG) -Nepal",Landing,Passenger - Scheduled,Kathmandu-Tribhuvan Airport (KTM/VNKT),Bhadrapur Airport (BDP/VNCG),Nepal AAIC,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565157,2026
565325,wikibase,2026-01-07,Wednesday 7 January 2026,c. 12:30,Cessna 208 Supervan 900,Cinnamon Air,4R-CAE,20800364,2003,Honeywell TPE-331-12JR-702TT,0,2,0,Substantial,Accident,Nuwara Eliya-Lake Gregory Water Aerodrome (NUA) -Sri Lanka,Landing,Ferry/positioning,Colombo-Bandaranaike International Airport (CMB/VCBI),Nuwara Eliya-Lake Gregory Water Aerodrome (NUA),CAASL,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/565325,2026
565348,wikibase,2026-01-06,Tuesday 6 January 2026,c. 15:00 LT,Cessna S550 Citation S/II,Inversiones Elicar 2001 C.A,YV2988,S550-0107,,,0,6,1,Minor,Accident,San Juan de los Morros Airport (SVJM) -Venezuela,Landing,Executive,Acarigua Airport (AGV/SVAC),San Juan De Los Morros Airport (SVJM),JIAAC Venezuela,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565348,2026
565439,wikibase,2026-01-10,Saturday 10 January 2026,13:19,Cessna 208B Grand Caravan EX,IndiaOne Air,VT-KSS,208B5680,2022,,1,6,0,"Substantial, written off",Accident,10 km S of Rourkela Airport (RRK) -India,En route,Passenger - Scheduled,Bhubaneswar-Biju Patnaik International Airport (BBI/VEBS),Rourkela Airport (RRK/VERK),AAIB India,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565439,2026
565534,wikibase,2026-01-13,Tuesday 13 January 2026,c. 12:16 LT,Cessna 750 Citation X,"Mach .92 Leasing LLC, opb Jet Excellence LLC",N772XJ,750-0272,2007,Rolls-Royce AE3007C,0,3,0,Substantial,Accident,"Telluride Regional Airport (TEX/KTEX), Telluride, CO -United States of America",Landing,Passenger - Non-Scheduled/charter/Air Taxi,"Teterboro Airport, NJ (TEB/KTEB)","Telluride Regional Airport, CO (TEX/KTEX)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565534,2026
565561,wikibase,2026-01-13,Tuesday 13 January 2026,06:24,Fairchild SA227-AC Metro III,Ameriflight,N370AE,AC-506,1982,,0,1,0,Substantial,Accident,"Prescott Regional/Ernest A Love Field Airport (PRC/KPRC), Prescott, AZ -United States of America",Take off,Cargo,"Prescott Regional Airport, AZ (PRC/KPRC)","Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565561,2026
565613,wikibase,2026-01-15,Thursday 15 January 2026,12:53,Boeing 737-890 (WL),Alaska Airlines,N583AS,35681/2333,2007,CFMI CFM56-7B,0,2,0,"Substantial, repaired",Accident,"Kodiak Airport (ADQ/PADQ), Kodiak, AK -United States of America",Taxi,Ferry/positioning,"Anchorage-Ted Stevens International Airport, AK (ANC/PANC)","Kodiak Airport, AK (ADQ/PADQ)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/565613,2026
565627,wikibase,2026-01-17,Saturday 17 January 2026,c. 13:22 LT,ATR 42-512,"Indonesia Air, opb Mar. and Fisheries Res Surveillance",PK-THT,611,2000,P&W Canada PW127E,10,10,0,"Destroyed, written off",Accident,"Mount Bulusaraung, Maros Regency, South Sulawesi -Indonesia",Approach,Aerial patrol,Yogyakarta-Adisutjipto Airport (JOG/WAHH),Makassar-Sultan Hasanuddin International Airport (UPG/WAAA),NTSC,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565627,2026
565751,wikibase,2026-01-22,Thursday 22 January 2026,c. 10:57 LT,de Haviland Canada DHC-6 Twin Otter 300 X2,Tropicair,P2-BBM,542,1977,P&W Canada PT6A-27,0,21,0,"Substantial, repaired",Accident,Port Moresby-Jacksons International Airport (POM/AYPY) -Papua New Guinea,Landing,Passenger - Non-Scheduled/charter/Air Taxi,Tapini  Airstrip,Port Moresby-Jacksons International Airport (POM/AYPY),AIC PNG,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565751,2026
565865,wikibase,2026-01-25,Sunday 25 January 2026,19:44,Bombardier CL-600-2B16 Challenger 650,"KTKJ Challenger LLC, opb Arnold & Itkin LLP",N10KJ,6155,2020,GE CF34-3B,6,6,0,Destroyed,Accident,"Bangor International Airport (BGR/KBGR), Bangor, ME -United States of America",Take off,Executive,"Bangor International Airport, ME (BGR/KBGR)",Vatry/ChÃ¢lons-en-Champagne International Airport (XCR/LFOK),NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565865,2026
565873,wikibase,2026-01-15,Thursday 15 January 2026,23:13 LT,Boeing 767-323ER (BDSF),"Amazon Prime Air, opb Air Transport International (ATI)",N443AZ,25202/441,1992,,0,2,0,Substantial,Accident,"San Bernardino International Airport, CA (SBD/KSBD) -United States of America",Landing,Cargo,"Spokane International Airport, WA (GEG/KGEG)","San Bernardino International Airport, CA (SBD/KSBD)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565873,2026
565914,wikibase,2026-01-27,Tuesday 27 January 2026,c. 12:57 LT,Cessna 208B Grand Caravan,Smart Air,PK-SNS,208B2341,2012,,0,13,0,Substantial,Accident,"West Nabire Beach, Nabire Regency, Central Papua -Indonesia",Initial climb,Passenger - Scheduled,Nabire Airport (NBX/WABI),Kaimana-Utarom Airport (KNG/WASK),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/565914,2026
565962,wikibase,2026-01-05,Monday 5 January 2026,13:53 UTC,Bombardier DHC-8-402Q Dash 8,Porter Airlines,C-GLQZ,4308,2010,P&W Canada PW150,0,75,0,"Substantial, repaired",Accident,"Toronto City-Billy Bishop Airport, ON (YTZ/CYTZ) -Canada",Standing,Passenger - Scheduled,"Toronto City-Billy Bishop Airport, ON (YTZ/CYTZ)","Washington-Dulles International Airport, DC (IAD/KIAD)",TSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565962,2026
565967,wikibase,2026-01-28,Wednesday 28 January 2026,08:46 LT,Learjet 45XR,VSR Ventures Pvt Ltd,VT-SSK,45-417,2010,Honeywell TFE 731-20BR,5,5,0,"Destroyed, written off",Accident,"Baramati Airport, Baramati, Pune district, Maharashtra -India",Landing,Passenger - Non-Scheduled/charter/Air Taxi,Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB),Baramati Airport,AAIB India,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/565967,2026
566004,wikibase,2026-01-28,Wednesday 28 January 2026,16:55 UTC,Beechcraft 1900D,"SEARCA-Servicio AÃ©reo de Capurgana Antes, opf SATENA",HK-4709,UE-140,1994,Pratt & Whitney Canada PT6A-67D,15,15,0,"Destroyed, written off",Accident,11.5 nm SE of OcaÃ±a Airport (OCV) -Colombia,En route,Passenger - Scheduled,CÃºcuta-Camilo Daza Airport (CUC/SKCC),OcaÃ±a-Aguas Claras Airport (OCV/SKOC),Aerocivil,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/566004,2026
566020,wikibase,2026-01-28,Wednesday 28 January 2026,15:05,Airbus A330-343 (P2F),Alaska Airlines opb Amazon.com Services LLC,N5827K,1081,2009,,0,2,0,"Substantial, repaired",Accident,"Cincinnati/Northern Kentucky Airport (CVG/KCVG), Hebron, KY -United States of America",Initial climb,Cargo,"Cincinnati/Northern Kentucky Airport, KY (CVG/KCVG)","Houston-George Bush Intercontinental Airport, TX (IAH/KIAH)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/566020,2026
566450,wikibase,2026-02-05,Thursday 5 February 2026,c. 14:40,Embraer EMB-110P1 Bandeirante,Agape Flights Inc,N316AF,110271,1980,P&W Canada PT6A,2,2,0,"Destroyed, written off",Accident,"Zicaque area, S of Troupeau, SE of Jeremie, GrandâAnse -Haiti",En route,Cargo,Jeremie Airport (JEE/MTJE),Les Cayes Airport (CYA/MTCA),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/566450,2026
566465,wikibase,2026-02-06,Friday 6 February 2026,09:25,Cessna 560XL Citation XLS+,Bandyco LLC,N476JC,560-6095,2011,,0,4,0,Substantial,Accident,"Stuart Powell Field (DVK/KDVK), Danville, KY -United States of America",Take off,Private,"Danville-Stuart Powell Field, KY (KDVK)","Bowling Green-Warren County Airport, KY (BWG/KBWG)",NTSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/566465,2026
