record_id,record_source,accident_date,accident_date_raw,accident_time,aircraft_type,owner_operator,registration,msn,year_of_manufacture,engine_model,fatalities,occupants,other_fatalities,aircraft_damage,category,location,phase,nature,departure_airport,destination_airport,investigating_agency,confidence_rating,url,data_year
121040,wikibase,2011-03-10,Thursday 10 March 2011,07:45,Cessna 208B Grand Caravan,"West Air, Inc. opf FedEx",N930FE,208B0030,1987,P&W PT6A SERIES,0,1,0,Substantial,Accident,"Meadows Field Airport, Bakersfield, California -United States of America",Taxi,Cargo,"Ontario, CA (ONT)","Bakersfield, CA (BFL)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/121040,2011
121690,wikibase,2011-04-11,Monday 11 April 2011,20:06,Airbus A380-861,Air France,F-HPJD,049,2010,Engine Alliance GP 7270,0,510,0,Substantial,Accident,"New York-John F. Kennedy International Airport, NY (JFK/KJFK) -United States of America",Taxi,Passenger - Scheduled,"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",Paris-Charles de Gaulle Airport (CDG/LFPG),NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/121690,2011
121691,wikibase,2011-04-11,Monday 11 April 2011,20:06,Bombardier CRJ-701ER (CL-600-2C10) Regional Jet,"Delta Connection, opb Comair",N641CA,10122,2003,GE CF34-8C5,0,56,0,Substantial,Accident,"New York-John F. Kennedy International Airport, NY (JFK/KJFK) -United States of America",Standing,Passenger - Scheduled,"Boston-Logan International Airport, MA (BOS/KBOS)","New York-John F. Kennedy International Airport, NY (JFK/KJFK)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/121691,2011
121809,wikibase,2011-04-11,Monday 11 April 2011,07:00,Boeing 777-223ER,American Airlines,N766AN,32880/445,2003,Rolls-Royce Trent 892,0,231,0,None,Accident,~194 nm east of RJAA -Pacific Ocean,Initial climb,Passenger - Scheduled,"Narita,  (NRT)","Los Angeles, CA (LAX)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/121809,2011
121888,wikibase,2011-04-21,Thursday 21 April 2011,14:58,Bombardier BD-700-1A10 Global XRS,Global Flight Inc,N113CS,9354,,Rolls-Royce BR 700,0,4,0,Substantial,Accident,"Teterboro Airport, NJ -United States of America",Landing,Executive,"Palm Beach AFB, FL (PBI/KPBI)","Teterboro Airport, NJ (TEB/KTEB)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/121888,2011
122169,wikibase,2011-05-06,Friday 6 May 2011,02:00,Boeing 737-824,Continental Airlines,N12221,28930/153,1998,CFMI CFM56-7B,0,2,0,Substantial,Accident,"Greenville Airport, MS (GLH) -United States of America",Taxi,Ferry/positioning,"Greenville, MS (GLH)","Houston, TX (IAH)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/122169,2011
123049,wikibase,2011-06-13,Monday 13 June 2011,09:47,Boeing B-17G,"Liberty Foundation, Inc.",N390TH,44-85734,1944,Wright R-1820-97,0,7,0,Substantial,Accident,"3 mi SE of Aurora Municipal (ARR), IL -United States of America",Initial climb,Ferry/positioning,"Aurora, IL (ARR)","Indianapolis, IN (MQJ)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/123049,2011
138663,wikibase,2011-07-30,Saturday 30 July 2011,08:58,Short SC-7 Skyvan,Pink Aviation,OE-FDK,SH 1901,,,0,1,0,Substantial,Accident,EDOG Gransse / Brandenburg -Germany,Landing,Ferry/positioning,EPWK,EDOG,BFU,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/138663,2011
138686,wikibase,2011-09-24,Saturday 24 September 2011,07:44 LT,Cessna 208B Grand Caravan,Aerodynamics Worldwide Inc.,N208AF,208B0660,1998,Pratt & Whitney Canada PT6A-114A,0,2,0,Substantial,Accident,"RAF South Cerney Airfield, South Cerney, Gloucestershire -United Kingdom",Landing,Private,"RAF Weston-on-the-Green, Oxfrodshire","RAF South Cerney Airfield, Gloucestershire(X2SC)",AAIB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/138686,2011
140320,wikibase,2011-12-06,Tuesday 6 December 2011,,de Havilland Canada DHC-6 Twin Otter 300,Kenn Borek Air,C-FDHB,338,1972,Pratt & Whitney Canada PT6A-27,0,2,0,Substantial,Accident,"Kimmirut Airport, NU (YLC/CYLC) -Canada",Landing,Cargo,,"Kimmirut Airport, NU (YLC/CYLC)",,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/140320,2011
