record_id,record_source,accident_date,accident_date_raw,accident_time,aircraft_type,owner_operator,registration,msn,year_of_manufacture,engine_model,fatalities,occupants,other_fatalities,aircraft_damage,category,location,phase,nature,departure_airport,destination_airport,investigating_agency,confidence_rating,url,data_year
141916,wikibase,2012-01-16,Monday 16 January 2012,07:00 LT,de Havilland Canada DHC-8-402Q Dash 8,Flybe,G-JEDO,4079,,P&W Canada PW150,0,70,0,"Minor, repaired",Accident,"Southampton International Airport, Eastleigh, Southampton, Hampshire -United Kingdom",Pushback / towing,Passenger - Scheduled,Southampton-Eastleigh Airport (SOU/EGHI),Glasgow International Airport (GLA/EGPF),AAIB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/141916,2012
142045,wikibase,2012-01-16,Monday 16 January 2012,07:00,de Havilland Canada DHC-8-102A,Piedmont Airlines,N839EX,226,1990,P&W Canada PW120,0,36,0,Substantial,Accident,"Tri-State Airport - KHTS, Huntington, WV -United States of America",Taxi,Passenger - Scheduled,"Huntington, WV (HTS)","Charlotte, NC (CLT)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/142045,2012
143735,wikibase,2012-02-15,Wednesday 15 February 2012,02:32,Swearingen SA227-AT Merlin IVC,Toll Aviation,VH-UZA,AT-502,,Garrett TPE331,0,2,0,Substantial,Accident,"Brisbane International Airport, QLD (BNE/YBBN) -Australia",Approach,Test,"Brisbane International Airport, QLD (BNE/YBBN)","Brisbane International Airport, QLD (BNE/YBBN)",ATSB,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/143735,2012
145091,wikibase,2012-04-16,Monday 16 April 2012,11:00 LT,Airbus A330-343X,Virgin Atlantic Airways,G-VSXY,1195,2011,Rolls-Royce Trent 772-B60,0,317,0,Minor,Accident,London-Gatwick Airport (LGW/EGKK) -United Kingdom,Initial climb,Passenger - Scheduled,London Gatwick Airport (LGW/EGKK),"Orlando, Florida (ORD/KORD)",AAIB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/145091,2012
145357,wikibase,2012-04-30,Monday 30 April 2012,17:55 LT,Cessna 550B Citation Bravo,Private,G-CGEI,550-0951,2000,P&W Canada PW530A,0,3,0,Minor,Accident,"Bournemouth Airport, Parley Lane, Christchurch, Dorset -United Kingdom",Landing,Executive,London-Biggin Hill Airport (BQH/EGKB),Bournemouth International Airport (BOH/EGHH),AAIB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/145357,2012
145870,wikibase,2012-05-28,Monday 28 May 2012,11:00?,Saab 2000,Carpatair,YR-SBJ,2000-018,1995,,0,50,0,None,Accident,Florence-Peretola Airport (FLR/LIRQ) -Italy,Take off,Passenger - Scheduled,Florence-Peretola Airport (FLR/LIRQ),Timisoara Airport (TSR/LRTR),ANSV,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/145870,2012
146197,wikibase,2012-06-06,Wednesday 6 June 2012,20:03,Airbus A300B4-203F,Transcarga International Airways,N821SC,211,1982,,0,,0,"Minor, written off",Accident,Caracas-Simón Bolívar International Airport (CCS/SVMI) -Venezuela,Standing,Cargo,,,,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/146197,2012
146414,wikibase,2012-05-24,Thursday 24 May 2012,15:26,Beechcraft 1900C,Alaska Central Express,N111AX,UC-81,1989,P&W Canada PT6A-60A,0,2,0,Substantial,Accident,"McGrath, AK (Nixon Fork Mine) -United States of America",Landing,Cargo,"Anchorage, AK (PANC)","McGrath, AK (AK40)",NTSB,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/146414,2012
146910,wikibase,2012-07-09,Monday 9 July 2012,17:00 UTC,Cessna 208 Caravan I,LBK Locação de Aeronaves Ltda,PT-OQR,20800219,1992,,0,1,1,Minor,Accident,"National Center of Skydiving of Boituva, SP -Brazil","Manoeuvring  (airshow, firefighting, ag.ops.)",Parachuting,Boituva Airport  SDOI,Boituva Airport  SDOI,CENIPA,Information verified through data from accident investigation authorities,https://asn.flightsafety.org/wikibase/146910,2012
147906,wikibase,2012-08-19,Sunday 19 August 2012,06:42,ATR 72-500 (72-212A),Flybe Nordic,OH-ATH,769,,P&W Canada PW127,0,31,0,Minor,Accident,Helsinki-Vantaa Airport (HEL/EFHK) -Finland,Landing,Passenger - Scheduled,Tampere,Helsinki-Vantaa Airport (HEL/EFHK),SIAF,Accident investigation report completed and information captured,https://asn.flightsafety.org/wikibase/147906,2012
147923,wikibase,2012-08-24,Friday 24 August 2012,17:10 LT,McDonnell Douglas MD-82,Aserca Airlines,YV493T,49517/1633,1990,P&W JT8D-200,0,140,0,"Unknown, written off",Accident,Santo Domingo-Mayor Buenaventura Vivas Airport (STD/SVSO) -Venezuela,Landing,Passenger - Scheduled,Caracas-Simón Bolívar International Airport (CCS/SVMI),Santo Domingo-Mayor Buenaventura Vivas Airport (STD/SVSO),,"Information is only available from news, social media or unofficial sources",https://asn.flightsafety.org/wikibase/147923,2012
